raw_section_id,source_order,source_image,major_category,section_name,normalized_concept_id,estimated_detail_type_count_in_major,error_tags,status
H2_CALC1_DIFF_RAW_013,2,2.png,미분계수를 이용한 극한값의 계산,기본형 - [f(a+h)-f(a)]/h 꼴의 극한값 구하기,H2_CALC1_DIFF_C013,1,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_014,2,2.png,미분계수를 이용한 극한값의 계산,기본형 - [f(a+h)-f(a-h)]/h 꼴의 극한값 구하기,H2_CALC1_DIFF_C014,1,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_015,2,2.png,미분계수를 이용한 극한값의 계산,기본형 - 여러 개의 식이 동시에 주어진 경우,H2_CALC1_DIFF_C015,1,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_016,2,2.png,미분계수를 이용한 극한값의 계산,기본형 - h[f(a+h)-f(a)] 꼴의 극한 구하기,H2_CALC1_DIFF_C016,1,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_017,2,2.png,미분계수를 이용한 극한값의 계산,기본형 - n[f(n)-f(n-1)] 꼴의 극한 구하기,H2_CALC1_DIFF_C017,1,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_018,4,4.png,미분계수를 이용한 극한값의 계산,변형형 - 미분계수가 포함된 극한식의 계수 구하기,H2_CALC1_DIFF_C018,2,"[""derivative_limit"", ""limit_transformation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_019,4,4.png,미분계수를 이용한 극한값의 계산,변형형 - f(x)-f(a)를 이용한 극한식 해석하기,H2_CALC1_DIFF_C019,1,"[""derivative_limit"", ""limit_transformation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_020,4,4.png,미분계수를 이용한 극한값의 계산,변형형 - f(x)-f(a)의 변형식을 이용하기,H2_CALC1_DIFF_C020,1,"[""derivative_limit"", ""limit_transformation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_021,4,4.png,미분계수를 이용한 극한값의 계산,변형형 - 미분계수와 함수값을 동시에 활용하기,H2_CALC1_DIFF_C021,1,"[""derivative_limit"", ""limit_transformation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_022,4,4.png,미분계수를 이용한 극한값의 계산,변형형 - 여러 가지 꼴의 부정형을 미분계수로 바꾸기,H2_CALC1_DIFF_C022,1,"[""derivative_limit"", ""limit_transformation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_023,4,4.png,문제식이 주어질 때 미분계수 구하기,"함수식 조건형 - 함수식 f(x), f(y)의 관계에서 미분계수 구하기",H2_CALC1_DIFF_C023,2,"[""derivative_definition"", ""functional_equation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_024,4,4.png,문제식이 주어질 때 미분계수 구하기,함수식 조건형 - f(x)와 f(a)의 관계를 이용하여 극한 구하기,H2_CALC1_DIFF_C024,1,"[""derivative_definition"", ""functional_equation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_025,4,4.png,문제식이 주어질 때 미분계수 구하기,함수식 조건형 - 덧셈·곱셈 조건에서 미분계수 찾기,H2_CALC1_DIFF_C025,1,"[""derivative_definition"", ""functional_equation"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_026,5,5.png,미분계수와 도함수,미분계수의 기하적 의미 - 함수의 식이 주어졌을 때 접선의 기울기,H2_CALC1_DIFF_C026,1,"[""tangent_slope"", ""derivative_meaning"", ""graph_interpretation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_027,5,5.png,미분계수와 도함수,미분계수의 기하적 의미 - 그래프가 주어졌을 때 접선의 기울기,H2_CALC1_DIFF_C027,1,"[""tangent_slope"", ""derivative_meaning"", ""graph_interpretation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_028,5,5.png,미분계수와 도함수,미분계수의 기하적 의미 - 함수식과 그래프를 모두 이용한 접선의 기울기,H2_CALC1_DIFF_C028,1,"[""tangent_slope"", ""derivative_meaning"", ""graph_interpretation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_029,5,5.png,미분계수와 도함수,미분계수의 기하적 의미 - 접선의 기울기가 주어진 조건에서의 미분계수,H2_CALC1_DIFF_C029,1,"[""tangent_slope"", ""derivative_meaning"", ""graph_interpretation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_030,5,5.png,미분계수와 도함수,미분계수의 기하적 의미 - 접선의 기울기가 특정 값인지 판정하기,H2_CALC1_DIFF_C030,1,"[""tangent_slope"", ""derivative_meaning"", ""graph_interpretation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_031,5,5.png,미분계수와 도함수,미분가능성과 연속성 - 불연속이면 미분가능하지 않음 판정하기,H2_CALC1_DIFF_C031,4,"[""differentiability"", ""continuity"", ""left_right_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_032,5,5.png,미분계수와 도함수,미분가능성과 연속성 - 미분가능하면 연속임을 이용하기,H2_CALC1_DIFF_C032,4,"[""differentiability"", ""continuity"", ""left_right_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_033,5,5.png,미분계수와 도함수,미분가능성과 연속성 - 연속이지만 미분가능하지 않은 경우 판정하기,H2_CALC1_DIFF_C033,3,"[""differentiability"", ""continuity"", ""left_right_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_034,5,5.png,미분계수와 도함수,미분가능성과 연속성 - 그래프의 뾰족점과 끊어짐을 이용한 미분가능성 판단하기,H2_CALC1_DIFF_C034,3,"[""differentiability"", ""continuity"", ""left_right_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_035,5,5.png,미분가능성과 연속성,그래프가 주어진 경우 - 그래프를 보고 미분가능성 판단하기,H2_CALC1_DIFF_C035,2,"[""differentiability"", ""graph_interpretation"", ""left_right_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_036,5,5.png,미분가능성과 연속성,그래프가 주어진 경우 - 좌미분계수와 우미분계수 비교하기,H2_CALC1_DIFF_C036,2,"[""differentiability"", ""graph_interpretation"", ""left_right_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_037,6,6.png,구간에 따라 다르게 정의된 함수의 미분가능성,조각함수 조건형 - 함숫값이 이어지는 조건 확인하기,H2_CALC1_DIFF_C037,10,"[""piecewise_function"", ""differentiability"", ""continuity""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_038,6,6.png,구간에 따라 다르게 정의된 함수의 미분가능성,조각함수 조건형 - 이음점의 좌미분계수와 우미분계수 비교하기,H2_CALC1_DIFF_C038,9,"[""piecewise_function"", ""differentiability"", ""continuity""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_039,6,6.png,구간에 따라 다르게 정의된 함수의 미분가능성,조각함수 조건형 - 미분가능하도록 미정계수 결정하기,H2_CALC1_DIFF_C039,9,"[""piecewise_function"", ""differentiability"", ""continuity""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_040,6,6.png,구간에 따라 다르게 정의된 함수의 미분가능성,조각함수 조건형 - 함수의 식을 직접 세워야 하는 경우,H2_CALC1_DIFF_C040,9,"[""piecewise_function"", ""differentiability"", ""continuity""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_041,6,6.png,구간에 따라 다르게 정의된 함수의 미분가능성,조각함수 조건형 - 그래프를 이용하여 미분가능성 판단하기,H2_CALC1_DIFF_C041,9,"[""piecewise_function"", ""differentiability"", ""continuity""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_042,6,6.png,도함수,도함수의 정의를 이용하여 도함수 구하기 - 다항함수의 도함수 구하기,H2_CALC1_DIFF_C042,7,"[""derivative_function"", ""definition_to_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_043,6,6.png,도함수,도함수의 정의를 이용하여 도함수 구하기 - 여러 가지 함수의 도함수 구하기,H2_CALC1_DIFF_C043,6,"[""derivative_function"", ""definition_to_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_044,6,6.png,도함수,도함수의 정의를 이용하여 도함수 구하기 - 도함수의 정의 확인하기,H2_CALC1_DIFF_C044,6,"[""derivative_function"", ""definition_to_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_045,7,7.png,도함수,"관계식이 주어질 때 도함수 구하기 - f(x+y), f(x-y) 꼴의 관계식이 주어진 경우",H2_CALC1_DIFF_C045,4,"[""derivative_function"", ""functional_equation"", ""implicit_relation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_046,7,7.png,도함수,"관계식이 주어질 때 도함수 구하기 - f(x+y), f(x)f(y) 꼴의 관계식이 주어진 경우",H2_CALC1_DIFF_C046,3,"[""derivative_function"", ""functional_equation"", ""implicit_relation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_047,7,7.png,도함수,관계식이 주어질 때 도함수 구하기 - 그래프 관계식에서 도함수 구하기,H2_CALC1_DIFF_C047,3,"[""derivative_function"", ""functional_equation"", ""implicit_relation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_048,7,7.png,도함수,미분법 공식 - 도함수 구하기,H2_CALC1_DIFF_C048,9,"[""derivative_formula"", ""polynomial_derivative"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_049,7,7.png,도함수,미분법 공식 - 미분계수 구하기,H2_CALC1_DIFF_C049,9,"[""derivative_formula"", ""polynomial_derivative"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_050,7,7.png,도함수,미분법 공식 - 식에 일정한 다항함수가 주어진 경우,H2_CALC1_DIFF_C050,9,"[""derivative_formula"", ""polynomial_derivative"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_051,7,7.png,도함수,미분법 공식 - 구간에 따라 식이 다른 함수가 주어진 경우,H2_CALC1_DIFF_C051,9,"[""derivative_formula"", ""polynomial_derivative"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_052,7,7.png,도함수,미분법 공식 - 평균변화율 조건과 함께 주어진 경우,H2_CALC1_DIFF_C052,9,"[""derivative_formula"", ""polynomial_derivative"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_053,7,7.png,도함수,미분법 공식 - 함수의 식을 직접 구하거나 추론해야 하는 경우,H2_CALC1_DIFF_C053,8,"[""derivative_formula"", ""polynomial_derivative"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_054,8,8.png,도함수,곱의 미분법 - 도함수의 식 구하기,H2_CALC1_DIFF_C054,6,"[""product_rule"", ""derivative_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_055,8,8.png,도함수,곱의 미분법 - 미분계수 구하기: 단순한 함수의 곱인 경우,H2_CALC1_DIFF_C055,6,"[""product_rule"", ""derivative_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_056,8,8.png,도함수,곱의 미분법 - 미분계수 구하기: 임의의 다항함수가 주어진 경우,H2_CALC1_DIFF_C056,6,"[""product_rule"", ""derivative_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_057,8,8.png,도함수,곱의 미분법 - 미정계수 결정하기,H2_CALC1_DIFF_C057,6,"[""product_rule"", ""derivative_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_058,8,8.png,도함수,곱의 미분법 - 함수의 그래프가 주어졌을 때 미분계수 구하기,H2_CALC1_DIFF_C058,6,"[""product_rule"", ""derivative_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_059,8,8.png,도함수,곱의 미분법에 대한 개념 문제,H2_CALC1_DIFF_C059,5,"[""product_rule"", ""derivative_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_060,8,8.png,도함수,곱의 미분법 - y=f(x)g(x) 꼴 도함수의 식 구하기,H2_CALC1_DIFF_C060,5,"[""product_rule"", ""derivative_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_061,8,8.png,도함수,곱의 미분법 - y=f(x)^n 꼴 미분계수 구하기,H2_CALC1_DIFF_C061,5,"[""product_rule"", ""derivative_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_062,8,8.png,도함수,곱의 미분법 - y=f(x)^n 꼴 미정계수 결정하기,H2_CALC1_DIFF_C062,5,"[""product_rule"", ""derivative_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_063,8,8.png,도함수,곱의 미분법 - y=f(x)^n 꼴의 미분법 응용 문제,H2_CALC1_DIFF_C063,5,"[""product_rule"", ""derivative_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_064,8,8.png,도함수,곱의 미분법 - 함수의 식이 주어졌을 때의 활용,H2_CALC1_DIFF_C064,5,"[""product_rule"", ""derivative_formula"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_065,9,9.png,미분계수를 이용한 극한값의 계산,곱·합성 조건형 - f(x)·f(a)꼴의 극한과 관련값 구하기,H2_CALC1_DIFF_C065,4,"[""derivative_limit"", ""product_rule"", ""limit_transformation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_066,9,9.png,미분계수를 이용한 극한값의 계산,곱·합성 조건형 - g(x)·h(x)꼴의 극한과 관련값 구하기,H2_CALC1_DIFF_C066,3,"[""derivative_limit"", ""product_rule"", ""limit_transformation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_067,9,9.png,미분계수를 이용한 극한값의 계산,곱·합성 조건형 - n→∞에서 f(1/n)-f(-1/n)꼴의 극한 구하기,H2_CALC1_DIFF_C067,3,"[""derivative_limit"", ""product_rule"", ""limit_transformation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_068,9,9.png,미분계수를 이용한 미정계수의 결정,미분계수를 이용한 미정계수의 결정 - 2차 이하인 다항함수가 주어진 경우,H2_CALC1_DIFF_C068,8,"[""coefficient_matching"", ""derivative_limit"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_069,9,9.png,미분계수를 이용한 미정계수의 결정,미분계수를 이용한 미정계수의 결정 - 3차 이상인 다항함수가 주어진 경우,H2_CALC1_DIFF_C069,7,"[""coefficient_matching"", ""derivative_limit"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_070,9,9.png,미분계수를 이용한 미정계수의 결정,미분계수를 이용한 미정계수의 결정 - 구간에 따라 서로 다른 다항함수가 주어진 경우,H2_CALC1_DIFF_C070,7,"[""coefficient_matching"", ""derivative_limit"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_071,9,9.png,미분계수를 이용한 미정계수의 결정,미분계수를 이용한 미정계수의 결정 - 다항함수의 차수와 계수 조건을 추론해야 하는 경우,H2_CALC1_DIFF_C071,7,"[""coefficient_matching"", ""derivative_limit"", ""polynomial_derivative""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_072,9,9.png,사칙연산을 이용한 극한값의 계산,사칙연산을 이용한 극한값의 계산 - 미분식을 이용하여 극한값 구하기,H2_CALC1_DIFF_C072,3,"[""limit_transformation"", ""derivative_coefficient"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_073,9,9.png,사칙연산을 이용한 극한값의 계산,사칙연산을 이용한 극한값의 계산 - 미분계수 결정하기,H2_CALC1_DIFF_C073,3,"[""limit_transformation"", ""derivative_coefficient"", ""algebraic_manipulation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_074,10,10.png,도함수의 활용,접선의 기울기를 이용한 미정계수의 결정 - 접선의 기울기로 미정계수를 정하는 경우,H2_CALC1_DIFF_C074,7,"[""tangent_line"", ""slope_condition"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_075,10,10.png,도함수의 활용,접선의 기울기를 이용한 미정계수의 결정 - 접선 또는 접점의 기울기에 따라 접선 개수가 달라지는 경우,H2_CALC1_DIFF_C075,7,"[""tangent_line"", ""slope_condition"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_076,10,10.png,접선의 방정식,평행선에서 미분법의 활용 - f(x)의 식이 미분계수가 포함된 경우,H2_CALC1_DIFF_C076,6,"[""tangent_line"", ""parallel_condition"", ""derivative_application""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_077,10,10.png,접선의 방정식,평행선에서 미분법의 활용 - f(x)의 식에 도함수 f′(x)가 포함된 경우,H2_CALC1_DIFF_C077,6,"[""tangent_line"", ""parallel_condition"", ""derivative_application""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_078,10,10.png,접선의 방정식,평행선에서 미분법의 활용 - 다항함수의 차수가 주어지는 경우,H2_CALC1_DIFF_C078,6,"[""tangent_line"", ""parallel_condition"", ""derivative_application""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_079,10,10.png,접선의 방정식,평행선에서 미분법의 활용 - 다항함수의 계수를 추론해야 하는 경우,H2_CALC1_DIFF_C079,6,"[""tangent_line"", ""parallel_condition"", ""derivative_application""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_080,10,10.png,접선의 방정식,다항식 나눗셈에서 미분법의 활용 - 다항함수의 식에 포함된 미분계수 결정하기,H2_CALC1_DIFF_C080,4,"[""polynomial_division"", ""derivative_application"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_081,10,10.png,접선의 방정식,다항식 나눗셈에서 미분법의 활용 - 일차식 다항함수가 주어진 경우,H2_CALC1_DIFF_C081,4,"[""polynomial_division"", ""derivative_application"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_082,10,10.png,접선의 방정식,다항식 나눗셈에서 미분법의 활용 - 나머지정리와 미분계수를 함께 쓰는 경우,H2_CALC1_DIFF_C082,3,"[""polynomial_division"", ""derivative_application"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_083,10,10.png,접선의 방정식,다항식 나눗셈에서 미분법의 활용 - 다항식 나눗셈의 조건으로 접선 정보를 해석하는 경우,H2_CALC1_DIFF_C083,3,"[""polynomial_division"", ""derivative_application"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_084,11,11.png,접선의 방정식,접선의 기울기 - 다항함수의 식이 주어진 경우,H2_CALC1_DIFF_C084,8,"[""tangent_line"", ""tangent_slope"", ""derivative_formula""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_085,11,11.png,접선의 방정식,접선의 기울기 - 다항함수의 식에 미정계수가 있는 경우,H2_CALC1_DIFF_C085,7,"[""tangent_line"", ""tangent_slope"", ""derivative_formula""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_086,11,11.png,접선의 방정식,접선의 기울기 - 일별 다항함수가 주어진 경우,H2_CALC1_DIFF_C086,7,"[""tangent_line"", ""tangent_slope"", ""derivative_formula""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_087,11,11.png,접선의 방정식,접선의 기울기의 최댓값 또는 최솟값 - 다항함수의 식이 주어진 경우,H2_CALC1_DIFF_C087,3,"[""tangent_slope"", ""max_min"", ""derivative_application""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_088,11,11.png,접선의 방정식,접선의 기울기의 최댓값 또는 최솟값 - 다항함수의 식에 미정계수가 있는 경우,H2_CALC1_DIFF_C088,3,"[""tangent_slope"", ""max_min"", ""derivative_application""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_089,12,12.png,접선의 방정식,접점의 좌표가 주어진 경우 - 다항함수의 식이 주어진 경우,H2_CALC1_DIFF_C089,9,"[""tangent_line"", ""point_of_tangency"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_090,12,12.png,접선의 방정식,접점의 좌표가 주어진 경우 - 다항함수의 식에 미정계수가 있는 경우,H2_CALC1_DIFF_C090,9,"[""tangent_line"", ""point_of_tangency"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_091,12,12.png,접선의 방정식,접점의 좌표가 주어진 경우 - 일별 다항함수가 주어진 경우,H2_CALC1_DIFF_C091,9,"[""tangent_line"", ""point_of_tangency"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_092,12,12.png,접선의 방정식,접점의 좌표가 주어진 경우 - 다항함수의 식에 주어진 점과 접선 조건이 포함된 경우,H2_CALC1_DIFF_C092,9,"[""tangent_line"", ""point_of_tangency"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_093,12,12.png,접선의 방정식,접점의 좌표가 주어진 경우 - 다항함수의 식에 주어진 점 두 개를 포함시키기,H2_CALC1_DIFF_C093,9,"[""tangent_line"", ""point_of_tangency"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_094,12,12.png,접선의 방정식,접점의 좌표가 주어진 경우 - 다항함수의 식에 포함된 미분계수 결정하기,H2_CALC1_DIFF_C094,9,"[""tangent_line"", ""point_of_tangency"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_095,12,12.png,접선의 방정식,접점의 좌표가 주어진 경우의 활용,H2_CALC1_DIFF_C095,8,"[""tangent_line"", ""point_of_tangency"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_096,12,12.png,접선과 수직인 직선의 방정식,접선과 수직인 직선의 방정식 - 다항함수의 식이 주어진 경우,H2_CALC1_DIFF_C096,4,"[""normal_line"", ""tangent_line"", ""slope_condition""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_097,12,12.png,접선과 수직인 직선의 방정식,접선과 수직인 직선의 방정식 - 다항함수의 식에 미정계수가 있는 경우,H2_CALC1_DIFF_C097,3,"[""normal_line"", ""tangent_line"", ""slope_condition""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_098,12,12.png,접선과 수직인 직선의 방정식,접선과 수직인 직선의 방정식 - 일별 다항함수가 주어진 경우,H2_CALC1_DIFF_C098,3,"[""normal_line"", ""tangent_line"", ""slope_condition""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_099,12,12.png,접선이 직선과 다시 만나는 점,접선이 직선과 다시 만나는 점 - 주어진 접선이 다시 만나는 점의 좌표 구하기,H2_CALC1_DIFF_C099,4,"[""tangent_line"", ""intersection"", ""polynomial_equation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_100,12,12.png,접선이 직선과 다시 만나는 점,접선이 직선과 다시 만나는 점 - 접선의 의미 구하기,H2_CALC1_DIFF_C100,3,"[""tangent_line"", ""intersection"", ""polynomial_equation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_101,12,12.png,접선이 직선과 다시 만나는 점,접선이 직선과 다시 만나는 점 - 주어진 접선의 근의 활용,H2_CALC1_DIFF_C101,3,"[""tangent_line"", ""intersection"", ""polynomial_equation""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_102,13,13.png,접선의 방정식,기울기가 주어진 경우 - 접선의 기울기가 주어진 때,H2_CALC1_DIFF_C102,7,"[""tangent_line"", ""given_slope"", ""slope_condition""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_103,13,13.png,접선의 방정식,기울기가 주어진 경우 - 이차함수에서 접선의 기울기가 주어진 경우,H2_CALC1_DIFF_C103,6,"[""tangent_line"", ""given_slope"", ""slope_condition""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_104,13,13.png,접선의 방정식,기울기가 주어진 경우 - 삼차함수에서 접선의 기울기가 주어진 경우,H2_CALC1_DIFF_C104,6,"[""tangent_line"", ""given_slope"", ""slope_condition""]",normalized_from_image_tree
H2_CALC1_DIFF_RAW_105,13,13.png,접선의 방정식,기울기가 주어진 경우 - 사차함수에서 접선의 기울기가 주어진 경우,H2_CALC1_DIFF_C105,6,"[""tangent_line"", ""given_slope"", ""slope_condition""]",normalized_from_image_tree
