raw_section_id,source_order,source_image,major_category,section_name,normalized_concept_id,estimated_detail_type_count_in_major,error_tags,status
H1_CM1_MAT_RAW_052,52,6.png,행렬의 거듭제곱(3) A^n=E의 이용,A^n 구하기,H1_CM1_MAT_C052,61,periodicity|identity_power|series_sum,normalized_from_image_tree
H1_CM1_MAT_RAW_053,53,6.png,행렬의 거듭제곱(3) A^n=E의 이용,A+A^2+A^3+⋯+A^n 구하기,H1_CM1_MAT_C053,61,periodicity|identity_power|series_sum,normalized_from_image_tree
H1_CM1_MAT_RAW_054,54,7.png,단위행렬 E를 포함한 식(2),양변에 A+kE 또는 B+kE를 곱하여 해결하는 경우,H1_CM1_MAT_C054,37,identity_matrix|matrix_equation|completion_transform,normalized_from_image_tree
H1_CM1_MAT_RAW_055,55,7.png,단위행렬 E를 포함한 식(2),"행렬 A, B에 대한 조건이 주어진 경우",H1_CM1_MAT_C055,37,identity_matrix|matrix_equation|completion_transform,normalized_from_image_tree
H1_CM1_MAT_RAW_056,56,7.png,행렬의 곱셈의 여러 가지 성질,"두 행렬 A, B에 대한 성질",H1_CM1_MAT_C056,18,matrix_property|order_sensitive|proof_structure,normalized_from_image_tree
H1_CM1_MAT_RAW_057,57,7.png,행렬의 곱셈의 여러 가지 성질,"세 행렬 A, B, C에 대한 성질",H1_CM1_MAT_C057,18,matrix_property|order_sensitive|proof_structure,normalized_from_image_tree
H1_CM1_MAT_RAW_058,58,7.png,케일리-해밀턴의 정리,케일리-해밀턴의 정리 이용하기,H1_CM1_MAT_C058,36,cayley_hamilton|power_reduction|proof_structure,normalized_from_image_tree
H1_CM1_MAT_RAW_059,59,7.png,케일리-해밀턴의 정리,케일리-해밀턴의 정리 증명하기,H1_CM1_MAT_C059,36,cayley_hamilton|power_reduction|proof_structure,normalized_from_image_tree
H1_CM1_MAT_RAW_060,60,7.png,케일리-해밀턴의 정리,"케일리-해밀턴의 정리 이용, 합답형 문제",H1_CM1_MAT_C060,36,cayley_hamilton|power_reduction|proof_structure,normalized_from_image_tree
H1_CM1_MAT_RAW_061,61,7.png,케일리-해밀턴의 정리,"케일리-해밀턴의 정리 이용, 증명하기",H1_CM1_MAT_C061,36,cayley_hamilton|power_reduction|proof_structure,normalized_from_image_tree
