raw_section_id,source_orders,domain,subdomain,task_group,concept_ids,representative_leaf_examples,source_image_range
M3_POLY_RAW_012,5,곱셈 공식,공통부분 전개,공통부분이 있는 식의 전개,M3_POLY_C012,공통부분이 있는 식의 전개 | 공통부분을 찾지 못함 | 치환 후 원래 식으로 되돌리지 않음,5.png
M3_POLY_RAW_013,"5,20",곱셈 공식,세 항 이상의 곱,세 항 이상의 곱 전개,M3_POLY_C013,세 항 이상의 곱 전개 | 전개 순서 혼란 | 중간 결과를 정리하지 않고 계산,"5.png, 20.png"
M3_POLY_RAW_014,6,곱셈 공식의 수 계산,수의 제곱,곱셈 공식을 이용한 수의 제곱 계산,M3_POLY_C014,곱셈 공식을 이용한 수의 제곱 계산 | 기준수 설정 오류 | 공식은 알지만 수 계산에 적용하지 못함,6.png
M3_POLY_RAW_015,7,곱셈 공식의 수 계산,두 수의 곱,곱셈 공식을 이용한 두 수의 곱 계산,M3_POLY_C015,곱셈 공식을 이용한 두 수의 곱 계산 | 두 수를 합과 차로 바꾸지 못함 | 분수 형태의 공식을 놓침,7.png
M3_POLY_RAW_016,"7,8",곱셈 공식의 수 계산,복잡한 수,복잡한 수의 계산,M3_POLY_C016,복잡한 수의 계산 | 계산 형태를 공식 구조로 변형하지 못함 | 복잡한 수에서 부호와 괄호 오류,"7.png, 8.png"
M3_POLY_RAW_017,8,곱셈 공식의 수 계산,제곱근 포함,제곱근을 포함한 수의 계산,M3_POLY_C017,제곱근을 포함한 수의 계산 | 제곱근의 제곱 처리 오류 | 무리수 항 소거 구조를 보지 못함,8.png
M3_POLY_RAW_018,8,곱셈 공식의 수 계산,유리수 조건,계산 결과가 유리수가 될 조건,M3_POLY_C018,계산 결과가 유리수가 될 조건 | 유리수 조건을 무리수항 소거로 연결하지 못함 | 계산 결과가 유리수가 될 조건 적용,8.png
M3_POLY_RAW_019,9,곱셈 공식의 수 계산,분모 유리화,분모의 유리화,M3_POLY_C019,분모의 유리화 | 켤레식 선택 오류 | 분자까지 곱하지 않음,9.png
M3_POLY_RAW_020,9,곱셈 공식의 변형,식의 값 기본,수가 주어진 식의 값,M3_POLY_C020,수가 주어진 식의 값 | 대입 전 식 정리 누락 | 무리수 계산 오류,9.png
M3_POLY_RAW_021,10,곱셈 공식의 변형,합·차·곱 조건,두 수의 합·차·곱이 주어진 식의 값,M3_POLY_C021,두 수의 합·차·곱이 주어진 식의 값 | 주어진 조건을 제곱식으로 변형하지 못함 | 합과 곱 조건을 혼동,10.png
M3_POLY_RAW_022,10,곱셈 공식의 변형,곱이 1인 경우,두 수의 곱이 1인 경우와 식 만들기,M3_POLY_C022,두 수의 곱이 1인 경우와 식 만들기 | 역수 관계 활용 부족 | x+1/x 꼴 제곱식 변형 오류,10.png
M3_POLY_RAW_023,11,곱셈 공식의 변형,간단히 한 뒤 대입,식을 먼저 간단히 하여 값 구하기,M3_POLY_C023,식을 먼저 간단히 하여 값 구하기 | 복잡한 식에 바로 대입해 계산 실수 | 관계식을 변형하지 못함,11.png
M3_POLY_RAW_024,11,곱셈 공식의 변형,무리수의 정수·소수 부분,무리수의 정수 부분과 소수 부분,M3_POLY_C024,무리수의 정수 부분과 소수 부분 | 정수부분 경계값 판단 오류 | 소수부분 표현 오류,11.png
M3_POLY_RAW_025,12,인수분해,인수의 뜻,인수의 뜻과 주어진 식의 인수,M3_POLY_C025,인수의 뜻과 주어진 식의 인수 | 인수와 항을 혼동 | 나누어떨어짐 조건을 확인하지 않음,12.png
M3_POLY_RAW_026,12,인수분해,인수분해 전 식,인수분해하기 전의 식 구하기,M3_POLY_C026,인수분해하기 전의 식 구하기 | 전개와 인수분해 방향 혼동 | 미지수 계수 비교 오류,12.png
M3_POLY_RAW_027,"12,18",인수분해,공통인수,공통인수를 이용한 인수분해,M3_POLY_C027,공통인수를 이용한 인수분해 | 최대 공통인수 선택 오류 | 문자 공통인수 누락,"12.png, 18.png"
M3_POLY_RAW_028,13,인수분해 공식,완전제곱식,완전제곱식 인수분해,M3_POLY_C028,완전제곱식 인수분해 | 가운데 항 조건 확인 부족 | 부호에 맞는 괄호 선택 오류,13.png
M3_POLY_RAW_029,"13,14",인수분해 공식,완전제곱식 조건,완전제곱식이 될 조건,M3_POLY_C029,완전제곱식이 될 조건 | 완전제곱식 조건을 계수 비교로 세우지 못함 | 가능한 경우의 수 누락,"13.png, 14.png"
M3_POLY_RAW_030,14,인수분해 공식,근호 안 완전제곱식,근호 안이 완전제곱식이 되도록 하는 식,M3_POLY_C030,근호 안이 완전제곱식이 되도록 하는 식 | 근호 밖으로 나올 때 절댓값 조건 누락 | 변수 범위 미확인,14.png
M3_POLY_RAW_031,14,인수분해 공식,합과 차의 곱,a^2-b^2 인수분해,M3_POLY_C031,a^2-b^2 인수분해 | 두 제곱꼴 인식 오류 | 문자가 2개인 경우 항 대응 실패,14.png
M3_POLY_RAW_032,14,인수분해 공식,반복 인수분해,두 번 이상 인수분해되는 식,M3_POLY_C032,두 번 이상 인수분해되는 식 | 첫 단계에서 멈춤 | 인수분해 후 연산 처리 오류,14.png
M3_POLY_RAW_033,15,인수분해 공식,x²+(a+b)x+ab,x²+(a+b)x+ab 꼴 인수분해,M3_POLY_C033,x²+(a+b)x+ab 꼴 인수분해 | 합과 곱 조건 반대로 탐색 | 부호 조합 오류,15.png
M3_POLY_RAW_034,15,인수분해 공식,acx²+(ad+bc)x+bd,일차항 계수가 1이 아닌 이차식 인수분해,M3_POLY_C034,일차항 계수가 1이 아닌 이차식 인수분해 | 교차곱 검산 누락 | 가능한 인수 조합을 체계적으로 찾지 못함,15.png
M3_POLY_RAW_035,15,인수분해 공식,이차동차식,acx²+(ad+bc)xy+bdy² 꼴,M3_POLY_C035,acx²+(ad+bc)xy+bdy² 꼴 | xy항 계수 조합 오류 | 두 문자 항의 차수 구조를 보지 못함,15.png
M3_POLY_RAW_036,16,인수분해 공식,세제곱 합·차,a³±b³ 인수분해,M3_POLY_C036,a³±b³ 인수분해 | 부호 배열 오류 | 이차식 인수까지 잘못 전개,16.png
M3_POLY_RAW_037,"16,20,21",인수분해 공식,공식 종합,인수분해 공식 종합,M3_POLY_C037,인수분해 공식 종합 | 공식 선택 오류 | 한 가지 방법만 적용하고 끝까지 분해하지 않음,"16.png, 20.png, 21.png"
M3_POLY_RAW_038,16,인수분해 공식,도형 활용,도형을 이용한 인수분해 공식,M3_POLY_C038,도형을 이용한 인수분해 공식 | 도형 넓이를 식으로 세우지 못함 | 정사각형/직사각형 구조 혼동,16.png
M3_POLY_RAW_039,16,인수분해 공식,공통인수 구하기,두 다항식의 공통인수 구하기,M3_POLY_C039,두 다항식의 공통인수 구하기 | 각 식의 인수분해를 끝까지 하지 않음 | 공통인수와 공통부분 혼동,16.png
M3_POLY_RAW_040,17,인수 조건,인수가 주어진 이차식,인수가 주어진 이차식의 미지수와 값,M3_POLY_C040,인수가 주어진 이차식의 미지수와 값 | 인수 조건을 대입 또는 계수 비교로 바꾸지 못함 | 인수가 주어진 이차식의 미지수와 값 적용,17.png
M3_POLY_RAW_041,17,인수 조건,두 일차식 곱 조건,두 일차식의 곱으로 인수분해될 때 미지수,M3_POLY_C041,두 일차식의 곱으로 인수분해될 때 미지수 | 곱과 합 조건을 동시에 반영하지 않음 | 미지수 범위 조건 누락,17.png
M3_POLY_RAW_042,17,인수 조건,오답 복원,계수 또는 상수항을 잘못 보고 푼 경우,M3_POLY_C042,계수 또는 상수항을 잘못 보고 푼 경우 | 잘못 본 식과 원래 식 구분 실패 | 계수와 상수항을 바꾸어 해석,17.png
M3_POLY_RAW_043,18,복잡한 식의 인수분해,공통인수,복잡한 식의 공통인수 인수분해,M3_POLY_C043,복잡한 식의 공통인수 인수분해 | 문자 2개 이상에서 공통인수 누락 | 인수인 것과 아닌 것 구분 오류,18.png
M3_POLY_RAW_044,18,복잡한 식의 인수분해,치환 기본,공통부분이 있는 식의 치환 인수분해,M3_POLY_C044,공통부분이 있는 식의 치환 인수분해 | 공통부분 치환 누락 | 치환한 문자 되돌리기 오류,18.png
M3_POLY_RAW_045,19,복잡한 식의 인수분해,다른 형태 공통부분,다른 형태로 주어진 공통부분 치환,M3_POLY_C045,다른 형태로 주어진 공통부분 치환 | 공통부분 형태 변환 실패 | 부호를 바꾸어 같은 식 만들기 오류,19.png
M3_POLY_RAW_046,19,복잡한 식의 인수분해,공통부분 2개,공통부분이 2개 있는 식의 치환,M3_POLY_C046,공통부분이 2개 있는 식의 치환 | 공통부분 두 개를 따로 보지 못함 | 잘못된 부분 치환,19.png
M3_POLY_RAW_047,20,복잡한 식의 인수분해,세 괄호와 상수,( )( )( )+k꼴 인수분해,M3_POLY_C047,( )( )( )+k꼴 인수분해 | 세 괄호 전개 후 구조를 잃음 | 완전제곱식 조건을 보지 못함,20.png
M3_POLY_RAW_048,20,복잡한 식의 인수분해,두 항씩 묶기,적당한 항끼리 묶어 인수분해,M3_POLY_C048,적당한 항끼리 묶어 인수분해 | 항 묶기 선택 오류 | 묶은 뒤 공통인수 찾기 실패,20.png
M3_POLY_RAW_049,21,복잡한 식의 인수분해,제곱차 묶기,제곱차 꼴로 묶어 인수분해,M3_POLY_C049,제곱차 꼴로 묶어 인수분해 | 제곱차 구조 인식 실패 | 인수분해 후 두 번째 단계 누락,21.png
M3_POLY_RAW_050,21,복잡한 식의 인수분해,x⁴+ax²+b,x⁴+ax²+b꼴 인수분해,M3_POLY_C050,x⁴+ax²+b꼴 인수분해 | x^2 치환을 떠올리지 못함 | x^4 항 구조 해석 오류,21.png
M3_POLY_RAW_051,21,복잡한 식의 인수분해,내림차순 정리,내림차순으로 정리하여 인수분해,M3_POLY_C051,내림차순으로 정리하여 인수분해 | 어떤 문자를 기준으로 정리할지 선택하지 못함 | 내림차순 정리 후 계수식 처리 오류,21.png
M3_POLY_RAW_052,22,인수분해 공식의 활용,수의 계산,인수분해 공식을 이용한 수의 계산,M3_POLY_C052,인수분해 공식을 이용한 수의 계산 | 인수분해가 필요한 식을 전개로 처리 | 제곱수 결과 조건 누락,22.png
M3_POLY_RAW_053,22,인수분해 공식의 활용,합과 차의 곱 활용,합과 차의 곱을 이용한 수의 계산,M3_POLY_C053,합과 차의 곱을 이용한 수의 계산 | 합차곱 구조로 묶지 못함 | 분모·분자 인수분해 누락,22.png
M3_POLY_RAW_054,23,인수분해 공식의 활용,식의 값과 조건,인수분해 공식을 이용한 식의 값 구하기,M3_POLY_C054,인수분해 공식을 이용한 식의 값 구하기 | 조건을 식에 맞게 변형하지 못함 | 분모 유리화 또는 정수부분 조건 누락,23.png
M3_POLY_RAW_055,"23,24",인수분해 공식의 활용,도형 활용,인수분해 공식의 도형 활용,M3_POLY_C055,인수분해 공식의 도형 활용 | 도형 조건을 식으로 세우지 못함 | 일부를 자른 도형의 넓이 해석 오류,"23.png, 24.png"
M3_POLY_RAW_056,"1,2,3,4",다항식의 곱셈,곱셈 공식 종합,전개와 곱셈공식 선택,"M3_POLY_C001,M3_POLY_C003,M3_POLY_C004,M3_POLY_C005,M3_POLY_C010",분배법칙과 곱셈공식 구분 | 공식 선택 후 전개식 검산 | 계수 조건 종합,"1.png, 2.png, 3.png, 4.png"
M3_POLY_RAW_057,"5,6,7,8,9",곱셈 공식의 활용,수 계산 종합,곱셈공식을 이용한 계산,"M3_POLY_C014,M3_POLY_C015,M3_POLY_C016,M3_POLY_C017,M3_POLY_C019",수의 제곱 계산 | 두 수의 곱 계산 | 무리수·분모 유리화 계산,"5.png, 6.png, 7.png, 8.png, 9.png"
M3_POLY_RAW_058,"9,10,11",곱셈 공식의 변형,식의 값 종합,조건을 이용한 식의 값,"M3_POLY_C020,M3_POLY_C021,M3_POLY_C022,M3_POLY_C023",합·차·곱 조건 이용 | 곱이 1인 경우 식 변형 | 간단히 한 뒤 대입,"9.png, 10.png, 11.png"
M3_POLY_RAW_059,"12,13,14,15,16",인수분해,기본 공식 종합,공식 선택형 인수분해,"M3_POLY_C027,M3_POLY_C028,M3_POLY_C031,M3_POLY_C033,M3_POLY_C034,M3_POLY_C037",공통인수 먼저 확인 | 완전제곱식·합차공식 구분 | x²+(a+b)x+ab 꼴 판별,"12.png, 13.png, 14.png, 15.png, 16.png"
M3_POLY_RAW_060,"17,18,19,20,21",복잡한 식의 인수분해,조건·치환·묶기,복합 인수분해 전략,"M3_POLY_C040,M3_POLY_C043,M3_POLY_C044,M3_POLY_C048,M3_POLY_C049,M3_POLY_C051",인수가 주어진 조건 처리 | 공통부분 치환 | 두 항씩 묶기와 제곱차 묶기,"17.png, 18.png, 19.png, 20.png, 21.png"
M3_POLY_RAW_061,"20,21,22,23",고난도 인수분해 활용,고차식·수 계산,x⁴꼴과 활용 계산,"M3_POLY_C047,M3_POLY_C050,M3_POLY_C052,M3_POLY_C053,M3_POLY_C054",x⁴+ax²+b 꼴 처리 | 인수분해를 이용한 수 계산 | 식의 값 조건 활용,"20.png, 21.png, 22.png, 23.png"
M3_POLY_RAW_062,"4,6,16,24",도형과 공식,도형 활용,도형에서 전개·인수분해 공식 해석,"M3_POLY_C011,M3_POLY_C038,M3_POLY_C055",도형 넓이로 곱셈공식 설명 | 도형에서 인수분해 구조 찾기 | 도형 조건으로 식 세우기,"4.png, 6.png, 16.png, 24.png"
