raw_section_id,source_order,source_image,major_category,section_name,normalized_concept_id,estimated_detail_type_count_in_major,error_tags,status
H1_CM2_GEQ_RAW_020,20,3.png,두 점 사이의 거리의 활용(4),정사각형의 성질 활용하기,H1_CM2_GEQ_C020,7,coordinate_distance|condition_translation|geometry_property,normalized_from_image_tree
H1_CM2_GEQ_RAW_021,21,3.png,두 점 사이의 거리의 활용(4),일정한 속도로 움직이는 두 점 사이의 거리의 최솟값,H1_CM2_GEQ_C021,7,coordinate_distance|condition_translation|geometry_property,normalized_from_image_tree
H1_CM2_GEQ_RAW_022,22,3.png,좌표를 이용하여 도형의 성질 확인하기,삼각형의 성질,H1_CM2_GEQ_C022,6,coordinate_distance|condition_translation|geometry_property,normalized_from_image_tree
H1_CM2_GEQ_RAW_023,23,3.png,좌표를 이용하여 도형의 성질 확인하기,사각형의 성질,H1_CM2_GEQ_C023,6,coordinate_distance|condition_translation|geometry_property,normalized_from_image_tree
H1_CM2_GEQ_RAW_024,24,3.png,파푸스의 정리(중선정리),중선의 길이,H1_CM2_GEQ_C024,8,coordinate_distance|condition_translation|geometry_property,normalized_from_image_tree
H1_CM2_GEQ_RAW_025,25,3.png,파푸스의 정리(중선정리),중선정리의 활용,H1_CM2_GEQ_C025,8,coordinate_distance|condition_translation|geometry_property,normalized_from_image_tree
H1_CM2_GEQ_RAW_026,26,4.png,수직선 위의 선분의 내분점 구하기,"수직선 위의 점이 숫자로 주어졌을 때 내분점, 외분점, 중점",H1_CM2_GEQ_C026,14,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_027,27,4.png,수직선 위의 선분의 내분점 구하기,선분의 n등분점,H1_CM2_GEQ_C027,14,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_028,28,4.png,수직선 위의 선분의 내분점 구하기,"수직선 위의 점에 문자가 포함되어 있을 때 내분점, 중점",H1_CM2_GEQ_C028,14,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_029,29,4.png,좌표평면 위의 선분의 내분점 구하기,점의 좌표가 숫자로 주어졌을 때,H1_CM2_GEQ_C029,33,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_030,30,4.png,좌표평면 위의 선분의 내분점 구하기,점의 좌표에 문자(상수)가 포함되어 있을 때,H1_CM2_GEQ_C030,33,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_031,31,4.png,좌표평면 위의 선분의 내분점 구하기,"도형과 그래프에서의 내분점, 중점",H1_CM2_GEQ_C031,33,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_032,32,4.png,조건이 주어지는 경우의 선분의 내분점,선분의 길이에 관한 등식을 만족시키는 점의 좌표,H1_CM2_GEQ_C032,8,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_033,33,4.png,조건이 주어지는 경우의 선분의 내분점,수직선이나 도형이 주어졌을 때 조건을 만족시키는 점의 좌표,H1_CM2_GEQ_C033,8,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_034,34,4.png,등식을 만족시키는 선분의 연장선 위의 점 구하기,내분점의 좌표가 주어졌을 때 공식 활용하기,H1_CM2_GEQ_C034,10,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_035,35,4.png,등식을 만족시키는 선분의 연장선 위의 점 구하기,내분점(외분점)이 좌표축 위에 있을 때,H1_CM2_GEQ_C035,10,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_036,36,4.png,등식을 만족시키는 선분의 연장선 위의 점 구하기,내분점(외분점)이 직선이나 사분면 위에 있을 때,H1_CM2_GEQ_C036,10,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_037,37,5.png,삼각형의 무게중심,꼭짓점의 좌표가 숫자로 주어졌을 때 무게중심의 좌표,H1_CM2_GEQ_C037,43,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_038,38,5.png,삼각형의 무게중심,꼭짓점의 좌표에 문자가 포함되어 있을 때 무게중심의 좌표,H1_CM2_GEQ_C038,43,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_039,39,5.png,삼각형의 무게중심,"내분점, 중점 공식을 활용하기",H1_CM2_GEQ_C039,43,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_040,40,5.png,삼각형의 무게중심,삼각형과 임의의 한 점이 주어졌을 때 거리의 제곱의 합의 최솟값,H1_CM2_GEQ_C040,43,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_041,41,5.png,삼각형의 무게중심,세 점과 임의의 한 점이 주어졌을 때 거리의 제곱의 합의 최솟값,H1_CM2_GEQ_C041,43,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_042,42,5.png,삼각형의 무게중심,실생활 활용,H1_CM2_GEQ_C042,43,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_043,43,5.png,삼각형의 세 변의 중점/일정한 내분점이 주어질 때의 무게중심,중점을 이용한 삼각형의 무게중심,H1_CM2_GEQ_C043,11,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_044,44,5.png,삼각형의 세 변의 중점/일정한 내분점이 주어질 때의 무게중심,일정한 내분점을 이용한 삼각형의 무게중심,H1_CM2_GEQ_C044,11,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_045,45,5.png,삼각형의 내각의 이등분선,내각의 이등분선과 삼각형의 넓이의 비,H1_CM2_GEQ_C045,9,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_046,46,5.png,삼각형의 내각의 이등분선,"내각의 이등분선과 점의 좌표, 선분의 길이",H1_CM2_GEQ_C046,9,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_047,47,6.png,선분의 내분점의 활용(1),내분점을 이용한 삼각형의 넓이의 비,H1_CM2_GEQ_C047,7,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_048,48,6.png,선분의 내분점의 활용(1),내분점을 이용한 선분의 길이의 제곱의 합,H1_CM2_GEQ_C048,7,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_049,49,6.png,선분의 내분점의 활용(2) 평행사변형,평행사변형이 되도록 하는 점의 좌표,H1_CM2_GEQ_C049,20,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_050,50,6.png,선분의 내분점의 활용(2) 평행사변형,마름모가 되도록 하는 점의 좌표,H1_CM2_GEQ_C050,20,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_051,51,6.png,선분의 내분점의 활용(2) 평행사변형,평행사변형의 두 대각선의 교점의 좌표가 주어진 경우,H1_CM2_GEQ_C051,20,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_052,52,6.png,선분의 내분점의 활용(2) 평행사변형,마름모의 두 대각선의 교점의 좌표가 주어진 경우,H1_CM2_GEQ_C052,20,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_053,53,6.png,선분의 내분점의 활용(2) 평행사변형,평행사변형의 두 꼭짓점의 좌표와 둘레의 길이가 주어진 경우,H1_CM2_GEQ_C053,20,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_054,54,6.png,선분의 내분점의 활용(2) 평행사변형,평행사변형에서 삼각형의 무게중심 활용하기,H1_CM2_GEQ_C054,20,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_055,55,6.png,선분의 내분점의 활용(2) 평행사변형,마름모에서 삼각형의 성질 활용하기,H1_CM2_GEQ_C055,20,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_056,56,6.png,자취의 방정식 - 점의 자취,거리 또는 선분의 길이에 관한 식이 주어졌을 때 자취의 방정식,H1_CM2_GEQ_C056,10,locus_equation|condition_translation|equation_modeling,normalized_from_image_tree
H1_CM2_GEQ_RAW_057,57,6.png,자취의 방정식 - 점의 자취,직선 위를 움직이는 점에 대한 자취의 방정식,H1_CM2_GEQ_C057,10,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_058,58,7.png,직선의 방정식(1) 한 점과 기울기가 주어질 때,기울기가 숫자나 문자로 주어진 경우,H1_CM2_GEQ_C058,12,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_059,59,7.png,직선의 방정식(1) 한 점과 기울기가 주어질 때,기울기가 직선의 방정식으로 주어진 경우,H1_CM2_GEQ_C059,12,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_060,60,7.png,직선의 방정식(2) x축과 이루는 각의 크기가 주어질 때,한 점과 x축의 양의 방향이 이루는 각의 크기가 숫자로 주어진 경우,H1_CM2_GEQ_C060,4,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_061,61,7.png,직선의 방정식(3) 두 점이 주어질 때,두 점의 좌표가 숫자로 주어졌을 때 직선의 방정식,H1_CM2_GEQ_C061,33,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_062,62,7.png,직선의 방정식(3) 두 점이 주어질 때,두 점의 좌표에 문자(상수)가 포함되어 있을 때 직선의 방정식,H1_CM2_GEQ_C062,33,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_063,63,7.png,직선의 방정식(3) 두 점이 주어질 때,"내분점, 중점, 무게중심, 대칭을 활용한 직선의 방정식",H1_CM2_GEQ_C063,33,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_064,64,7.png,직선의 방정식(3) 두 점이 주어질 때,실생활 활용 문제,H1_CM2_GEQ_C064,33,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_065,65,7.png,직선의 방정식(3) 두 점이 주어질 때,도형의 성질을 활용하는 문제,H1_CM2_GEQ_C065,33,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_066,66,8.png,"직선의 방정식(4) x절편, y절편이 주어질 때",절편이 숫자나 좌표로 직접 주어진 경우,H1_CM2_GEQ_C066,14,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_067,67,8.png,"직선의 방정식(4) x절편, y절편이 주어질 때",절편이 숫자나 좌표로 주어지지 않은 경우,H1_CM2_GEQ_C067,14,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_068,68,8.png,x절편·y절편과 삼각형의 넓이,"직선의 방정식에서 x절편, y절편을 구할 수 있는 경우",H1_CM2_GEQ_C068,10,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_069,69,8.png,x절편·y절편과 삼각형의 넓이,직선의 방정식이 주어지지 않은 경우,H1_CM2_GEQ_C069,10,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_070,70,8.png,세 점이 한 직선 위에 있을 조건,일직선 위에 있는 점,H1_CM2_GEQ_C070,8,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_071,71,8.png,도형의 넓이를 이등분하는 직선의 방정식(1),삼각형의 넓이를 이등분하는 직선의 방정식,H1_CM2_GEQ_C071,13,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_072,72,8.png,도형의 넓이를 이등분하는 직선의 방정식(1),"삼각형의 넓이의 비, 삼등분점",H1_CM2_GEQ_C072,13,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_073,73,8.png,도형의 넓이를 이등분하는 직선의 방정식(2),한 사각형의 넓이를 이등분하는 직선의 방정식,H1_CM2_GEQ_C073,13,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_074,74,8.png,도형의 넓이를 이등분하는 직선의 방정식(2),두 사각형의 넓이를 동시에 이등분하는 직선의 방정식,H1_CM2_GEQ_C074,13,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_075,75,9.png,계수의 부호와 그래프의 개형,직선이 지나거나 지나지 않는 사분면,H1_CM2_GEQ_C075,11,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_076,76,9.png,계수의 부호와 그래프의 개형,그래프의 개형 추론,H1_CM2_GEQ_C076,11,coordinate_distance|condition_translation|geometry_property,normalized_from_image_tree
H1_CM2_GEQ_RAW_077,77,9.png,정점을 지나는 직선의 방정식,직선이 실수 k의 값에 관계없이 항상 지나는 점,H1_CM2_GEQ_C077,12,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_078,78,9.png,정점을 지나는 직선의 방정식,"직선이 두 실수 a, b의 값에 관계없이 항상 지나는 점",H1_CM2_GEQ_C078,12,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_079,79,9.png,정점을 지나는 직선의 활용,직선이 도형의 넓이를 이등분하기 위한 조건,H1_CM2_GEQ_C079,6,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_080,80,9.png,정점을 지나는 직선의 활용,직선이 도형과 만나기 위한 조건,H1_CM2_GEQ_C080,6,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_081,81,9.png,두 직선의 교점을 지나는 직선의 방정식,두 직선의 교점과 다른 한 점을 지나는 직선의 방정식,H1_CM2_GEQ_C081,12,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_082,82,9.png,두 직선의 교점을 지나는 직선의 방정식,두 직선의 교점을 지나고 기울기가 주어진 직선의 방정식,H1_CM2_GEQ_C082,12,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_083,83,9.png,기울기가 미정인 직선이 지나는 범위,직선이 만나거나 지나가는 사분면,H1_CM2_GEQ_C083,9,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_084,84,9.png,기울기가 미정인 직선이 지나는 범위,직선이 선분과 한 점에서 만나기 위한 조건,H1_CM2_GEQ_C084,9,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_085,85,10.png,직선의 방정식(5) 평행 또는 수직 조건이 주어질 때,좌표축에 평행 또는 수직인 직선의 방정식,H1_CM2_GEQ_C085,9,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_086,86,10.png,"두 직선 y=mx+n, y=m'x+n'의 위치 관계",두 직선(표준형)이 서로 평행,H1_CM2_GEQ_C086,40,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_087,87,10.png,"두 직선 y=mx+n, y=m'x+n'의 위치 관계",두 직선(표준형)이 서로 수직,H1_CM2_GEQ_C087,40,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_088,88,10.png,"두 직선 y=mx+n, y=m'x+n'의 위치 관계",두 직선(표준형)이 일치,H1_CM2_GEQ_C088,40,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_089,89,10.png,"두 직선 y=mx+n, y=m'x+n'의 위치 관계",두 직선(표준형)의 위치 관계 판단하기,H1_CM2_GEQ_C089,40,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_090,90,10.png,"두 직선 y=mx+n, y=m'x+n'의 위치 관계",두 직선(표준형)의 위치 관계의 활용,H1_CM2_GEQ_C090,40,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_091,91,10.png,"두 직선 ax+by+c=0, a'x+b'y+c'=0의 위치 관계",두 직선(일반형)이 서로 평행,H1_CM2_GEQ_C091,60,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_092,92,10.png,"두 직선 ax+by+c=0, a'x+b'y+c'=0의 위치 관계",두 직선(일반형)이 서로 수직,H1_CM2_GEQ_C092,60,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_093,93,10.png,"두 직선 ax+by+c=0, a'x+b'y+c'=0의 위치 관계",두 직선(일반형)이 일치,H1_CM2_GEQ_C093,60,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_094,94,10.png,"두 직선 ax+by+c=0, a'x+b'y+c'=0의 위치 관계",두 직선(일반형)의 위치 관계 판단하기,H1_CM2_GEQ_C094,60,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_095,95,10.png,"두 직선 ax+by+c=0, a'x+b'y+c'=0의 위치 관계",두 직선(일반형)의 위치 관계의 활용,H1_CM2_GEQ_C095,60,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_096,96,11.png,기울기의 표현과 관련된 문제,도형 또는 좌표평면에서 직선의 기울기의 활용,H1_CM2_GEQ_C096,5,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_097,97,11.png,세 직선의 위치 관계,세 직선의 교점에 관한 조건이 주어진 경우,H1_CM2_GEQ_C097,8,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_098,98,11.png,세 직선의 위치 관계,세 직선의 위치 관계의 활용,H1_CM2_GEQ_C098,8,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_099,99,11.png,세 직선이 삼각형을 이루지 않는 경우,세 직선이 삼각형을 이루지 않도록 하는 상수의 값,H1_CM2_GEQ_C099,3,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_100,100,11.png,선분의 수직이등분선의 방정식,두 점의 좌표가 숫자로 주어졌을 때 수직이등분선의 방정식,H1_CM2_GEQ_C100,17,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_101,101,11.png,선분의 수직이등분선의 방정식,두 점의 좌표가 숫자로 주어지지 않았을 때 수직이등분선의 방정식,H1_CM2_GEQ_C101,17,section_formula|coordinate_geometry|point_condition,normalized_from_image_tree
H1_CM2_GEQ_RAW_102,102,11.png,삼각형의 수선의 교점,삼각형의 세 꼭짓점에서 각각의 대변에 그은 세 수선의 교점,H1_CM2_GEQ_C102,3,coordinate_distance|condition_translation|geometry_property,normalized_from_image_tree
H1_CM2_GEQ_RAW_103,103,11.png,이차방정식이 두 직선을 나타낼 조건,주어진 이차방정식이 두 직선을 나타낼 조건 구하기,H1_CM2_GEQ_C103,5,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_104,104,12.png,점과 직선 사이의 거리,점의 좌표와 직선의 방정식의 계수(상수항)가 모두 숫자인 경우,H1_CM2_GEQ_C104,33,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_105,105,12.png,점과 직선 사이의 거리,점의 좌표나 직선의 방정식의 계수(상수항)에 문자가 포함된 경우,H1_CM2_GEQ_C105,33,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_106,106,12.png,점과 직선 사이의 거리,한 점에서 직선까지의 거리가 주어졌을 때 직선의 방정식 구하기,H1_CM2_GEQ_C106,33,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_107,107,12.png,평행한 두 직선 사이의 거리,평행한 두 직선의 방정식이 주어진 경우,H1_CM2_GEQ_C107,16,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_108,108,12.png,평행한 두 직선 사이의 거리,평행한 두 직선의 방정식의 계수(상수항)에 상수가 포함된 경우,H1_CM2_GEQ_C108,16,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_109,109,12.png,평행한 두 직선 사이의 거리,평행한 두 직선 사이의 거리의 활용,H1_CM2_GEQ_C109,16,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_110,110,12.png,점과 직선 사이의 거리의 활용,한 점과 두 직선 사이의 거리 비교,H1_CM2_GEQ_C110,33,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_111,111,12.png,점과 직선 사이의 거리의 활용,"직선의 방정식에 임의의 실수 k 또는 a,m이 포함되어 있을 때 한 점에 이르는 거리의 최댓값",H1_CM2_GEQ_C111,33,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_112,112,12.png,점과 직선 사이의 거리의 활용,도형에의 활용,H1_CM2_GEQ_C112,33,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_113,113,12.png,점과 직선 사이의 거리의 활용,실생활 활용,H1_CM2_GEQ_C113,33,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_114,114,13.png,삼각형의 넓이,세 꼭짓점의 좌표가 모두 숫자로 주어진 경우,H1_CM2_GEQ_C114,12,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_115,115,13.png,삼각형의 넓이,세 꼭짓점의 좌표 중 일부를 직접 구해야 하는 경우,H1_CM2_GEQ_C115,12,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_116,116,13.png,삼각형의 넓이,세 직선으로 둘러싸인 삼각형의 넓이,H1_CM2_GEQ_C116,12,distance_to_line|area_formula|absolute_value_distance,normalized_from_image_tree
H1_CM2_GEQ_RAW_117,117,13.png,삼각형의 넓이,세 직선에 둘러싸인 삼각형의 내접원,H1_CM2_GEQ_C117,12,circle_equation|center_radius|position_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_118,118,13.png,두 직선으로부터 같은 거리에 있는 점의 자취,두 직선으로부터 같은 거리에 있는 점이 나타내는 도형의 방정식,H1_CM2_GEQ_C118,13,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_119,119,13.png,두 직선으로부터 같은 거리에 있는 점의 자취,각의 이등분선의 방정식 구하기,H1_CM2_GEQ_C119,13,line_equation|slope_intercept|line_relation,normalized_from_image_tree
H1_CM2_GEQ_RAW_120,120,13.png,두 직선으로부터 같은 거리에 있는 점의 자취,각의 이등분선의 방정식의 활용,H1_CM2_GEQ_C120,13,line_equation|slope_intercept|line_relation,normalized_from_image_tree
