raw_section_id,source_order,source_image,major_category,section_name,normalized_concept_id,estimated_detail_type_count_in_major,error_tags,status
H2_CALC2_SEQ_RAW_011,2,2.png,수열의 극한,∞/∞ 꼴의 극한 - 분자의 차수 = 분모의 차수,H2_CALC2_SEQ_C011,5,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_012,2,2.png,수열의 극한,∞/∞ 꼴의 극한 - 분자의 차수 < 분모의 차수,H2_CALC2_SEQ_C012,5,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_013,2,2.png,수열의 극한,∞/∞ 꼴의 극한 - 여러 가지 ∞/∞ 꼴이 동시에 주어진 경우,H2_CALC2_SEQ_C013,5,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_014,2,2.png,수열의 극한,∞/∞ 꼴의 극한 - 등차수열 또는 등비수열 조건이 주어진 경우,H2_CALC2_SEQ_C014,5,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_015,2,2.png,수열의 극한,∞/∞ 꼴의 극한 - 극한값이 주어진 경우,H2_CALC2_SEQ_C015,5,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_016,2,2.png,수열의 극한,∞/∞ 꼴의 극한 - 로그가 포함된 등식이 주어진 경우,H2_CALC2_SEQ_C016,4,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_017,2,2.png,수열의 극한,∞/∞ 꼴의 극한 - 이차방정식이 주어진 경우,H2_CALC2_SEQ_C017,4,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_018,2,2.png,수열의 극한,0/0 꼴의 극한 - 다항식인 경우,H2_CALC2_SEQ_C018,5,"[""indeterminate_form"", ""zero_over_zero"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_019,2,2.png,수열의 극한,0/0 꼴의 극한 - 분자 또는 분모에만 무리식이 있는 경우,H2_CALC2_SEQ_C019,5,"[""indeterminate_form"", ""zero_over_zero"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_020,2,2.png,수열의 극한,0/0 꼴의 극한 - 분자와 분모가 모두 무리식인 경우,H2_CALC2_SEQ_C020,5,"[""indeterminate_form"", ""zero_over_zero"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_021,2,2.png,수열의 극한,0/0 꼴의 극한 - 여러 가지 0/0 꼴이 동시에 주어진 경우,H2_CALC2_SEQ_C021,5,"[""indeterminate_form"", ""zero_over_zero"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_022,2,2.png,수열의 극한,0/0 꼴의 극한 - 등차수열 또는 등비수열 조건이 주어진 경우,H2_CALC2_SEQ_C022,5,"[""indeterminate_form"", ""zero_over_zero"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_023,2,2.png,수열의 극한,0/0 꼴의 극한 - 이차방정식이 주어진 경우,H2_CALC2_SEQ_C023,5,"[""indeterminate_form"", ""zero_over_zero"", ""algebraic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_024,3,3.png,수열의 극한,수열의 극한을 이용한 미정계수의 결정 - 다항식/다항식 꼴이 주어진 경우,H2_CALC2_SEQ_C024,6,"[""coefficient_matching"", ""algebraic_limit"", ""indeterminate_form""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_025,3,3.png,수열의 극한,수열의 극한을 이용한 미정계수의 결정 - 무리식이 포함된 꼴: 미지수 1개,H2_CALC2_SEQ_C025,6,"[""coefficient_matching"", ""algebraic_limit"", ""indeterminate_form""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_026,3,3.png,수열의 극한,수열의 극한을 이용한 미정계수의 결정 - 무리식이 포함된 꼴: 미지수 2개 이상,H2_CALC2_SEQ_C026,6,"[""coefficient_matching"", ""algebraic_limit"", ""indeterminate_form""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_027,3,3.png,수열의 극한,수열의 극한을 이용한 미정계수의 결정 - 여러 가지 꼴이 동시에 주어진 경우,H2_CALC2_SEQ_C027,6,"[""coefficient_matching"", ""algebraic_limit"", ""indeterminate_form""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_028,3,3.png,수열의 극한,a_n과 S_n 사이의 관계를 이용한 극한값 - S_n의 식이 바로 주어진 경우,H2_CALC2_SEQ_C028,6,"[""sequence_sum_relation"", ""an_sn_relation"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_029,3,3.png,수열의 극한,a_n과 S_n 사이의 관계를 이용한 극한값 - S_n의 식을 수열의 합으로 구하는 경우,H2_CALC2_SEQ_C029,6,"[""sequence_sum_relation"", ""an_sn_relation"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_030,3,3.png,수열의 극한,a_n과 S_n 사이의 관계를 이용한 극한값 - S_n의 식을 구하지 않고 해결하는 경우,H2_CALC2_SEQ_C030,6,"[""sequence_sum_relation"", ""an_sn_relation"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_031,3,3.png,수열의 극한,일반항 a_n을 포함한 식의 극한값 - 다항식×a_n 꼴,H2_CALC2_SEQ_C031,5,"[""sequence_general_term"", ""algebraic_limit"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_032,3,3.png,수열의 극한,일반항 a_n을 포함한 식의 극한값 - 분수식×a_n 꼴,H2_CALC2_SEQ_C032,5,"[""sequence_general_term"", ""algebraic_limit"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_033,3,3.png,수열의 극한,일반항 a_n을 포함한 식의 극한값 - a_n이 포함된 다항식의 극한,H2_CALC2_SEQ_C033,5,"[""sequence_general_term"", ""algebraic_limit"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_034,3,3.png,수열의 극한,일반항 a_n을 포함한 식의 극한값 - a_n이 포함된 분수식의 극한,H2_CALC2_SEQ_C034,5,"[""sequence_general_term"", ""algebraic_limit"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_035,3,3.png,수열의 극한,일반항 a_n을 포함한 식의 극한값 - a_n이 포함된 무리식의 극한,H2_CALC2_SEQ_C035,5,"[""sequence_general_term"", ""algebraic_limit"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_036,4,4.png,수열의 극한,수열의 극한의 대소관계 - 대소관계가 다항식인 경우,H2_CALC2_SEQ_C036,5,"[""comparison_theorem"", ""order_relation"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_037,4,4.png,수열의 극한,수열의 극한의 대소관계 - 대소관계가 분수식인 경우,H2_CALC2_SEQ_C037,5,"[""comparison_theorem"", ""order_relation"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_038,4,4.png,수열의 극한,수열의 극한의 대소관계 - 대소관계에 무리식이 포함된 경우,H2_CALC2_SEQ_C038,5,"[""comparison_theorem"", ""order_relation"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_039,4,4.png,수열의 극한,"수열의 극한의 대소관계 - a_n, b_n, c_n의 대소관계가 주어진 경우",H2_CALC2_SEQ_C039,5,"[""comparison_theorem"", ""order_relation"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_040,4,4.png,수열의 극한,수열의 극한의 대소관계 - 방정식을 이용하는 경우,H2_CALC2_SEQ_C040,4,"[""comparison_theorem"", ""order_relation"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_041,4,4.png,수열의 극한,삼각함수를 포함한 수열의 극한의 대소관계 - 삼각함수의 각이 일차식인 경우,H2_CALC2_SEQ_C041,6,"[""comparison_theorem"", ""trig_sequence_limit"", ""order_relation""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_042,4,4.png,수열의 극한,수열의 극한에 대한 합답형 문제 - 일반적인 성질을 묻는 합답형 문제,H2_CALC2_SEQ_C042,5,"[""answer_type"", ""limit_properties"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_043,4,4.png,수열의 극한,수열의 극한에 대한 합답형 문제 - 특수한 상황에서의 합답형 문제,H2_CALC2_SEQ_C043,5,"[""answer_type"", ""limit_properties"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_044,4,4.png,수열의 극한,수열의 극한에 대한 합답형 문제 - 진위 판단형 문제,H2_CALC2_SEQ_C044,5,"[""answer_type"", ""limit_properties"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_045,5,5.png,수열의 극한의 활용,그래프와 좌표 - 직선을 활용하는 경우,H2_CALC2_SEQ_C045,5,"[""application"", ""graph_coordinate"", ""geometry_application""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_046,5,5.png,수열의 극한의 활용,그래프와 좌표 - 이차 이상인 함수를 활용하는 경우,H2_CALC2_SEQ_C046,5,"[""application"", ""graph_coordinate"", ""geometry_application""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_047,5,5.png,수열의 극한의 활용,그래프와 좌표 - 원을 활용하는 경우,H2_CALC2_SEQ_C047,5,"[""application"", ""graph_coordinate"", ""geometry_application""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_048,5,5.png,수열의 극한의 활용,그래프와 좌표 - 유리함수를 활용하는 경우,H2_CALC2_SEQ_C048,5,"[""application"", ""graph_coordinate"", ""geometry_application""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_049,5,5.png,수열의 극한의 활용,그래프와 좌표 - 무리함수를 활용하는 경우,H2_CALC2_SEQ_C049,5,"[""application"", ""graph_coordinate"", ""geometry_application""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_050,5,5.png,수열의 극한의 활용,그래프와 좌표 - 지수함수·로그함수를 활용하는 경우,H2_CALC2_SEQ_C050,5,"[""application"", ""graph_coordinate"", ""geometry_application""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_051,5,5.png,수열의 극한의 활용,그래프와 좌표 - 점의 좌표를 구하는 경우,H2_CALC2_SEQ_C051,4,"[""application"", ""graph_coordinate"", ""geometry_application""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_052,5,5.png,수열의 극한의 활용,도형 - 반복되는 도형에서의 개수,H2_CALC2_SEQ_C052,6,"[""application"", ""geometry_application"", ""repeating_figure""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_053,5,5.png,수열의 극한의 활용,도형 - 선분의 길이·둘레의 길이,H2_CALC2_SEQ_C053,6,"[""application"", ""geometry_application"", ""repeating_figure""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_054,5,5.png,수열의 극한의 활용,도형 - 넓이에서의 활용,H2_CALC2_SEQ_C054,6,"[""application"", ""geometry_application"", ""repeating_figure""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_055,6,6.png,수열의 극한의 활용,그 외의 경우 - 정수 부분과 소수 부분,H2_CALC2_SEQ_C055,5,"[""application"", ""number_theory"", ""modeling""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_056,6,6.png,수열의 극한의 활용,그 외의 경우 - 배수와 약수에서의 활용,H2_CALC2_SEQ_C056,5,"[""application"", ""number_theory"", ""modeling""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_057,6,6.png,수열의 극한의 활용,그 외의 경우 - 방정식과 부등식에서의 활용,H2_CALC2_SEQ_C057,5,"[""application"", ""number_theory"", ""modeling""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_058,6,6.png,수열의 극한의 활용,그 외의 경우 - 실생활 활용,H2_CALC2_SEQ_C058,5,"[""application"", ""number_theory"", ""modeling""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_059,6,6.png,등비수열의 극한,등비수열의 수렴과 발산 - 항이 나열된 등비수열,H2_CALC2_SEQ_C059,6,"[""geometric_sequence"", ""sequence_convergence"", ""ratio_condition""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_060,6,6.png,등비수열의 극한,등비수열의 수렴과 발산 - 일반항이 주어진 등비수열 1개,H2_CALC2_SEQ_C060,6,"[""geometric_sequence"", ""sequence_convergence"", ""ratio_condition""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_061,6,6.png,등비수열의 극한,등비수열의 수렴과 발산 - 일반항이 주어진 등비수열 2개 이상,H2_CALC2_SEQ_C061,6,"[""geometric_sequence"", ""sequence_convergence"", ""ratio_condition""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_062,6,6.png,등비수열의 극한,등비수열의 극한 - 등비수열이 포함된 다항식의 극한,H2_CALC2_SEQ_C062,5,"[""geometric_sequence"", ""algebraic_limit"", ""ratio_condition""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_063,6,6.png,등비수열의 극한,등비수열의 극한 - 등비수열이 포함된 분수식의 극한,H2_CALC2_SEQ_C063,5,"[""geometric_sequence"", ""algebraic_limit"", ""ratio_condition""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_064,6,6.png,등비수열의 극한,등비수열의 극한 - 등비수열이 포함된 무리식의 극한,H2_CALC2_SEQ_C064,5,"[""geometric_sequence"", ""algebraic_limit"", ""ratio_condition""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_065,6,6.png,등비수열의 극한,등비수열의 극한 - 일반항 또는 합을 이용하는 경우,H2_CALC2_SEQ_C065,5,"[""geometric_sequence"", ""algebraic_limit"", ""ratio_condition""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_066,7,7.png,등비수열의 극한,a_n과 S_n 사이의 관계를 이용한 등비수열의 극한 - S_n의 식이 주어진 경우,H2_CALC2_SEQ_C066,8,"[""geometric_sequence"", ""an_sn_relation"", ""basic_limit""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_067,7,7.png,등비수열의 극한,등비수열의 극한을 이용한 미정계수의 결정 - 극한식에 미정계수가 포함된 경우,H2_CALC2_SEQ_C067,6,"[""geometric_sequence"", ""coefficient_matching"", ""ratio_condition""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_068,7,7.png,등비수열의 극한,등비수열의 극한을 이용한 미정계수의 결정 - 첫째항 또는 공비가 미정계수인 경우,H2_CALC2_SEQ_C068,6,"[""geometric_sequence"", ""coefficient_matching"", ""ratio_condition""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_069,7,7.png,등비수열의 극한,등비수열의 수렴 조건 - 등비수열의 항이 나열된 경우,H2_CALC2_SEQ_C069,6,"[""geometric_sequence"", ""ratio_condition"", ""sequence_convergence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_070,7,7.png,등비수열의 극한,등비수열의 수렴 조건 - 등비수열의 일반항이 주어진 경우,H2_CALC2_SEQ_C070,6,"[""geometric_sequence"", ""ratio_condition"", ""sequence_convergence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_071,7,7.png,등비수열의 극한,등비수열의 수렴 조건 - 등비수열이 포함된 수열의 일반항이 주어진 경우,H2_CALC2_SEQ_C071,6,"[""geometric_sequence"", ""ratio_condition"", ""sequence_convergence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_072,7,7.png,등비수열의 극한,문자를 포함한 수열의 극한 - 수열의 극한값 구하기,H2_CALC2_SEQ_C072,6,"[""parameter_sequence"", ""basic_limit"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_073,7,7.png,등비수열의 극한,문자를 포함한 수열의 극한 - 극한값이 주어졌을 때 미정계수 결정하기,H2_CALC2_SEQ_C073,5,"[""parameter_sequence"", ""basic_limit"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_074,7,7.png,등비수열의 극한,문자를 포함한 수열의 극한 - 문자조건과 함께 수렴 여부 판정하기,H2_CALC2_SEQ_C074,5,"[""parameter_sequence"", ""basic_limit"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_075,7,7.png,등비수열의 극한,문자를 포함한 극한으로 정의된 함수 - 함수의 식 또는 함숫값 구하기,H2_CALC2_SEQ_C075,6,"[""parameter_sequence"", ""limit_defined_function"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_076,7,7.png,등비수열의 극한,문자를 포함한 극한으로 정의된 함수 - 미정계수 결정하기: 함수가 1개,H2_CALC2_SEQ_C076,6,"[""parameter_sequence"", ""limit_defined_function"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_077,7,7.png,등비수열의 극한,문자를 포함한 극한으로 정의된 함수 - 미정계수 결정하기: 함수가 2개 이상,H2_CALC2_SEQ_C077,6,"[""parameter_sequence"", ""limit_defined_function"", ""coefficient_matching""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_078,8,8.png,등비수열의 극한의 활용,그래프와 좌표 - 일차함수를 활용하는 경우,H2_CALC2_SEQ_C078,5,"[""application"", ""graph_coordinate"", ""geometric_sequence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_079,8,8.png,등비수열의 극한의 활용,그래프와 좌표 - 이차 이상인 함수를 활용하는 경우 (2),H2_CALC2_SEQ_C079,5,"[""application"", ""graph_coordinate"", ""geometric_sequence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_080,8,8.png,등비수열의 극한의 활용,그래프와 좌표 - 원을 활용하는 경우 (2),H2_CALC2_SEQ_C080,5,"[""application"", ""graph_coordinate"", ""geometric_sequence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_081,8,8.png,등비수열의 극한의 활용,그래프와 좌표 - 유리함수·무리함수를 활용하는 경우,H2_CALC2_SEQ_C081,5,"[""application"", ""graph_coordinate"", ""geometric_sequence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_082,8,8.png,등비수열의 극한의 활용,그래프와 좌표 - 지수함수·로그함수를 활용하는 경우 (2),H2_CALC2_SEQ_C082,4,"[""application"", ""graph_coordinate"", ""geometric_sequence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_083,8,8.png,등비수열의 극한의 활용,그래프와 좌표 - 점의 좌표를 활용하는 경우,H2_CALC2_SEQ_C083,4,"[""application"", ""graph_coordinate"", ""geometric_sequence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_084,8,8.png,등비수열의 극한의 활용,도형 - 반복되는 도형에서의 개수 (2),H2_CALC2_SEQ_C084,6,"[""application"", ""geometry_application"", ""geometric_sequence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_085,8,8.png,등비수열의 극한의 활용,도형 - 길이와 넓이에서의 활용,H2_CALC2_SEQ_C085,6,"[""application"", ""geometry_application"", ""geometric_sequence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_086,8,8.png,등비수열의 극한의 활용,그 외의 경우 - 나머지 정리의 활용,H2_CALC2_SEQ_C086,5,"[""application"", ""number_theory"", ""geometric_sequence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_087,8,8.png,등비수열의 극한의 활용,그 외의 경우 - 약수와 배수의 활용,H2_CALC2_SEQ_C087,5,"[""application"", ""number_theory"", ""geometric_sequence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_088,8,8.png,등비수열의 극한의 활용,그 외의 경우 - 실생활 활용 (2),H2_CALC2_SEQ_C088,5,"[""application"", ""number_theory"", ""geometric_sequence""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_089,8,8.png,귀납적으로 정의된 수열의 극한,증명 문제 - 수학적 귀납법을 이용한 수열의 증명 문제,H2_CALC2_SEQ_C089,8,"[""recursive_sequence"", ""mathematical_induction"", ""proof""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_090,9,9.png,귀납적으로 정의된 수열의 극한,귀납적으로 정의된 수열의 극한 - a_(n+1)=a_n+f(n) 꼴,H2_CALC2_SEQ_C090,6,"[""recursive_sequence"", ""limit_of_recursive_sequence"", ""proof""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_091,9,9.png,귀납적으로 정의된 수열의 극한,귀납적으로 정의된 수열의 극한 - a_(n+1)=f(a_n) 꼴,H2_CALC2_SEQ_C091,6,"[""recursive_sequence"", ""limit_of_recursive_sequence"", ""proof""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_092,9,9.png,귀납적으로 정의된 수열의 극한,귀납적으로 정의된 수열의 극한 - a_(n+1)=pa_n+q 꼴,H2_CALC2_SEQ_C092,6,"[""recursive_sequence"", ""limit_of_recursive_sequence"", ""proof""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_093,9,9.png,귀납적으로 정의된 수열의 극한,귀납적으로 정의된 수열의 극한 - a_(n+2)+ba_(n+1)+ca_n=0 꼴,H2_CALC2_SEQ_C093,6,"[""recursive_sequence"", ""limit_of_recursive_sequence"", ""proof""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_094,9,9.png,귀납적으로 정의된 수열의 극한,귀납적으로 정의된 수열의 극한 - 그 외의 꼴과 증명 문제,H2_CALC2_SEQ_C094,6,"[""recursive_sequence"", ""limit_of_recursive_sequence"", ""proof""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_095,9,9.png,급수,급수의 수렴과 발산 - 각 항이 나열된 급수,H2_CALC2_SEQ_C095,5,"[""series"", ""series_convergence"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_096,9,9.png,급수,급수의 수렴과 발산 - 일반항으로 표현된 급수,H2_CALC2_SEQ_C096,5,"[""series"", ""series_convergence"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_097,9,9.png,급수,급수의 수렴과 발산 - 부분합 S_n의 식이 주어진 경우,H2_CALC2_SEQ_C097,5,"[""series"", ""series_convergence"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_098,9,9.png,급수,급수의 수렴과 발산 - 수열의 일반항을 구할 수 없는 경우,H2_CALC2_SEQ_C098,5,"[""series"", ""series_convergence"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_099,10,10.png,급수,부분분수를 이용한 급수의 합 - 각 항이 나열된 급수,H2_CALC2_SEQ_C099,6,"[""series_sum"", ""partial_fraction"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_100,10,10.png,급수,부분분수를 이용한 급수의 합 - Σ(일반항)으로 표현된 급수,H2_CALC2_SEQ_C100,6,"[""series_sum"", ""partial_fraction"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_101,10,10.png,급수,부분분수를 이용한 급수의 합 - 등차수열 a_n에 대한 조건이 주어진 경우,H2_CALC2_SEQ_C101,6,"[""series_sum"", ""partial_fraction"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_102,10,10.png,급수,부분분수를 이용한 급수의 합 - 부분합 S_n의 식이 주어진 경우,H2_CALC2_SEQ_C102,5,"[""series_sum"", ""partial_fraction"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_103,10,10.png,급수,부분분수를 이용한 급수의 합 - 그 외의 조건이 주어진 경우,H2_CALC2_SEQ_C103,5,"[""series_sum"", ""partial_fraction"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_104,10,10.png,급수,무리식을 포함한 급수의 합 - 분모에만 무리식이 있는 급수,H2_CALC2_SEQ_C104,6,"[""series_sum"", ""radical_series"", ""rationalization""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_105,10,10.png,급수,무리식을 포함한 급수의 합 - 분자에 무리식을 포함한 급수,H2_CALC2_SEQ_C105,6,"[""series_sum"", ""radical_series"", ""rationalization""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_106,10,10.png,급수,로그를 포함한 급수의 합 - 각 항이 나열된 급수,H2_CALC2_SEQ_C106,6,"[""series_sum"", ""log_series"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_107,10,10.png,급수,로그를 포함한 급수의 합 - Σ(일반항)으로 표현된 급수,H2_CALC2_SEQ_C107,5,"[""series_sum"", ""log_series"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_108,10,10.png,급수,로그를 포함한 급수의 합 - 일반항이 주어지지 않은 경우,H2_CALC2_SEQ_C108,5,"[""series_sum"", ""log_series"", ""partial_sum""]",normalized_from_image_tree
H2_CALC2_SEQ_RAW_109,11,11.png,급수,항의 부호가 교대로 바뀌는 급수 - 급수의 수렴과 발산 조사하기,H2_CALC2_SEQ_C109,6,"[""alternating_series"", ""series_convergence"", ""answer_type""]",normalized_from_image_tree
