problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
M2_PROB_PT013,중2,M2_PROBABILITY,확률,경우의 수의 합(1) 숫자를 선택하거나 주사위를 던지는 경우 - 기본 판별,"경우의 수 범주의 '경우의 수의 합(1) 숫자를 선택하거나 주사위를 던지는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C004|M2_PROB_C024,core,counting|sample_space|case_count|addition_rule,2,M2_PROB_RAW_005,curated_problem_type_from_raw_taxonomy
M2_PROB_PT014,중2,M2_PROBABILITY,확률,경우의 수의 합(1) 숫자를 선택하거나 주사위를 던지는 경우 - 조건 적용,"경우의 수 범주의 '경우의 수의 합(1) 숫자를 선택하거나 주사위를 던지는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C004|M2_PROB_C024,standard,counting|sample_space|case_count|addition_rule,2,M2_PROB_RAW_005,curated_problem_type_from_raw_taxonomy
M2_PROB_PT015,중2,M2_PROBABILITY,확률,경우의 수의 합(1) 숫자를 선택하거나 주사위를 던지는 경우 - 활용 추론,"경우의 수 범주의 '경우의 수의 합(1) 숫자를 선택하거나 주사위를 던지는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C004|M2_PROB_C024,advanced,counting|sample_space|case_count|addition_rule,2,M2_PROB_RAW_005,curated_problem_type_from_raw_taxonomy
M2_PROB_PT016,중2,M2_PROBABILITY,확률,경우의 수의 합(2) 두 지점을 이동하는 교통수단이나 길을 선택하는 경우 - 기본 판별,"경우의 수 범주의 '경우의 수의 합(2) 두 지점을 이동하는 교통수단이나 길을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C004|M2_PROB_C007,core,counting|sample_space|case_count|addition_rule,2,M2_PROB_RAW_006,curated_problem_type_from_raw_taxonomy
M2_PROB_PT017,중2,M2_PROBABILITY,확률,경우의 수의 합(2) 두 지점을 이동하는 교통수단이나 길을 선택하는 경우 - 조건 적용,"경우의 수 범주의 '경우의 수의 합(2) 두 지점을 이동하는 교통수단이나 길을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C004|M2_PROB_C007,standard,counting|sample_space|case_count|addition_rule,2,M2_PROB_RAW_006,curated_problem_type_from_raw_taxonomy
M2_PROB_PT018,중2,M2_PROBABILITY,확률,경우의 수의 합(2) 두 지점을 이동하는 교통수단이나 길을 선택하는 경우 - 활용 추론,"경우의 수 범주의 '경우의 수의 합(2) 두 지점을 이동하는 교통수단이나 길을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C004|M2_PROB_C007,advanced,counting|sample_space|case_count|addition_rule,2,M2_PROB_RAW_006,curated_problem_type_from_raw_taxonomy
M2_PROB_PT019,중2,M2_PROBABILITY,확률,경우의 수의 합(3) 물건 또는 사람을 선택하는 경우 - 기본 판별,"경우의 수 범주의 '경우의 수의 합(3) 물건 또는 사람을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C004|M2_PROB_C008,core,counting|sample_space|case_count|addition_rule,2,M2_PROB_RAW_007,curated_problem_type_from_raw_taxonomy
M2_PROB_PT020,중2,M2_PROBABILITY,확률,경우의 수의 합(3) 물건 또는 사람을 선택하는 경우 - 조건 적용,"경우의 수 범주의 '경우의 수의 합(3) 물건 또는 사람을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C004|M2_PROB_C008,standard,counting|sample_space|case_count|addition_rule,2,M2_PROB_RAW_007,curated_problem_type_from_raw_taxonomy
M2_PROB_PT021,중2,M2_PROBABILITY,확률,경우의 수의 합(3) 물건 또는 사람을 선택하는 경우 - 활용 추론,"경우의 수 범주의 '경우의 수의 합(3) 물건 또는 사람을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C004|M2_PROB_C008,advanced,counting|sample_space|case_count|addition_rule,2,M2_PROB_RAW_007,curated_problem_type_from_raw_taxonomy
M2_PROB_PT022,중2,M2_PROBABILITY,확률,경우의 수의 곱(1) 서로 다른 사건이 동시에 일어나는 경우의 수 - 기본 판별,"경우의 수 범주의 '경우의 수의 곱(1) 서로 다른 사건이 동시에 일어나는 경우의 수' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C003,core,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_008,curated_problem_type_from_raw_taxonomy
M2_PROB_PT023,중2,M2_PROBABILITY,확률,경우의 수의 곱(1) 서로 다른 사건이 동시에 일어나는 경우의 수 - 조건 적용,"경우의 수 범주의 '경우의 수의 곱(1) 서로 다른 사건이 동시에 일어나는 경우의 수' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C003,standard,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_008,curated_problem_type_from_raw_taxonomy
M2_PROB_PT024,중2,M2_PROBABILITY,확률,경우의 수의 곱(1) 서로 다른 사건이 동시에 일어나는 경우의 수 - 활용 추론,"경우의 수 범주의 '경우의 수의 곱(1) 서로 다른 사건이 동시에 일어나는 경우의 수' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C003,advanced,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_008,curated_problem_type_from_raw_taxonomy
M2_PROB_PT025,중2,M2_PROBABILITY,확률,경우의 수의 곱(2) 교통수단이나 길을 선택하는 경우 - 기본 판별,"경우의 수 범주의 '경우의 수의 곱(2) 교통수단이나 길을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C007,core,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_009,curated_problem_type_from_raw_taxonomy
M2_PROB_PT026,중2,M2_PROBABILITY,확률,경우의 수의 곱(2) 교통수단이나 길을 선택하는 경우 - 조건 적용,"경우의 수 범주의 '경우의 수의 곱(2) 교통수단이나 길을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C007,standard,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_009,curated_problem_type_from_raw_taxonomy
M2_PROB_PT027,중2,M2_PROBABILITY,확률,경우의 수의 곱(2) 교통수단이나 길을 선택하는 경우 - 활용 추론,"경우의 수 범주의 '경우의 수의 곱(2) 교통수단이나 길을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C007,advanced,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_009,curated_problem_type_from_raw_taxonomy
M2_PROB_PT028,중2,M2_PROBABILITY,확률,경우의 수의 곱(3) 물건을 선택하는 경우 - 기본 판별,"경우의 수 범주의 '경우의 수의 곱(3) 물건을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C008,core,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_010,curated_problem_type_from_raw_taxonomy
M2_PROB_PT029,중2,M2_PROBABILITY,확률,경우의 수의 곱(3) 물건을 선택하는 경우 - 조건 적용,"경우의 수 범주의 '경우의 수의 곱(3) 물건을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C008,standard,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_010,curated_problem_type_from_raw_taxonomy
M2_PROB_PT030,중2,M2_PROBABILITY,확률,경우의 수의 곱(3) 물건을 선택하는 경우 - 활용 추론,"경우의 수 범주의 '경우의 수의 곱(3) 물건을 선택하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C008,advanced,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_010,curated_problem_type_from_raw_taxonomy
M2_PROB_PT031,중2,M2_PROBABILITY,확률,경우의 수의 곱(4) 선택하는 경우의 수가 같은 경우 - 기본 판별,"경우의 수 범주의 '경우의 수의 곱(4) 선택하는 경우의 수가 같은 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C017,core,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_011,curated_problem_type_from_raw_taxonomy
M2_PROB_PT032,중2,M2_PROBABILITY,확률,경우의 수의 곱(4) 선택하는 경우의 수가 같은 경우 - 조건 적용,"경우의 수 범주의 '경우의 수의 곱(4) 선택하는 경우의 수가 같은 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C017,standard,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_011,curated_problem_type_from_raw_taxonomy
M2_PROB_PT033,중2,M2_PROBABILITY,확률,경우의 수의 곱(4) 선택하는 경우의 수가 같은 경우 - 활용 추론,"경우의 수 범주의 '경우의 수의 곱(4) 선택하는 경우의 수가 같은 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C005|M2_PROB_C017,advanced,counting|sample_space|case_count|multiplication_rule,3,M2_PROB_RAW_011,curated_problem_type_from_raw_taxonomy
M2_PROB_PT034,중2,M2_PROBABILITY,확률,색칠하는 경우의 수 - 기본 판별,"경우의 수 범주의 '색칠하는 경우의 수' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C009|M2_PROB_C005,core,counting|sample_space|case_count,4,M2_PROB_RAW_012,curated_problem_type_from_raw_taxonomy
M2_PROB_PT035,중2,M2_PROBABILITY,확률,색칠하는 경우의 수 - 조건 적용,"경우의 수 범주의 '색칠하는 경우의 수' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C009|M2_PROB_C005,standard,counting|sample_space|case_count,4,M2_PROB_RAW_012,curated_problem_type_from_raw_taxonomy
M2_PROB_PT036,중2,M2_PROBABILITY,확률,색칠하는 경우의 수 - 활용 추론,"경우의 수 범주의 '색칠하는 경우의 수' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C009|M2_PROB_C005,advanced,counting|sample_space|case_count,4,M2_PROB_RAW_012,curated_problem_type_from_raw_taxonomy
M2_PROB_PT037,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(1) - 기본 판별,"경우의 수 범주의 '일렬로 세우는 경우의 수(1)' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C010|M2_PROB_C017,core,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_013,curated_problem_type_from_raw_taxonomy
M2_PROB_PT038,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(1) - 조건 적용,"경우의 수 범주의 '일렬로 세우는 경우의 수(1)' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C010|M2_PROB_C017,standard,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_013,curated_problem_type_from_raw_taxonomy
M2_PROB_PT039,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(1) - 활용 추론,"경우의 수 범주의 '일렬로 세우는 경우의 수(1)' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C010|M2_PROB_C017,advanced,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_013,curated_problem_type_from_raw_taxonomy
M2_PROB_PT040,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(2) 특정한 사람의 자리를 고정하는 경우 - 기본 판별,"경우의 수 범주의 '일렬로 세우는 경우의 수(2) 특정한 사람의 자리를 고정하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C011|M2_PROB_C010,core,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_014,curated_problem_type_from_raw_taxonomy
M2_PROB_PT041,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(2) 특정한 사람의 자리를 고정하는 경우 - 조건 적용,"경우의 수 범주의 '일렬로 세우는 경우의 수(2) 특정한 사람의 자리를 고정하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C011|M2_PROB_C010,standard,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_014,curated_problem_type_from_raw_taxonomy
M2_PROB_PT042,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(2) 특정한 사람의 자리를 고정하는 경우 - 활용 추론,"경우의 수 범주의 '일렬로 세우는 경우의 수(2) 특정한 사람의 자리를 고정하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C011|M2_PROB_C010,advanced,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_014,curated_problem_type_from_raw_taxonomy
M2_PROB_PT043,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(3) 이웃하는 경우 - 기본 판별,"경우의 수 범주의 '일렬로 세우는 경우의 수(3) 이웃하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C012|M2_PROB_C010,core,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_015,curated_problem_type_from_raw_taxonomy
M2_PROB_PT044,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(3) 이웃하는 경우 - 조건 적용,"경우의 수 범주의 '일렬로 세우는 경우의 수(3) 이웃하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C012|M2_PROB_C010,standard,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_015,curated_problem_type_from_raw_taxonomy
M2_PROB_PT045,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(3) 이웃하는 경우 - 활용 추론,"경우의 수 범주의 '일렬로 세우는 경우의 수(3) 이웃하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C012|M2_PROB_C010,advanced,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_015,curated_problem_type_from_raw_taxonomy
M2_PROB_PT046,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(4) 이웃하지 않는 경우 - 기본 판별,"경우의 수 범주의 '일렬로 세우는 경우의 수(4) 이웃하지 않는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C013|M2_PROB_C010,core,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_016,curated_problem_type_from_raw_taxonomy
M2_PROB_PT047,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(4) 이웃하지 않는 경우 - 조건 적용,"경우의 수 범주의 '일렬로 세우는 경우의 수(4) 이웃하지 않는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C013|M2_PROB_C010,standard,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_016,curated_problem_type_from_raw_taxonomy
M2_PROB_PT048,중2,M2_PROBABILITY,확률,일렬로 세우는 경우의 수(4) 이웃하지 않는 경우 - 활용 추론,"경우의 수 범주의 '일렬로 세우는 경우의 수(4) 이웃하지 않는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C013|M2_PROB_C010,advanced,counting|sample_space|case_count|permutation|arrangement,4,M2_PROB_RAW_016,curated_problem_type_from_raw_taxonomy
M2_PROB_PT049,중2,M2_PROBABILITY,확률,자연수의 개수(1) 0을 포함하지 않는 경우 - 기본 판별,"경우의 수 범주의 '자연수의 개수(1) 0을 포함하지 않는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C014|M2_PROB_C005,core,counting|sample_space|case_count,5,M2_PROB_RAW_017,curated_problem_type_from_raw_taxonomy
M2_PROB_PT050,중2,M2_PROBABILITY,확률,자연수의 개수(1) 0을 포함하지 않는 경우 - 조건 적용,"경우의 수 범주의 '자연수의 개수(1) 0을 포함하지 않는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C014|M2_PROB_C005,standard,counting|sample_space|case_count,5,M2_PROB_RAW_017,curated_problem_type_from_raw_taxonomy
M2_PROB_PT051,중2,M2_PROBABILITY,확률,자연수의 개수(1) 0을 포함하지 않는 경우 - 활용 추론,"경우의 수 범주의 '자연수의 개수(1) 0을 포함하지 않는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C014|M2_PROB_C005,advanced,counting|sample_space|case_count,5,M2_PROB_RAW_017,curated_problem_type_from_raw_taxonomy
M2_PROB_PT052,중2,M2_PROBABILITY,확률,자연수의 개수(2) 0을 포함하는 경우 - 기본 판별,"경우의 수 범주의 '자연수의 개수(2) 0을 포함하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C014|M2_PROB_C005,core,counting|sample_space|case_count,5,M2_PROB_RAW_018,curated_problem_type_from_raw_taxonomy
M2_PROB_PT053,중2,M2_PROBABILITY,확률,자연수의 개수(2) 0을 포함하는 경우 - 조건 적용,"경우의 수 범주의 '자연수의 개수(2) 0을 포함하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C014|M2_PROB_C005,standard,counting|sample_space|case_count,5,M2_PROB_RAW_018,curated_problem_type_from_raw_taxonomy
M2_PROB_PT054,중2,M2_PROBABILITY,확률,자연수의 개수(2) 0을 포함하는 경우 - 활용 추론,"경우의 수 범주의 '자연수의 개수(2) 0을 포함하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C014|M2_PROB_C005,advanced,counting|sample_space|case_count,5,M2_PROB_RAW_018,curated_problem_type_from_raw_taxonomy
M2_PROB_PT055,중2,M2_PROBABILITY,확률,사전식으로 나열하는 경우 - 기본 판별,"경우의 수 범주의 '사전식으로 나열하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C015|M2_PROB_C010,core,counting|sample_space|case_count,5,M2_PROB_RAW_019,curated_problem_type_from_raw_taxonomy
M2_PROB_PT056,중2,M2_PROBABILITY,확률,사전식으로 나열하는 경우 - 조건 적용,"경우의 수 범주의 '사전식으로 나열하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C015|M2_PROB_C010,standard,counting|sample_space|case_count,5,M2_PROB_RAW_019,curated_problem_type_from_raw_taxonomy
M2_PROB_PT057,중2,M2_PROBABILITY,확률,사전식으로 나열하는 경우 - 활용 추론,"경우의 수 범주의 '사전식으로 나열하는 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C015|M2_PROB_C010,advanced,counting|sample_space|case_count,5,M2_PROB_RAW_019,curated_problem_type_from_raw_taxonomy
M2_PROB_PT058,중2,M2_PROBABILITY,확률,대표를 뽑는 경우의 수(1) 자격이 다른 경우 - 기본 판별,"경우의 수 범주의 '대표를 뽑는 경우의 수(1) 자격이 다른 경우' 유형을 진단한다. 학생이 전체 경우, 사건 조건, 중복·누락 점검, 확률식 연결을 할 수 있는지 확인한다.",M2_PROB_C016|M2_PROB_C005,core,counting|sample_space|case_count,5,M2_PROB_RAW_020,curated_problem_type_from_raw_taxonomy
