problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H1_CM1_MAT_PT011,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬의 (i,j)성분 - 조건 적용","행렬의 (i,j)성분 범주의 '행렬의 (i,j)성분' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C004,standard,entry_position|subscript_index|formula_entry,4,H1_CM1_MAT_RAW_004,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT012,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬의 (i,j)성분 - 종합 활용","행렬의 (i,j)성분 범주의 '행렬의 (i,j)성분' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C004,high,entry_position|subscript_index|formula_entry,4,H1_CM1_MAT_RAW_004,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT013,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬의 성분 a_ij가 식으로 주어진 경우 - 기본 판별,"행렬의 (i,j)성분 범주의 '행렬의 성분 a_ij가 식으로 주어진 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C005,core,entry_position|subscript_index|formula_entry,5,H1_CM1_MAT_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT014,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬의 성분 a_ij가 식으로 주어진 경우 - 조건 적용,"행렬의 (i,j)성분 범주의 '행렬의 성분 a_ij가 식으로 주어진 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C005,standard,entry_position|subscript_index|formula_entry,5,H1_CM1_MAT_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT015,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬의 성분 a_ij가 식으로 주어진 경우 - 종합 활용,"행렬의 (i,j)성분 범주의 '행렬의 성분 a_ij가 식으로 주어진 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C005,high,entry_position|subscript_index|formula_entry,5,H1_CM1_MAT_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT016,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"수, 식의 활용 - 기본 판별","행렬 구하기 범주의 '수, 식의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C006,core,matrix_modeling|condition_translation|application_context,6,H1_CM1_MAT_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT017,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"수, 식의 활용 - 조건 적용","행렬 구하기 범주의 '수, 식의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C006,standard,matrix_modeling|condition_translation|application_context,6,H1_CM1_MAT_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT018,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"수, 식의 활용 - 종합 활용","행렬 구하기 범주의 '수, 식의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C006,high,matrix_modeling|condition_translation|application_context,6,H1_CM1_MAT_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT019,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"이차방정식, 이차함수의 활용 - 기본 판별","행렬 구하기 범주의 '이차방정식, 이차함수의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C007,core,matrix_modeling|condition_translation|application_context,7,H1_CM1_MAT_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT020,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"이차방정식, 이차함수의 활용 - 조건 적용","행렬 구하기 범주의 '이차방정식, 이차함수의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C007,standard,matrix_modeling|condition_translation|application_context,7,H1_CM1_MAT_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT021,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"이차방정식, 이차함수의 활용 - 종합 활용","행렬 구하기 범주의 '이차방정식, 이차함수의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C007,high,matrix_modeling|condition_translation|application_context,7,H1_CM1_MAT_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT022,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,도형의 활용 - 기본 판별,"행렬 구하기 범주의 '도형의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C008,core,matrix_modeling|condition_translation|application_context,8,H1_CM1_MAT_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT023,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,도형의 활용 - 조건 적용,"행렬 구하기 범주의 '도형의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C008,standard,matrix_modeling|condition_translation|application_context,8,H1_CM1_MAT_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT024,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,도형의 활용 - 종합 활용,"행렬 구하기 범주의 '도형의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C008,high,matrix_modeling|condition_translation|application_context,8,H1_CM1_MAT_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT025,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,실생활의 활용 - 기본 판별,"행렬 구하기 범주의 '실생활의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C009,core,matrix_modeling|condition_translation|application_context,9,H1_CM1_MAT_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT026,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,실생활의 활용 - 조건 적용,"행렬 구하기 범주의 '실생활의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C009,standard,matrix_modeling|condition_translation|application_context,9,H1_CM1_MAT_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT027,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,실생활의 활용 - 종합 활용,"행렬 구하기 범주의 '실생활의 활용' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C009,high,matrix_modeling|condition_translation|application_context,9,H1_CM1_MAT_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT028,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬이 직접 주어지는 경우 - 기본 판별,"서로 같은 행렬 범주의 '행렬이 직접 주어지는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C010,core,matrix_equality|entrywise_comparison|condition_translation,10,H1_CM1_MAT_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT029,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬이 직접 주어지는 경우 - 조건 적용,"서로 같은 행렬 범주의 '행렬이 직접 주어지는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C010,standard,matrix_equality|entrywise_comparison|condition_translation,10,H1_CM1_MAT_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT030,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬이 직접 주어지는 경우 - 종합 활용,"서로 같은 행렬 범주의 '행렬이 직접 주어지는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C010,high,matrix_equality|entrywise_comparison|condition_translation,10,H1_CM1_MAT_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT031,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬이 성분으로 주어지는 경우 - 기본 판별,"서로 같은 행렬 범주의 '행렬이 성분으로 주어지는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C011,core,matrix_equality|entrywise_comparison|condition_translation,11,H1_CM1_MAT_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT032,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬이 성분으로 주어지는 경우 - 조건 적용,"서로 같은 행렬 범주의 '행렬이 성분으로 주어지는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C011,standard,matrix_equality|entrywise_comparison|condition_translation,11,H1_CM1_MAT_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT033,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬이 성분으로 주어지는 경우 - 종합 활용,"서로 같은 행렬 범주의 '행렬이 성분으로 주어지는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C011,high,matrix_equality|entrywise_comparison|condition_translation,11,H1_CM1_MAT_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT034,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬의 덧셈, 뺄셈, 실수배(1) 한 행렬의 계산 - 기본 판별","행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬의 덧셈, 뺄셈, 실수배(1) 한 행렬의 계산' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C012,core,linear_operation|same_size_check|scalar_multiple,12,H1_CM1_MAT_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT035,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬의 덧셈, 뺄셈, 실수배(1) 한 행렬의 계산 - 조건 적용","행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬의 덧셈, 뺄셈, 실수배(1) 한 행렬의 계산' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C012,standard,linear_operation|same_size_check|scalar_multiple,12,H1_CM1_MAT_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT036,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬의 덧셈, 뺄셈, 실수배(1) 한 행렬의 계산 - 종합 활용","행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬의 덧셈, 뺄셈, 실수배(1) 한 행렬의 계산' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C012,high,linear_operation|same_size_check|scalar_multiple,12,H1_CM1_MAT_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT037,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬의 덧셈, 뺄셈, 실수배(2) 두 행렬의 계산 - 기본 판별","행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬의 덧셈, 뺄셈, 실수배(2) 두 행렬의 계산' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C013,core,linear_operation|same_size_check|scalar_multiple,13,H1_CM1_MAT_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT038,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬의 덧셈, 뺄셈, 실수배(2) 두 행렬의 계산 - 조건 적용","행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬의 덧셈, 뺄셈, 실수배(2) 두 행렬의 계산' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C013,standard,linear_operation|same_size_check|scalar_multiple,13,H1_CM1_MAT_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT039,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬의 덧셈, 뺄셈, 실수배(2) 두 행렬의 계산 - 종합 활용","행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬의 덧셈, 뺄셈, 실수배(2) 두 행렬의 계산' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C013,high,linear_operation|same_size_check|scalar_multiple,13,H1_CM1_MAT_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT040,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬의 덧셈, 뺄셈, 실수배(3) 세 행렬의 계산 - 기본 판별","행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬의 덧셈, 뺄셈, 실수배(3) 세 행렬의 계산' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C014,core,linear_operation|same_size_check|scalar_multiple,14,H1_CM1_MAT_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT041,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬의 덧셈, 뺄셈, 실수배(3) 세 행렬의 계산 - 조건 적용","행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬의 덧셈, 뺄셈, 실수배(3) 세 행렬의 계산' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C014,standard,linear_operation|same_size_check|scalar_multiple,14,H1_CM1_MAT_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT042,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬의 덧셈, 뺄셈, 실수배(3) 세 행렬의 계산 - 종합 활용","행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬의 덧셈, 뺄셈, 실수배(3) 세 행렬의 계산' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C014,high,linear_operation|same_size_check|scalar_multiple,14,H1_CM1_MAT_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT043,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬 A 또는 B를 구하는 경우 - 기본 판별,"행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬 A 또는 B를 구하는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C015,core,linear_operation|same_size_check|scalar_multiple,15,H1_CM1_MAT_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT044,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬 A 또는 B를 구하는 경우 - 조건 적용,"행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬 A 또는 B를 구하는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C015,standard,linear_operation|same_size_check|scalar_multiple,15,H1_CM1_MAT_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT045,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,행렬 A 또는 B를 구하는 경우 - 종합 활용,"행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '행렬 A 또는 B를 구하는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C015,high,linear_operation|same_size_check|scalar_multiple,15,H1_CM1_MAT_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT046,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,등식을 만족하는 행렬 X를 구하는 경우 - 기본 판별,"행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '등식을 만족하는 행렬 X를 구하는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C016,core,linear_operation|same_size_check|scalar_multiple,16,H1_CM1_MAT_RAW_016,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT047,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,등식을 만족하는 행렬 X를 구하는 경우 - 조건 적용,"행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '등식을 만족하는 행렬 X를 구하는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C016,standard,linear_operation|same_size_check|scalar_multiple,16,H1_CM1_MAT_RAW_016,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT048,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,등식을 만족하는 행렬 X를 구하는 경우 - 종합 활용,"행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '등식을 만족하는 행렬 X를 구하는 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C016,high,linear_operation|same_size_check|scalar_multiple,16,H1_CM1_MAT_RAW_016,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT049,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,증명하기 - 기본 판별,"행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '증명하기' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C017,core,linear_operation|same_size_check|scalar_multiple,17,H1_CM1_MAT_RAW_017,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT050,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,증명하기 - 조건 적용,"행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '증명하기' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C017,standard,linear_operation|same_size_check|scalar_multiple,17,H1_CM1_MAT_RAW_017,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT051,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,증명하기 - 종합 활용,"행렬의 덧셈, 뺄셈, 실수배(1) 범주의 '증명하기' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C017,high,linear_operation|same_size_check|scalar_multiple,17,H1_CM1_MAT_RAW_017,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT052,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬 A, B에 대한 두 등식이 주어진 경우 - 기본 판별","행렬의 덧셈, 뺄셈, 실수배(2) 행렬에 대한 두 등식이 주어진 경우 범주의 '행렬 A, B에 대한 두 등식이 주어진 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C018,core,matrix_equation|simultaneous_condition|unknown_matrix,18,H1_CM1_MAT_RAW_018,curated_problem_type_from_raw_taxonomy
H1_CM1_MAT_PT053,고1,공통수학1,H1_COMMON_MATH1_MATRIX,행렬,"행렬 A, B에 대한 두 등식이 주어진 경우 - 조건 적용","행렬의 덧셈, 뺄셈, 실수배(2) 행렬에 대한 두 등식이 주어진 경우 범주의 '행렬 A, B에 대한 두 등식이 주어진 경우' 유형을 진단한다. 학생이 행렬의 크기, 성분 위치, 연산 가능 조건, 곱셈 순서와 조건 변환을 올바르게 적용하는지 확인한다.",H1_CM1_MAT_C018,standard,matrix_equation|simultaneous_condition|unknown_matrix,18,H1_CM1_MAT_RAW_018,curated_problem_type_from_raw_taxonomy
