problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H1_CM2_SET_PT011,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합과 원소의 뜻 판별 - 보기형·참거짓 검산 - 조건 적용,"집합의 뜻과 표현 범주의 '집합과 원소의 뜻 판별 - 보기형·참거짓 검산' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C004,application,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_004,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT012,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합과 원소의 뜻 판별 - 보기형·참거짓 검산 - 혼합 검산,"집합의 뜻과 표현 범주의 '집합과 원소의 뜻 판별 - 보기형·참거짓 검산' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C004,challenge,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_004,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT013,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 기본 조건 판별 - 기본 판별,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 기본 조건 판별' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C005,core,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT014,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 기본 조건 판별 - 조건 적용,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 기본 조건 판별' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C005,application,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT015,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 기본 조건 판별 - 혼합 검산,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 기본 조건 판별' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C005,challenge,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT016,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 계산 및 식 정리 - 기본 판별,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 계산 및 식 정리' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C006,core,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT017,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 계산 및 식 정리 - 조건 적용,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 계산 및 식 정리' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C006,application,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT018,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 계산 및 식 정리 - 혼합 검산,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 계산 및 식 정리' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C006,challenge,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT019,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 조건 변형 적용 - 기본 판별,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 조건 변형 적용' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C007,core,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT020,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 조건 변형 적용 - 조건 적용,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 조건 변형 적용' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C007,application,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT021,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 조건 변형 적용 - 혼합 검산,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 조건 변형 적용' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C007,challenge,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT022,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 보기형·참거짓 검산 - 기본 판별,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 보기형·참거짓 검산' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C008,core,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT023,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 보기형·참거짓 검산 - 조건 적용,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 보기형·참거짓 검산' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C008,application,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT024,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,집합인 것과 집합이 아닌 것 구분 - 보기형·참거짓 검산 - 혼합 검산,"집합의 뜻과 표현 범주의 '집합인 것과 집합이 아닌 것 구분 - 보기형·참거짓 검산' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C008,challenge,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT025,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 기본 조건 판별 - 기본 판별,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 기본 조건 판별' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C009,core,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT026,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 기본 조건 판별 - 조건 적용,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 기본 조건 판별' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C009,application,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT027,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 기본 조건 판별 - 혼합 검산,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 기본 조건 판별' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C009,challenge,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT028,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 계산 및 식 정리 - 기본 판별,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 계산 및 식 정리' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C010,core,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT029,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 계산 및 식 정리 - 조건 적용,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 계산 및 식 정리' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C010,application,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT030,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 계산 및 식 정리 - 혼합 검산,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 계산 및 식 정리' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C010,challenge,set_notation|element_condition|domain_translation,1,H1_CM2_SET_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT031,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 조건 변형 적용 - 기본 판별,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 조건 변형 적용' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C011,core,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT032,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 조건 변형 적용 - 조건 적용,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 조건 변형 적용' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C011,application,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT033,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 조건 변형 적용 - 혼합 검산,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 조건 변형 적용' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C011,challenge,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT034,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 보기형·참거짓 검산 - 기본 판별,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 보기형·참거짓 검산' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C012,core,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT035,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 보기형·참거짓 검산 - 조건 적용,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 보기형·참거짓 검산' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C012,application,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT036,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소 기호와 포함 기호 구분 - 보기형·참거짓 검산 - 혼합 검산,"집합의 뜻과 표현 범주의 '원소 기호와 포함 기호 구분 - 보기형·참거짓 검산' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C012,challenge,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT037,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소나열법으로 집합 표현 - 기본 조건 판별 - 기본 판별,"집합의 뜻과 표현 범주의 '원소나열법으로 집합 표현 - 기본 조건 판별' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C013,core,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT038,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소나열법으로 집합 표현 - 기본 조건 판별 - 조건 적용,"집합의 뜻과 표현 범주의 '원소나열법으로 집합 표현 - 기본 조건 판별' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C013,application,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT039,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소나열법으로 집합 표현 - 기본 조건 판별 - 혼합 검산,"집합의 뜻과 표현 범주의 '원소나열법으로 집합 표현 - 기본 조건 판별' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C013,challenge,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT040,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소나열법으로 집합 표현 - 계산 및 식 정리 - 기본 판별,"집합의 뜻과 표현 범주의 '원소나열법으로 집합 표현 - 계산 및 식 정리' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C014,core,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT041,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소나열법으로 집합 표현 - 계산 및 식 정리 - 조건 적용,"집합의 뜻과 표현 범주의 '원소나열법으로 집합 표현 - 계산 및 식 정리' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C014,application,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT042,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소나열법으로 집합 표현 - 계산 및 식 정리 - 혼합 검산,"집합의 뜻과 표현 범주의 '원소나열법으로 집합 표현 - 계산 및 식 정리' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C014,challenge,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT043,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소나열법으로 집합 표현 - 조건 변형 적용 - 기본 판별,"집합의 뜻과 표현 범주의 '원소나열법으로 집합 표현 - 조건 변형 적용' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C015,core,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT044,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소나열법으로 집합 표현 - 조건 변형 적용 - 조건 적용,"집합의 뜻과 표현 범주의 '원소나열법으로 집합 표현 - 조건 변형 적용' 유형을 진단한다. 범위, 포함 관계, 부정, 미지수 조건을 적용하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C015,application,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT045,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소나열법으로 집합 표현 - 조건 변형 적용 - 혼합 검산,"집합의 뜻과 표현 범주의 '원소나열법으로 집합 표현 - 조건 변형 적용' 유형을 진단한다. 보기형·참거짓·반례 검산까지 확인하는 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C015,challenge,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM2_SET_PT046,고1,공통수학2,H1_COMMON_MATH2_SET_PROPOSITION,집합과 명제,원소나열법으로 집합 표현 - 보기형·참거짓 검산 - 기본 판별,"집합의 뜻과 표현 범주의 '원소나열법으로 집합 표현 - 보기형·참거짓 검산' 유형을 진단한다. 정의·기호·조건을 구분하는 기본 진단을 통해 학생이 조건 번역, 집합 연산, 명제 참거짓, 증명 구조를 정확히 처리하는지 확인한다.",H1_CM2_SET_C016,core,set_notation|element_condition|domain_translation,2,H1_CM2_SET_RAW_016,curated_problem_type_from_raw_taxonomy
