problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H2_CALC1_DIFF_PT013,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,평균변화율의 기하적 의미 - 기울기를 이용하여 평균변화율 구하기 - 기본 판별,"미분계수와 도함수 범주의 '평균변화율의 기하적 의미 - 기울기를 이용하여 평균변화율 구하기' 유형을 기본 판별 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C005""]",basic,"[""average_rate"", ""secant_slope"", ""graph_interpretation""]",[1],H2_CALC1_DIFF_RAW_005,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT014,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,평균변화율의 기하적 의미 - 기울기를 이용하여 평균변화율 구하기 - 식 계산·조건 적용,"미분계수와 도함수 범주의 '평균변화율의 기하적 의미 - 기울기를 이용하여 평균변화율 구하기' 유형을 식 계산·조건 적용 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C005""]",core,"[""average_rate"", ""secant_slope"", ""graph_interpretation""]",[1],H2_CALC1_DIFF_RAW_005,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT015,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,평균변화율의 기하적 의미 - 기울기를 이용하여 평균변화율 구하기 - 응용·보기형 검산,"미분계수와 도함수 범주의 '평균변화율의 기하적 의미 - 기울기를 이용하여 평균변화율 구하기' 유형을 응용·보기형 검산 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C005""]",advanced,"[""average_rate"", ""secant_slope"", ""graph_interpretation""]",[1],H2_CALC1_DIFF_RAW_005,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT016,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,평균변화율의 기하적 의미 - 평균변화율의 대소 비교하기 - 기본 판별,"미분계수와 도함수 범주의 '평균변화율의 기하적 의미 - 평균변화율의 대소 비교하기' 유형을 기본 판별 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C006""]",basic,"[""average_rate"", ""secant_slope"", ""graph_interpretation""]",[1],H2_CALC1_DIFF_RAW_006,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT017,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,평균변화율의 기하적 의미 - 평균변화율의 대소 비교하기 - 식 계산·조건 적용,"미분계수와 도함수 범주의 '평균변화율의 기하적 의미 - 평균변화율의 대소 비교하기' 유형을 식 계산·조건 적용 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C006""]",core,"[""average_rate"", ""secant_slope"", ""graph_interpretation""]",[1],H2_CALC1_DIFF_RAW_006,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT018,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,평균변화율의 기하적 의미 - 평균변화율의 대소 비교하기 - 응용·보기형 검산,"미분계수와 도함수 범주의 '평균변화율의 기하적 의미 - 평균변화율의 대소 비교하기' 유형을 응용·보기형 검산 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C006""]",advanced,"[""average_rate"", ""secant_slope"", ""graph_interpretation""]",[1],H2_CALC1_DIFF_RAW_006,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT019,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수의 평균변화율적 의미 해석하기 - 기본 판별,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수의 평균변화율적 의미 해석하기' 유형을 기본 판별 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C007""]",basic,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT020,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수의 평균변화율적 의미 해석하기 - 식 계산·조건 적용,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수의 평균변화율적 의미 해석하기' 유형을 식 계산·조건 적용 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C007""]",core,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT021,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수의 평균변화율적 의미 해석하기 - 응용·보기형 검산,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수의 평균변화율적 의미 해석하기' 유형을 응용·보기형 검산 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C007""]",advanced,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT022,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 상수 이동과 함수 이동 관계에서의 미분계수 - 기본 판별,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 상수 이동과 함수 이동 관계에서의 미분계수' 유형을 기본 판별 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C008""]",basic,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT023,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 상수 이동과 함수 이동 관계에서의 미분계수 - 식 계산·조건 적용,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 상수 이동과 함수 이동 관계에서의 미분계수' 유형을 식 계산·조건 적용 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C008""]",core,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT024,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 상수 이동과 함수 이동 관계에서의 미분계수 - 응용·보기형 검산,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 상수 이동과 함수 이동 관계에서의 미분계수' 유형을 응용·보기형 검산 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C008""]",advanced,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT025,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 일변화율을 이용한 미분계수 구하기 - 기본 판별,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 일변화율을 이용한 미분계수 구하기' 유형을 기본 판별 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C009""]",basic,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT026,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 일변화율을 이용한 미분계수 구하기 - 식 계산·조건 적용,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 일변화율을 이용한 미분계수 구하기' 유형을 식 계산·조건 적용 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C009""]",core,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT027,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 일변화율을 이용한 미분계수 구하기 - 응용·보기형 검산,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 일변화율을 이용한 미분계수 구하기' 유형을 응용·보기형 검산 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C009""]",advanced,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT028,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수 구하기: 두 점 사이의 극한 - 기본 판별,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수 구하기: 두 점 사이의 극한' 유형을 기본 판별 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C010""]",basic,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_010,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT029,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수 구하기: 두 점 사이의 극한 - 식 계산·조건 적용,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수 구하기: 두 점 사이의 극한' 유형을 식 계산·조건 적용 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C010""]",core,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_010,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT030,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수 구하기: 두 점 사이의 극한 - 응용·보기형 검산,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수 구하기: 두 점 사이의 극한' 유형을 응용·보기형 검산 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C010""]",advanced,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_010,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT031,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수 구하기: 식의 변형을 요구하는 경우 - 기본 판별,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수 구하기: 식의 변형을 요구하는 경우' 유형을 기본 판별 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C011""]",basic,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_011,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT032,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수 구하기: 식의 변형을 요구하는 경우 - 식 계산·조건 적용,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수 구하기: 식의 변형을 요구하는 경우' 유형을 식 계산·조건 적용 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C011""]",core,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_011,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT033,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수 구하기: 식의 변형을 요구하는 경우 - 응용·보기형 검산,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수 구하기: 식의 변형을 요구하는 경우' 유형을 응용·보기형 검산 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C011""]",advanced,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_011,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT034,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수 구하기: 삼차 이상 함수가 주어진 경우 - 기본 판별,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수 구하기: 삼차 이상 함수가 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C012""]",basic,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_012,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT035,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수 구하기: 삼차 이상 함수가 주어진 경우 - 식 계산·조건 적용,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수 구하기: 삼차 이상 함수가 주어진 경우' 유형을 식 계산·조건 적용 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C012""]",core,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_012,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT036,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,순간변화율과 미분계수 - 미분계수 구하기: 삼차 이상 함수가 주어진 경우 - 응용·보기형 검산,"미분계수와 도함수 범주의 '순간변화율과 미분계수 - 미분계수 구하기: 삼차 이상 함수가 주어진 경우' 유형을 응용·보기형 검산 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C012""]",advanced,"[""derivative_definition"", ""instantaneous_rate"", ""limit_form""]",[2],H2_CALC1_DIFF_RAW_012,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT037,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,기본형 - [f(a+h)-f(a)]/h 꼴의 극한값 구하기 - 기본 판별,"미분계수를 이용한 극한값의 계산 범주의 '기본형 - [f(a+h)-f(a)]/h 꼴의 극한값 구하기' 유형을 기본 판별 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C013""]",basic,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",[2],H2_CALC1_DIFF_RAW_013,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT038,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,기본형 - [f(a+h)-f(a)]/h 꼴의 극한값 구하기 - 식 계산·조건 적용,"미분계수를 이용한 극한값의 계산 범주의 '기본형 - [f(a+h)-f(a)]/h 꼴의 극한값 구하기' 유형을 식 계산·조건 적용 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C013""]",core,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",[2],H2_CALC1_DIFF_RAW_013,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT039,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,기본형 - [f(a+h)-f(a)]/h 꼴의 극한값 구하기 - 응용·보기형 검산,"미분계수를 이용한 극한값의 계산 범주의 '기본형 - [f(a+h)-f(a)]/h 꼴의 극한값 구하기' 유형을 응용·보기형 검산 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C013""]",advanced,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",[2],H2_CALC1_DIFF_RAW_013,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT040,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,기본형 - [f(a+h)-f(a-h)]/h 꼴의 극한값 구하기 - 기본 판별,"미분계수를 이용한 극한값의 계산 범주의 '기본형 - [f(a+h)-f(a-h)]/h 꼴의 극한값 구하기' 유형을 기본 판별 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C014""]",basic,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",[2],H2_CALC1_DIFF_RAW_014,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT041,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,기본형 - [f(a+h)-f(a-h)]/h 꼴의 극한값 구하기 - 식 계산·조건 적용,"미분계수를 이용한 극한값의 계산 범주의 '기본형 - [f(a+h)-f(a-h)]/h 꼴의 극한값 구하기' 유형을 식 계산·조건 적용 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C014""]",core,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",[2],H2_CALC1_DIFF_RAW_014,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT042,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,기본형 - [f(a+h)-f(a-h)]/h 꼴의 극한값 구하기 - 응용·보기형 검산,"미분계수를 이용한 극한값의 계산 범주의 '기본형 - [f(a+h)-f(a-h)]/h 꼴의 극한값 구하기' 유형을 응용·보기형 검산 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C014""]",advanced,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",[2],H2_CALC1_DIFF_RAW_014,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT043,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,기본형 - 여러 개의 식이 동시에 주어진 경우 - 기본 판별,"미분계수를 이용한 극한값의 계산 범주의 '기본형 - 여러 개의 식이 동시에 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C015""]",basic,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",[2],H2_CALC1_DIFF_RAW_015,curated_problem_type_from_raw_taxonomy
H2_CALC1_DIFF_PT044,고2,미적분1,H2_CALCULUS1_DIFFERENTIATION,미분,기본형 - 여러 개의 식이 동시에 주어진 경우 - 식 계산·조건 적용,"미분계수를 이용한 극한값의 계산 범주의 '기본형 - 여러 개의 식이 동시에 주어진 경우' 유형을 식 계산·조건 적용 수준으로 진단한다. 미분계수 정의, 도함수 계산, 접선·증가감소·극값·방정식 활용 조건을 줄 단위로 확인한다.","[""H2_CALC1_DIFF_C015""]",core,"[""derivative_limit"", ""limit_form"", ""derivative_coefficient""]",[2],H2_CALC1_DIFF_RAW_015,curated_problem_type_from_raw_taxonomy
