problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H2_CALC2_SEQ_PT011,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,수열의 극한에 대한 성질 - 수열이 2개 이상인 경우의 극한 성질 - 계산·조건 적용,"수열의 극한 범주의 '수열의 극한에 대한 성질 - 수열이 2개 이상인 경우의 극한 성질' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C004""]",core,"[""limit_properties"", ""algebraic_limit"", ""sequence_general_term""]",[1],H2_CALC2_SEQ_RAW_004,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT012,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,수열의 극한에 대한 성질 - 수열이 2개 이상인 경우의 극한 성질 - 응용·검산,"수열의 극한 범주의 '수열의 극한에 대한 성질 - 수열이 2개 이상인 경우의 극한 성질' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C004""]",advanced,"[""limit_properties"", ""algebraic_limit"", ""sequence_general_term""]",[1],H2_CALC2_SEQ_RAW_004,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT013,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,수열의 극한에 대한 성질 - 극한값이 주어진 경우 1 - 기본 판별,"수열의 극한 범주의 '수열의 극한에 대한 성질 - 극한값이 주어진 경우 1' 유형을 기본 판별 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C005""]",basic,"[""limit_properties"", ""algebraic_limit"", ""sequence_general_term""]",[1],H2_CALC2_SEQ_RAW_005,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT014,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,수열의 극한에 대한 성질 - 극한값이 주어진 경우 1 - 계산·조건 적용,"수열의 극한 범주의 '수열의 극한에 대한 성질 - 극한값이 주어진 경우 1' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C005""]",core,"[""limit_properties"", ""algebraic_limit"", ""sequence_general_term""]",[1],H2_CALC2_SEQ_RAW_005,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT015,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,수열의 극한에 대한 성질 - 극한값이 주어진 경우 1 - 응용·검산,"수열의 극한 범주의 '수열의 극한에 대한 성질 - 극한값이 주어진 경우 1' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C005""]",advanced,"[""limit_properties"", ""algebraic_limit"", ""sequence_general_term""]",[1],H2_CALC2_SEQ_RAW_005,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT016,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,수열의 극한에 대한 성질 - 극한값이 주어진 경우 2 - 기본 판별,"수열의 극한 범주의 '수열의 극한에 대한 성질 - 극한값이 주어진 경우 2' 유형을 기본 판별 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C006""]",basic,"[""limit_properties"", ""algebraic_limit"", ""sequence_general_term""]",[1],H2_CALC2_SEQ_RAW_006,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT017,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,수열의 극한에 대한 성질 - 극한값이 주어진 경우 2 - 계산·조건 적용,"수열의 극한 범주의 '수열의 극한에 대한 성질 - 극한값이 주어진 경우 2' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C006""]",core,"[""limit_properties"", ""algebraic_limit"", ""sequence_general_term""]",[1],H2_CALC2_SEQ_RAW_006,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT018,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,수열의 극한에 대한 성질 - 극한값이 주어진 경우 2 - 응용·검산,"수열의 극한 범주의 '수열의 극한에 대한 성질 - 극한값이 주어진 경우 2' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C006""]",advanced,"[""limit_properties"", ""algebraic_limit"", ""sequence_general_term""]",[1],H2_CALC2_SEQ_RAW_006,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT019,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,q^n 꼴의 이용 - 수열의 극한값이 주어진 경우 - 기본 판별,"수열의 극한 범주의 'q^n 꼴의 이용 - 수열의 극한값이 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C007""]",basic,"[""geometric_factor"", ""q_power"", ""limit_properties""]",[1],H2_CALC2_SEQ_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT020,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,q^n 꼴의 이용 - 수열의 극한값이 주어진 경우 - 계산·조건 적용,"수열의 극한 범주의 'q^n 꼴의 이용 - 수열의 극한값이 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C007""]",core,"[""geometric_factor"", ""q_power"", ""limit_properties""]",[1],H2_CALC2_SEQ_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT021,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,q^n 꼴의 이용 - 수열의 극한값이 주어진 경우 - 응용·검산,"수열의 극한 범주의 'q^n 꼴의 이용 - 수열의 극한값이 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C007""]",advanced,"[""geometric_factor"", ""q_power"", ""limit_properties""]",[1],H2_CALC2_SEQ_RAW_007,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT022,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,q^n 꼴의 이용 - 이차방정식 또는 로그가 포함된 등식이 주어진 경우 - 기본 판별,"수열의 극한 범주의 'q^n 꼴의 이용 - 이차방정식 또는 로그가 포함된 등식이 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C008""]",basic,"[""geometric_factor"", ""q_power"", ""limit_properties""]",[1],H2_CALC2_SEQ_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT023,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,q^n 꼴의 이용 - 이차방정식 또는 로그가 포함된 등식이 주어진 경우 - 계산·조건 적용,"수열의 극한 범주의 'q^n 꼴의 이용 - 이차방정식 또는 로그가 포함된 등식이 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C008""]",core,"[""geometric_factor"", ""q_power"", ""limit_properties""]",[1],H2_CALC2_SEQ_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT024,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,q^n 꼴의 이용 - 이차방정식 또는 로그가 포함된 등식이 주어진 경우 - 응용·검산,"수열의 극한 범주의 'q^n 꼴의 이용 - 이차방정식 또는 로그가 포함된 등식이 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C008""]",advanced,"[""geometric_factor"", ""q_power"", ""limit_properties""]",[1],H2_CALC2_SEQ_RAW_008,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT025,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,q^n 꼴의 이용 - 그 외의 조건이 주어진 경우 - 기본 판별,"수열의 극한 범주의 'q^n 꼴의 이용 - 그 외의 조건이 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C009""]",basic,"[""geometric_factor"", ""q_power"", ""limit_properties""]",[1],H2_CALC2_SEQ_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT026,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,q^n 꼴의 이용 - 그 외의 조건이 주어진 경우 - 계산·조건 적용,"수열의 극한 범주의 'q^n 꼴의 이용 - 그 외의 조건이 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C009""]",core,"[""geometric_factor"", ""q_power"", ""limit_properties""]",[1],H2_CALC2_SEQ_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT027,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,q^n 꼴의 이용 - 그 외의 조건이 주어진 경우 - 응용·검산,"수열의 극한 범주의 'q^n 꼴의 이용 - 그 외의 조건이 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C009""]",advanced,"[""geometric_factor"", ""q_power"", ""limit_properties""]",[1],H2_CALC2_SEQ_RAW_009,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT028,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 분자의 차수 > 분모의 차수 - 기본 판별,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 분자의 차수 > 분모의 차수' 유형을 기본 판별 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C010""]",basic,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_010,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT029,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 분자의 차수 > 분모의 차수 - 계산·조건 적용,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 분자의 차수 > 분모의 차수' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C010""]",core,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_010,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT030,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 분자의 차수 > 분모의 차수 - 응용·검산,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 분자의 차수 > 분모의 차수' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C010""]",advanced,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_010,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT031,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 분자의 차수 = 분모의 차수 - 기본 판별,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 분자의 차수 = 분모의 차수' 유형을 기본 판별 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C011""]",basic,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_011,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT032,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 분자의 차수 = 분모의 차수 - 계산·조건 적용,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 분자의 차수 = 분모의 차수' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C011""]",core,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_011,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT033,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 분자의 차수 = 분모의 차수 - 응용·검산,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 분자의 차수 = 분모의 차수' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C011""]",advanced,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_011,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT034,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 분자의 차수 < 분모의 차수 - 기본 판별,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 분자의 차수 < 분모의 차수' 유형을 기본 판별 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C012""]",basic,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_012,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT035,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 분자의 차수 < 분모의 차수 - 계산·조건 적용,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 분자의 차수 < 분모의 차수' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C012""]",core,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_012,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT036,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 분자의 차수 < 분모의 차수 - 응용·검산,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 분자의 차수 < 분모의 차수' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C012""]",advanced,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_012,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT037,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 여러 가지 ∞/∞ 꼴이 동시에 주어진 경우 - 기본 판별,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 여러 가지 ∞/∞ 꼴이 동시에 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C013""]",basic,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_013,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT038,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 여러 가지 ∞/∞ 꼴이 동시에 주어진 경우 - 계산·조건 적용,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 여러 가지 ∞/∞ 꼴이 동시에 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C013""]",core,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_013,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT039,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 여러 가지 ∞/∞ 꼴이 동시에 주어진 경우 - 응용·검산,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 여러 가지 ∞/∞ 꼴이 동시에 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C013""]",advanced,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_013,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT040,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 등차수열 또는 등비수열 조건이 주어진 경우 - 기본 판별,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 등차수열 또는 등비수열 조건이 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C014""]",basic,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_014,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT041,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 등차수열 또는 등비수열 조건이 주어진 경우 - 계산·조건 적용,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 등차수열 또는 등비수열 조건이 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C014""]",core,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_014,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT042,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 등차수열 또는 등비수열 조건이 주어진 경우 - 응용·검산,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 등차수열 또는 등비수열 조건이 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C014""]",advanced,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_014,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT043,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 극한값이 주어진 경우 - 기본 판별,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 극한값이 주어진 경우' 유형을 기본 판별 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C015""]",basic,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_015,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT044,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 극한값이 주어진 경우 - 계산·조건 적용,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 극한값이 주어진 경우' 유형을 계산·조건 적용 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C015""]",core,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_015,curated_problem_type_from_raw_taxonomy
H2_CALC2_SEQ_PT045,고2,미적분2,H2_CALCULUS2_SEQUENCE_LIMIT,수열의 극한,∞/∞ 꼴의 극한 - 극한값이 주어진 경우 - 응용·검산,"수열의 극한 범주의 '∞/∞ 꼴의 극한 - 극한값이 주어진 경우' 유형을 응용·검산 수준으로 진단한다. 수열의 극한, 급수, 등비급수의 성질과 응용 조건을 단계별로 확인한다.","[""H2_CALC2_SEQ_C015""]",advanced,"[""indeterminate_form"", ""infty_over_infty"", ""algebraic_limit""]",[2],H2_CALC2_SEQ_RAW_015,curated_problem_type_from_raw_taxonomy
