problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
M3_REAL_PT023,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,근호를 사용하지 않고 제곱근 나타내기,근호를 사용하지 않고 제곱근 나타내기 범주의 '근호를 사용하지 않고 제곱근 나타내기' 유형을 진단한다.,"[""M3_REAL_C003""]",basic,"[""sqrt_definition_property""]",[4],M3_REAL_RAW_007,curated_problem_type_from_raw_taxonomy
M3_REAL_PT024,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,근호를 사용하지 않고 제곱근을 나타낼 수 있는 수의 판별,근호를 사용하지 않고 제곱근 나타내기 범주의 '근호를 사용하지 않고 제곱근을 나타낼 수 있는 수의 판별' 유형을 진단한다.,"[""M3_REAL_C003""]",core,"[""sqrt_definition_property""]",[4],M3_REAL_RAW_007,curated_problem_type_from_raw_taxonomy
M3_REAL_PT025,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근의 성질을 이용하여 수 구하기,제곱근의 성질 범주의 '제곱근의 성질을 이용하여 수 구하기' 유형을 진단한다.,"[""M3_REAL_C005""]",basic,"[""sqrt_definition_property""]",[4],M3_REAL_RAW_008,curated_problem_type_from_raw_taxonomy
M3_REAL_PT026,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근의 성질을 이용하여 구한 수의 비교,제곱근의 성질 범주의 '제곱근의 성질을 이용하여 구한 수의 비교' 유형을 진단한다.,"[""M3_REAL_C005""]",basic,"[""sqrt_definition_property""]",[4],M3_REAL_RAW_008,curated_problem_type_from_raw_taxonomy
M3_REAL_PT027,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,근호를 사용하지 않고 나타낼 수 있는 수의 판별,제곱근의 성질 범주의 '근호를 사용하지 않고 나타낼 수 있는 수의 판별' 유형을 진단한다.,"[""M3_REAL_C005""]",core,"[""sqrt_definition_property""]",[4],M3_REAL_RAW_008,curated_problem_type_from_raw_taxonomy
M3_REAL_PT028,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근의 성질의 활용,제곱근의 성질 범주의 '제곱근의 성질의 활용' 유형을 진단한다.,"[""M3_REAL_C005""]",advanced,"[""sqrt_definition_property"", ""application_or_complexity""]",[4],M3_REAL_RAW_008,curated_problem_type_from_raw_taxonomy
M3_REAL_PT029,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근의 성질을 이용하여 제곱근 구하기,제곱근의 성질을 이용하여 제곱근 구하기 범주의 '제곱근의 성질을 이용하여 제곱근 구하기' 유형을 진단한다.,"[""M3_REAL_C005""]",basic,"[""sqrt_definition_property""]",[4],M3_REAL_RAW_009,curated_problem_type_from_raw_taxonomy
M3_REAL_PT030,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근의 성질을 이용하여 제곱근에 대한 이해,제곱근의 성질을 이용하여 제곱근 구하기 범주의 '제곱근의 성질을 이용하여 제곱근에 대한 이해' 유형을 진단한다.,"[""M3_REAL_C005""]",core,"[""sqrt_definition_property""]",[4],M3_REAL_RAW_009,curated_problem_type_from_raw_taxonomy
M3_REAL_PT031,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근이 중첩된 식의 계산,제곱근의 성질을 이용하여 제곱근 구하기 범주의 '제곱근이 중첩된 식의 계산' 유형을 진단한다.,"[""M3_REAL_C005""]",basic,"[""sqrt_definition_property""]",[4],M3_REAL_RAW_009,curated_problem_type_from_raw_taxonomy
M3_REAL_PT032,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근의 성질을 이용한 덧셈과 뺄셈,제곱근의 성질을 이용한 계산 범주의 '제곱근의 성질을 이용한 덧셈과 뺄셈' 유형을 진단한다.,"[""M3_REAL_C006""]",basic,"[""real_number_operation""]",[5],M3_REAL_RAW_010,curated_problem_type_from_raw_taxonomy
M3_REAL_PT033,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근의 성질을 이용한 곱셈과 나눗셈,제곱근의 성질을 이용한 계산 범주의 '제곱근의 성질을 이용한 곱셈과 나눗셈' 유형을 진단한다.,"[""M3_REAL_C006""]",core,"[""real_number_operation""]",[5],M3_REAL_RAW_010,curated_problem_type_from_raw_taxonomy
M3_REAL_PT034,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근의 성질을 이용한 혼합 계산,제곱근의 성질을 이용한 계산 범주의 '제곱근의 성질을 이용한 혼합 계산' 유형을 진단한다.,"[""M3_REAL_C006""]",basic,"[""real_number_operation""]",[5],M3_REAL_RAW_010,curated_problem_type_from_raw_taxonomy
M3_REAL_PT035,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근의 성질을 이용한 계산 종합,제곱근의 성질을 이용한 계산 범주의 '제곱근의 성질을 이용한 계산 종합' 유형을 진단한다.,"[""M3_REAL_C006""]",basic,"[""real_number_operation""]",[5],M3_REAL_RAW_010,curated_problem_type_from_raw_taxonomy
M3_REAL_PT036,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근의 성질을 이용한 계산의 활용,제곱근의 성질을 이용한 계산 범주의 '제곱근의 성질을 이용한 계산의 활용' 유형을 진단한다.,"[""M3_REAL_C006""]",advanced,"[""application_or_complexity""]",[5],M3_REAL_RAW_010,curated_problem_type_from_raw_taxonomy
M3_REAL_PT037,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,±√(양수)²을 근호를 사용하지 않고 나타내기,√a²의 성질 범주의 '±√(양수)²을 근호를 사용하지 않고 나타내기' 유형을 진단한다.,"[""M3_REAL_C007""]",basic,"[""sqrt_definition_property""]",[5],M3_REAL_RAW_011,curated_problem_type_from_raw_taxonomy
M3_REAL_PT038,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,±√(음수)²을 근호를 사용하지 않고 나타내기,√a²의 성질 범주의 '±√(음수)²을 근호를 사용하지 않고 나타내기' 유형을 진단한다.,"[""M3_REAL_C007""]",basic,"[""sqrt_definition_property""]",[5],M3_REAL_RAW_011,curated_problem_type_from_raw_taxonomy
M3_REAL_PT039,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√a²의 성질을 이용하여 ±√(±a)²을 근호를 사용하지 않고 나타내기,√a²의 성질 범주의 '√a²의 성질을 이용하여 ±√(±a)²을 근호를 사용하지 않고 나타내기' 유형을 진단한다.,"[""M3_REAL_C007""]",core,"[""sqrt_definition_property""]",[5],M3_REAL_RAW_011,curated_problem_type_from_raw_taxonomy
M3_REAL_PT040,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√a²의 성질을 이용하여 ±√(±na)²을 근호를 사용하지 않고 나타내기,√a²의 성질 범주의 '√a²의 성질을 이용하여 ±√(±na)²을 근호를 사용하지 않고 나타내기' 유형을 진단한다.,"[""M3_REAL_C007""]",basic,"[""sqrt_definition_property""]",[5],M3_REAL_RAW_011,curated_problem_type_from_raw_taxonomy
M3_REAL_PT041,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√a²꼴을 포함한 식을 간단히 하기,√a²꼴을 포함한 식 간단히 하기 범주의 '√a²꼴을 포함한 식을 간단히 하기' 유형을 진단한다.,"[""M3_REAL_C007""]",basic,"[""sqrt_definition_property""]",[5],M3_REAL_RAW_012,curated_problem_type_from_raw_taxonomy
M3_REAL_PT042,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,"√a², √b²꼴을 포함한 식 간단히 하기","√a²꼴을 포함한 식 간단히 하기 범주의 '√a², √b²꼴을 포함한 식 간단히 하기' 유형을 진단한다.","[""M3_REAL_C007""]",core,"[""sqrt_definition_property""]",[5],M3_REAL_RAW_012,curated_problem_type_from_raw_taxonomy
M3_REAL_PT043,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√a²꼴을 포함한 식의 활용,√a²꼴을 포함한 식 간단히 하기 범주의 '√a²꼴을 포함한 식의 활용' 유형을 진단한다.,"[""M3_REAL_C007""]",advanced,"[""sqrt_definition_property"", ""application_or_complexity""]",[5],M3_REAL_RAW_012,curated_problem_type_from_raw_taxonomy
M3_REAL_PT044,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,미지수가 한 개인 경우 식을 간단히 하기: 항 2개 이하,√(a-b)²꼴을 포함한 식 간단히 하기 범주의 '미지수가 한 개인 경우 식을 간단히 하기: 항 2개 이하' 유형을 진단한다.,"[""M3_REAL_C007""]",advanced,"[""sqrt_definition_property"", ""application_or_complexity""]",[6],M3_REAL_RAW_013,curated_problem_type_from_raw_taxonomy
M3_REAL_PT045,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,미지수가 한 개인 경우 식을 간단히 하기: 항 3개 이상,√(a-b)²꼴을 포함한 식 간단히 하기 범주의 '미지수가 한 개인 경우 식을 간단히 하기: 항 3개 이상' 유형을 진단한다.,"[""M3_REAL_C007""]",advanced,"[""sqrt_definition_property"", ""application_or_complexity""]",[6],M3_REAL_RAW_013,curated_problem_type_from_raw_taxonomy
M3_REAL_PT046,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,미지수가 두 개인 경우 식을 간단히 하기,√(a-b)²꼴을 포함한 식 간단히 하기 범주의 '미지수가 두 개인 경우 식을 간단히 하기' 유형을 진단한다.,"[""M3_REAL_C007""]",advanced,"[""sqrt_definition_property"", ""application_or_complexity""]",[6],M3_REAL_RAW_013,curated_problem_type_from_raw_taxonomy
M3_REAL_PT047,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,미지수가 세 개인 경우 식을 간단히 하기,√(a-b)²꼴을 포함한 식 간단히 하기 범주의 '미지수가 세 개인 경우 식을 간단히 하기' 유형을 진단한다.,"[""M3_REAL_C007""]",advanced,"[""sqrt_definition_property"", ""application_or_complexity""]",[6],M3_REAL_RAW_013,curated_problem_type_from_raw_taxonomy
M3_REAL_PT048,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,근호를 포함하는 방정식의 해 또는 해의 범위 구하기,√(a-b)²꼴을 포함한 식 간단히 하기 범주의 '근호를 포함하는 방정식의 해 또는 해의 범위 구하기' 유형을 진단한다.,"[""M3_REAL_C007""]",advanced,"[""sqrt_definition_property""]",[6],M3_REAL_RAW_013,curated_problem_type_from_raw_taxonomy
M3_REAL_PT049,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√(a-b)²꼴을 포함한 식의 활용,√(a-b)²꼴을 포함한 식 간단히 하기 범주의 '√(a-b)²꼴을 포함한 식의 활용' 유형을 진단한다.,"[""M3_REAL_C007""]",advanced,"[""sqrt_definition_property"", ""application_or_complexity""]",[6],M3_REAL_RAW_013,curated_problem_type_from_raw_taxonomy
M3_REAL_PT050,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√Ax가 자연수가 되도록 하는 가장 작은 자연수 x,√Ax가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '√Ax가 자연수가 되도록 하는 가장 작은 자연수 x' 유형을 진단한다.,"[""M3_REAL_C008""]",basic,"[""condition_inequality""]",[6],M3_REAL_RAW_014,curated_problem_type_from_raw_taxonomy
M3_REAL_PT051,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√Ax가 자연수가 되도록 하는 자연수 x의 범위가 주어진 경우,√Ax가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '√Ax가 자연수가 되도록 하는 자연수 x의 범위가 주어진 경우' 유형을 진단한다.,"[""M3_REAL_C008""]",advanced,"[""condition_inequality""]",[6],M3_REAL_RAW_014,curated_problem_type_from_raw_taxonomy
M3_REAL_PT052,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√Ax가 자연수가 되도록 하는 n자리 자연수 x,√Ax가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '√Ax가 자연수가 되도록 하는 n자리 자연수 x' 유형을 진단한다.,"[""M3_REAL_C008""]",basic,"[""condition_inequality""]",[6],M3_REAL_RAW_014,curated_problem_type_from_raw_taxonomy
M3_REAL_PT053,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√(na-b)의 꼴로 주어진 경우,√Ax가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '√(na-b)의 꼴로 주어진 경우' 유형을 진단한다.,"[""M3_REAL_C008""]",basic,"[""condition_inequality""]",[6],M3_REAL_RAW_014,curated_problem_type_from_raw_taxonomy
M3_REAL_PT054,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√Ax가 자연수가 되도록 하는 자연수 x의 값의 활용,√Ax가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '√Ax가 자연수가 되도록 하는 자연수 x의 값의 활용' 유형을 진단한다.,"[""M3_REAL_C008""]",advanced,"[""condition_inequality"", ""application_or_complexity""]",[6],M3_REAL_RAW_014,curated_problem_type_from_raw_taxonomy
M3_REAL_PT055,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,"√Axy가 자연수가 되도록 하는 자연수 x,y의 값 구하기","√Axy가 자연수가 되도록 하는 자연수 x,y의 값 구하기 범주의 '√Axy가 자연수가 되도록 하는 자연수 x,y의 값 구하기' 유형을 진단한다.","[""M3_REAL_C008""]",basic,"[""condition_inequality""]",[7],M3_REAL_RAW_015,curated_problem_type_from_raw_taxonomy
M3_REAL_PT056,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√A/x가 자연수가 되도록 하는 가장 작은 자연수 x,√A/x가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '√A/x가 자연수가 되도록 하는 가장 작은 자연수 x' 유형을 진단한다.,"[""M3_REAL_C008""]",basic,"[""condition_inequality""]",[7],M3_REAL_RAW_016,curated_problem_type_from_raw_taxonomy
M3_REAL_PT057,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√A/x가 자연수가 되도록 하는 자연수 x,√A/x가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '√A/x가 자연수가 되도록 하는 자연수 x' 유형을 진단한다.,"[""M3_REAL_C008""]",core,"[""condition_inequality""]",[7],M3_REAL_RAW_016,curated_problem_type_from_raw_taxonomy
M3_REAL_PT058,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√(n/a)=b의 꼴로 주어진 경우,√A/x가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '√(n/a)=b의 꼴로 주어진 경우' 유형을 진단한다.,"[""M3_REAL_C008""]",basic,"[""condition_inequality""]",[7],M3_REAL_RAW_016,curated_problem_type_from_raw_taxonomy
M3_REAL_PT059,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,두 개 이상의 수가 모두 자연수가 되도록 하는 수,√A/x가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '두 개 이상의 수가 모두 자연수가 되도록 하는 수' 유형을 진단한다.,"[""M3_REAL_C008""]",advanced,"[""condition_inequality"", ""application_or_complexity""]",[7],M3_REAL_RAW_016,curated_problem_type_from_raw_taxonomy
M3_REAL_PT060,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√A/x가 자연수가 되도록 하는 자연수 x의 값의 활용,√A/x가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '√A/x가 자연수가 되도록 하는 자연수 x의 값의 활용' 유형을 진단한다.,"[""M3_REAL_C008""]",advanced,"[""condition_inequality"", ""application_or_complexity""]",[7],M3_REAL_RAW_016,curated_problem_type_from_raw_taxonomy
M3_REAL_PT061,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√A+x가 자연수가 되도록 하는 가장 작은 자연수 x,√(A+x)가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '√A+x가 자연수가 되도록 하는 가장 작은 자연수 x' 유형을 진단한다.,"[""M3_REAL_C008""]",basic,"[""condition_inequality""]",[7],M3_REAL_RAW_017,curated_problem_type_from_raw_taxonomy
M3_REAL_PT062,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√A+x가 자연수가 되도록 하는 자연수 x,√(A+x)가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '√A+x가 자연수가 되도록 하는 자연수 x' 유형을 진단한다.,"[""M3_REAL_C008""]",basic,"[""condition_inequality""]",[7],M3_REAL_RAW_017,curated_problem_type_from_raw_taxonomy
M3_REAL_PT063,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,두 개 이상의 수가 모두 자연수가 되도록 하는 수,√(A+x)가 자연수가 되도록 하는 자연수 x의 값 구하기 범주의 '두 개 이상의 수가 모두 자연수가 되도록 하는 수' 유형을 진단한다.,"[""M3_REAL_C008""]",advanced,"[""condition_inequality"", ""application_or_complexity""]",[7],M3_REAL_RAW_017,curated_problem_type_from_raw_taxonomy
M3_REAL_PT064,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,√(A-x)가 자연수(정수)가 되도록 하는 자연수 x,√(A-x)가 자연수(정수)가 되도록 하는 자연수 x의 값 구하기 범주의 '√(A-x)가 자연수(정수)가 되도록 하는 자연수 x' 유형을 진단한다.,"[""M3_REAL_C008""]",basic,"[""condition_inequality""]",[8],M3_REAL_RAW_018,curated_problem_type_from_raw_taxonomy
M3_REAL_PT065,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,관계식이 주어진 경우,√(A-x)가 자연수(정수)가 되도록 하는 자연수 x의 값 구하기 범주의 '관계식이 주어진 경우' 유형을 진단한다.,"[""M3_REAL_C008""]",advanced,"[""condition_inequality"", ""application_or_complexity""]",[8],M3_REAL_RAW_018,curated_problem_type_from_raw_taxonomy
M3_REAL_PT066,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,두 수의 연산이 모두 자연수(정수)가 되도록 하는 수,√(A-x)가 자연수(정수)가 되도록 하는 자연수 x의 값 구하기 범주의 '두 수의 연산이 모두 자연수(정수)가 되도록 하는 수' 유형을 진단한다.,"[""M3_REAL_C008""]",core,"[""condition_inequality""]",[8],M3_REAL_RAW_018,curated_problem_type_from_raw_taxonomy
M3_REAL_PT067,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,두 개 이상의 수가 모두 자연수가 되도록 하는 수의 활용,√(A-x)가 자연수(정수)가 되도록 하는 자연수 x의 값 구하기 범주의 '두 개 이상의 수가 모두 자연수가 되도록 하는 수의 활용' 유형을 진단한다.,"[""M3_REAL_C008""]",advanced,"[""condition_inequality"", ""application_or_complexity""]",[8],M3_REAL_RAW_018,curated_problem_type_from_raw_taxonomy
M3_REAL_PT068,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,두 수의 대소 비교,제곱근의 대소 관계 범주의 '두 수의 대소 비교' 유형을 진단한다.,"[""M3_REAL_C009""]",basic,"[""order_relation""]",[8],M3_REAL_RAW_019,curated_problem_type_from_raw_taxonomy
M3_REAL_PT069,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,세 개 이상의 수의 대소 비교,제곱근의 대소 관계 범주의 '세 개 이상의 수의 대소 비교' 유형을 진단한다.,"[""M3_REAL_C009""]",core,"[""order_relation""]",[8],M3_REAL_RAW_019,curated_problem_type_from_raw_taxonomy
M3_REAL_PT070,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,문자로 표현된 수들의 대소 비교,제곱근의 대소 관계 범주의 '문자로 표현된 수들의 대소 비교' 유형을 진단한다.,"[""M3_REAL_C009""]",basic,"[""order_relation""]",[8],M3_REAL_RAW_019,curated_problem_type_from_raw_taxonomy
M3_REAL_PT071,중3,M3_REAL_NUMBER_CALC,실수와 그 계산,제곱근의 성질을 이용하여 식을 간단히 하기,제곱근의 성질과 대소 관계 범주의 '제곱근의 성질을 이용하여 식을 간단히 하기' 유형을 진단한다.,"[""M3_REAL_C009""]",basic,"[""order_relation""]",[8],M3_REAL_RAW_020,curated_problem_type_from_raw_taxonomy
