problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
M3_QUAD_PT011,중3,M3_QUADRATIC_EQUATION,이차방정식,인수분해가 된 이차방정식의 해,AB=0의 성질을 이용한 이차방정식의 풀이 범주의 '인수분해가 된 이차방정식의 해' 유형을 진단한다.,"[""M3_QUAD_C005""]",core,"[""zero_product_factorization""]",[2],M3_QUAD_RAW_005,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT012,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 풀이,인수분해를 이용한 이차방정식의 풀이 범주의 '이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C006""]",core,"[""zero_product_factorization""]",[3],M3_QUAD_RAW_006,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT013,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 해의 연산,인수분해를 이용한 이차방정식의 풀이 범주의 '이차방정식의 해의 연산' 유형을 진단한다.,"[""M3_QUAD_C006""]",core,"[""zero_product_factorization""]",[3],M3_QUAD_RAW_006,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT014,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 응용,인수분해를 이용한 이차방정식의 풀이 범주의 '이차방정식의 응용' 유형을 진단한다.,"[""M3_QUAD_C006""]",advanced,"[""zero_product_factorization""]",[3],M3_QUAD_RAW_006,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT015,중3,M3_QUADRATIC_EQUATION,이차방정식,한 근이 주어진 경우,"이차방정식의 한 근이 주어졌을 때, 다른 한 근 구하기 범주의 '한 근이 주어진 경우' 유형을 진단한다.","[""M3_QUAD_C007""]",core,"[""root_substitution""]",[3],M3_QUAD_RAW_007,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT016,중3,M3_QUADRATIC_EQUATION,이차방정식,한 근이 다른 이차방정식의 근인 경우,"이차방정식의 한 근이 주어졌을 때, 다른 한 근 구하기 범주의 '한 근이 다른 이차방정식의 근인 경우' 유형을 진단한다.","[""M3_QUAD_C007""]",core,"[""root_substitution""]",[3],M3_QUAD_RAW_007,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT017,중3,M3_QUADRATIC_EQUATION,이차방정식,주어진 수가 근이 되도록 하는 경우,이차방정식의 근의 활용 범주의 '주어진 수가 근이 되도록 하는 경우' 유형을 진단한다.,"[""M3_QUAD_C007"", ""M3_QUAD_C006""]",advanced,"[""root_substitution"", ""zero_product_factorization""]",[3],M3_QUAD_RAW_008,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT018,중3,M3_QUADRATIC_EQUATION,이차방정식,두 근의 응용,이차방정식의 근의 활용 범주의 '두 근의 응용' 유형을 진단한다.,"[""M3_QUAD_C007"", ""M3_QUAD_C006""]",advanced,"[""root_substitution"", ""zero_product_factorization""]",[3],M3_QUAD_RAW_008,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT019,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 응용,이차방정식의 근의 활용 범주의 '이차방정식의 응용' 유형을 진단한다.,"[""M3_QUAD_C007"", ""M3_QUAD_C006""]",advanced,"[""root_substitution"", ""zero_product_factorization""]",[3],M3_QUAD_RAW_008,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT020,중3,M3_QUADRATIC_EQUATION,이차방정식,한 근이 다른 이차방정식의 근인 경우,이차방정식의 근의 활용 범주의 '한 근이 다른 이차방정식의 근인 경우' 유형을 진단한다.,"[""M3_QUAD_C007"", ""M3_QUAD_C006""]",advanced,"[""root_substitution"", ""zero_product_factorization""]",[3],M3_QUAD_RAW_008,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT021,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 풀이,이차방정식의 중근 범주의 '이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C009""]",core,"[""double_root_condition""]",[4],M3_QUAD_RAW_009,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT022,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 중근 판별,이차방정식의 중근 범주의 '이차방정식의 중근 판별' 유형을 진단한다.,"[""M3_QUAD_C009""]",core,"[""double_root_condition""]",[4],M3_QUAD_RAW_009,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT023,중3,M3_QUADRATIC_EQUATION,이차방정식,중근을 가지는 이차방정식의 미지수,이차방정식이 중근을 가질 조건 범주의 '중근을 가지는 이차방정식의 미지수' 유형을 진단한다.,"[""M3_QUAD_C010""]",advanced,"[""double_root_condition""]",[4],M3_QUAD_RAW_010,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT024,중3,M3_QUADRATIC_EQUATION,이차방정식,중근을 갖는 이차방정식의 미지수를 포함한 다른 방정식,이차방정식이 중근을 가질 조건 범주의 '중근을 갖는 이차방정식의 미지수를 포함한 다른 방정식' 유형을 진단한다.,"[""M3_QUAD_C010""]",advanced,"[""double_root_condition""]",[4],M3_QUAD_RAW_010,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT025,중3,M3_QUADRATIC_EQUATION,이차방정식,공통인 근 구하기,두 이차방정식의 공통인 근 범주의 '공통인 근 구하기' 유형을 진단한다.,"[""M3_QUAD_C008""]",core,"[""common_root_condition""]",[4],M3_QUAD_RAW_011,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT026,중3,M3_QUADRATIC_EQUATION,이차방정식,공통인 근을 가지는 경우,두 이차방정식의 공통인 근 범주의 '공통인 근을 가지는 경우' 유형을 진단한다.,"[""M3_QUAD_C008""]",core,"[""common_root_condition""]",[4],M3_QUAD_RAW_011,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT027,중3,M3_QUADRATIC_EQUATION,이차방정식,공통인 근이 주어진 경우,두 이차방정식의 공통인 근 범주의 '공통인 근이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C008""]",core,"[""common_root_condition""]",[4],M3_QUAD_RAW_011,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT028,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 풀이,제곱근을 이용한 이차방정식의 풀이 범주의 '이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C011""]",core,"[""sqrt_solving""]",[4],M3_QUAD_RAW_012,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT029,중3,M3_QUADRATIC_EQUATION,이차방정식,근이 주어진 경우,제곱근을 이용한 이차방정식의 풀이 범주의 '근이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C011""]",core,"[""sqrt_solving""]",[4],M3_QUAD_RAW_012,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT030,중3,M3_QUADRATIC_EQUATION,이차방정식,근을 가질 조건,이차방정식 a(x+p)²=q가 근을 가질 조건 범주의 '근을 가질 조건' 유형을 진단한다.,"[""M3_QUAD_C012""]",advanced,"[""sqrt_solving""]",[5],M3_QUAD_RAW_013,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT031,중3,M3_QUADRATIC_EQUATION,이차방정식,서로 다른 두 근을 가질 조건,이차방정식 a(x+p)²=q가 근을 가질 조건 범주의 '서로 다른 두 근을 가질 조건' 유형을 진단한다.,"[""M3_QUAD_C012""]",advanced,"[""sqrt_solving""]",[5],M3_QUAD_RAW_013,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT032,중3,M3_QUADRATIC_EQUATION,이차방정식,중근을 가질 조건,이차방정식 a(x+p)²=q가 근을 가질 조건 범주의 '중근을 가질 조건' 유형을 진단한다.,"[""M3_QUAD_C012""]",advanced,"[""sqrt_solving""]",[5],M3_QUAD_RAW_013,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT033,중3,M3_QUADRATIC_EQUATION,이차방정식,특정한 근을 가질 조건,이차방정식 a(x+p)²=q가 근을 가질 조건 범주의 '특정한 근을 가질 조건' 유형을 진단한다.,"[""M3_QUAD_C012""]",advanced,"[""sqrt_solving""]",[5],M3_QUAD_RAW_013,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT034,중3,M3_QUADRATIC_EQUATION,이차방정식,일반형의 완전제곱꼴 변형,완전제곱식의 꼴로 고치기 범주의 '일반형의 완전제곱꼴 변형' 유형을 진단한다.,"[""M3_QUAD_C013""]",basic,"[""complete_square""]",[5],M3_QUAD_RAW_014,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT035,중3,M3_QUADRATIC_EQUATION,이차방정식,특수한 경우의 완전제곱꼴 변형,완전제곱식의 꼴로 고치기 범주의 '특수한 경우의 완전제곱꼴 변형' 유형을 진단한다.,"[""M3_QUAD_C013""]",basic,"[""complete_square""]",[5],M3_QUAD_RAW_014,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT036,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 풀이,완전제곱식을 이용한 이차방정식의 풀이 범주의 '이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C014""]",core,"[""complete_square""]",[5],M3_QUAD_RAW_015,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT037,중3,M3_QUADRATIC_EQUATION,이차방정식,근이 주어진 경우,완전제곱식을 이용한 이차방정식의 풀이 범주의 '근이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C014""]",core,"[""complete_square""]",[5],M3_QUAD_RAW_015,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT038,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 활용,완전제곱식을 이용한 이차방정식의 풀이 범주의 '이차방정식의 활용' 유형을 진단한다.,"[""M3_QUAD_C014""]",advanced,"[""complete_square""]",[5],M3_QUAD_RAW_015,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT039,중3,M3_QUADRATIC_EQUATION,이차방정식,해를 갖도록 하는 조건,근의 개수에 따른 완전제곱식의 상수의 조건 범주의 '해를 갖도록 하는 조건' 유형을 진단한다.,"[""M3_QUAD_C012"", ""M3_QUAD_C014""]",advanced,"[""sqrt_solving"", ""complete_square""]",[6],M3_QUAD_RAW_016,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT040,중3,M3_QUADRATIC_EQUATION,이차방정식,특정한 해를 갖도록 하는 조건,근의 개수에 따른 완전제곱식의 상수의 조건 범주의 '특정한 해를 갖도록 하는 조건' 유형을 진단한다.,"[""M3_QUAD_C012"", ""M3_QUAD_C014""]",advanced,"[""sqrt_solving"", ""complete_square"", ""extraneous_root_check""]",[6],M3_QUAD_RAW_016,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT041,중3,M3_QUADRATIC_EQUATION,이차방정식,일반형 이차방정식의 풀이,이차방정식의 근의 공식 범주의 '일반형 이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C015""]",core,"[""quadratic_formula""]",[6],M3_QUAD_RAW_017,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT042,중3,M3_QUADRATIC_EQUATION,이차방정식,다양한 형태의 이차방정식의 풀이,이차방정식의 근의 공식 범주의 '다양한 형태의 이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C015""]",core,"[""quadratic_formula""]",[6],M3_QUAD_RAW_017,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT043,중3,M3_QUADRATIC_EQUATION,이차방정식,근의 응용,이차방정식의 근의 공식 범주의 '근의 응용' 유형을 진단한다.,"[""M3_QUAD_C015""]",advanced,"[""quadratic_formula""]",[6],M3_QUAD_RAW_017,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT044,중3,M3_QUADRATIC_EQUATION,이차방정식,근이 주어진 경우,근의 공식을 이용하여 이차방정식의 미지수의 값 구하기 범주의 '근이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C015"", ""M3_QUAD_C004""]",advanced,"[""quadratic_formula"", ""root_substitution""]",[6],M3_QUAD_RAW_018,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT045,중3,M3_QUADRATIC_EQUATION,이차방정식,근의 일부가 주어진 경우,근의 공식을 이용하여 이차방정식의 미지수의 값 구하기 범주의 '근의 일부가 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C015"", ""M3_QUAD_C004""]",advanced,"[""quadratic_formula"", ""root_substitution""]",[6],M3_QUAD_RAW_018,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT046,중3,M3_QUADRATIC_EQUATION,이차방정식,잘못 구한 근이 주어진 경우,근의 공식을 이용하여 이차방정식의 미지수의 값 구하기 범주의 '잘못 구한 근이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C015"", ""M3_QUAD_C004""]",high,"[""quadratic_formula"", ""root_substitution"", ""extraneous_root_check""]",[6],M3_QUAD_RAW_018,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT047,중3,M3_QUADRATIC_EQUATION,이차방정식,유리수근을 가지는 경우,근의 공식을 이용한 이차방정식의 풀이: 정수근을 가지는 경우 범주의 '유리수근을 가지는 경우' 유형을 진단한다.,"[""M3_QUAD_C035""]",core,"[""integer_rational_root_condition""]",[6],M3_QUAD_RAW_019,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT048,중3,M3_QUADRATIC_EQUATION,이차방정식,인수분해꼴,복잡한 이차방정식의 풀이(1) 괄호가 있는 경우 범주의 '인수분해꼴' 유형을 진단한다.,"[""M3_QUAD_C017""]",advanced,"[""complex_equation_structure""]",[7],M3_QUAD_RAW_020,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT049,중3,M3_QUADRATIC_EQUATION,이차방정식,완전제곱꼴이 포함된 경우,복잡한 이차방정식의 풀이(1) 괄호가 있는 경우 범주의 '완전제곱꼴이 포함된 경우' 유형을 진단한다.,"[""M3_QUAD_C017""]",advanced,"[""complex_equation_structure""]",[7],M3_QUAD_RAW_020,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT050,중3,M3_QUADRATIC_EQUATION,이차방정식,계수가 분수인 이차방정식의 풀이,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우 범주의 '계수가 분수인 이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C017""]",advanced,"[""complex_equation_structure""]",[7],M3_QUAD_RAW_021,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT051,중3,M3_QUADRATIC_EQUATION,이차방정식,복잡한 형태의 이차방정식의 풀이,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우 범주의 '복잡한 형태의 이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C017""]",advanced,"[""complex_equation_structure""]",[7],M3_QUAD_RAW_021,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT052,중3,M3_QUADRATIC_EQUATION,이차방정식,근의 응용,복잡한 이차방정식의 풀이(2) 계수가 분수인 경우 범주의 '근의 응용' 유형을 진단한다.,"[""M3_QUAD_C017""]",advanced,"[""complex_equation_structure""]",[7],M3_QUAD_RAW_021,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT053,중3,M3_QUADRATIC_EQUATION,이차방정식,계수가 소수인 이차방정식의 풀이,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우 범주의 '계수가 소수인 이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C017""]",advanced,"[""complex_equation_structure""]",[7],M3_QUAD_RAW_022,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT054,중3,M3_QUADRATIC_EQUATION,이차방정식,복잡한 형태의 이차방정식의 풀이,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우 범주의 '복잡한 형태의 이차방정식의 풀이' 유형을 진단한다.,"[""M3_QUAD_C017""]",advanced,"[""complex_equation_structure""]",[7],M3_QUAD_RAW_022,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT055,중3,M3_QUADRATIC_EQUATION,이차방정식,근의 응용,복잡한 이차방정식의 풀이(3) 계수가 소수인 경우 범주의 '근의 응용' 유형을 진단한다.,"[""M3_QUAD_C017""]",advanced,"[""complex_equation_structure""]",[7],M3_QUAD_RAW_022,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT056,중3,M3_QUADRATIC_EQUATION,이차방정식,가우스가 포함된 이차방정식,"복잡한 이차방정식의 풀이(4) 절댓값, 가우스 기호 등이 포함된 경우 범주의 '가우스가 포함된 이차방정식' 유형을 진단한다.","[""M3_QUAD_C018"", ""M3_QUAD_C036""]",high,"[""special_symbol_case"", ""extraneous_root_check""]",[7],M3_QUAD_RAW_023,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT057,중3,M3_QUADRATIC_EQUATION,이차방정식,"x²의 제곱근, 절댓값이 포함된 이차방정식","복잡한 이차방정식의 풀이(4) 절댓값, 가우스 기호 등이 포함된 경우 범주의 'x²의 제곱근, 절댓값이 포함된 이차방정식' 유형을 진단한다.","[""M3_QUAD_C018"", ""M3_QUAD_C036""]",high,"[""special_symbol_case"", ""extraneous_root_check""]",[7],M3_QUAD_RAW_023,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT058,중3,M3_QUADRATIC_EQUATION,이차방정식,이차방정식의 일반형,공통부분이 있는 이차방정식의 풀이 범주의 '이차방정식의 일반형' 유형을 진단한다.,"[""M3_QUAD_C019"", ""M3_QUAD_C006""]",advanced,"[""substitution_structure"", ""zero_product_factorization""]",[8],M3_QUAD_RAW_024,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT059,중3,M3_QUADRATIC_EQUATION,이차방정식,인수분해 풀이가 포함된 이차방정식,공통부분이 있는 이차방정식의 풀이 범주의 '인수분해 풀이가 포함된 이차방정식' 유형을 진단한다.,"[""M3_QUAD_C019"", ""M3_QUAD_C006""]",advanced,"[""substitution_structure"", ""zero_product_factorization""]",[8],M3_QUAD_RAW_024,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT060,중3,M3_QUADRATIC_EQUATION,이차방정식,공통부분을 찾아야 하는 경우,공통부분이 있는 이차방정식의 풀이 범주의 '공통부분을 찾아야 하는 경우' 유형을 진단한다.,"[""M3_QUAD_C019"", ""M3_QUAD_C006""]",advanced,"[""substitution_structure"", ""zero_product_factorization""]",[8],M3_QUAD_RAW_024,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT061,중3,M3_QUADRATIC_EQUATION,이차방정식,주어진 연산을 이용한 식의 계산,새로운 기호로 정의된 연산에 의한 이차방정식의 풀이 범주의 '주어진 연산을 이용한 식의 계산' 유형을 진단한다.,"[""M3_QUAD_C019""]",advanced,"[""substitution_structure""]",[8],M3_QUAD_RAW_025,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT062,중3,M3_QUADRATIC_EQUATION,이차방정식,주어진 정의를 이용한 식의 계산,새로운 기호로 정의된 연산에 의한 이차방정식의 풀이 범주의 '주어진 정의를 이용한 식의 계산' 유형을 진단한다.,"[""M3_QUAD_C019""]",advanced,"[""substitution_structure""]",[8],M3_QUAD_RAW_025,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT063,중3,M3_QUADRATIC_EQUATION,이차방정식,근의 개수 판별,이차방정식의 근의 개수 범주의 '근의 개수 판별' 유형을 진단한다.,"[""M3_QUAD_C016""]",advanced,"[""discriminant_root_count""]",[8],M3_QUAD_RAW_026,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT064,중3,M3_QUADRATIC_EQUATION,이차방정식,특정 개수의 근을 찾는 경우,이차방정식의 근의 개수 범주의 '특정 개수의 근을 찾는 경우' 유형을 진단한다.,"[""M3_QUAD_C016""]",advanced,"[""discriminant_root_count""]",[8],M3_QUAD_RAW_026,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT065,중3,M3_QUADRATIC_EQUATION,이차방정식,중근을 갖게 하는 미지수 구하기,이차방정식이 중근을 가질 조건 범주의 '중근을 갖게 하는 미지수 구하기' 유형을 진단한다.,"[""M3_QUAD_C010"", ""M3_QUAD_C016""]",advanced,"[""double_root_condition"", ""discriminant_root_count""]",[9],M3_QUAD_RAW_027,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT066,중3,M3_QUADRATIC_EQUATION,이차방정식,중근을 갖게 하는 미지수 응용,이차방정식이 중근을 가질 조건 범주의 '중근을 갖게 하는 미지수 응용' 유형을 진단한다.,"[""M3_QUAD_C010"", ""M3_QUAD_C016""]",advanced,"[""double_root_condition"", ""discriminant_root_count""]",[9],M3_QUAD_RAW_027,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT067,중3,M3_QUADRATIC_EQUATION,이차방정식,중근을 가질 조건의 활용,이차방정식이 중근을 가질 조건 범주의 '중근을 가질 조건의 활용' 유형을 진단한다.,"[""M3_QUAD_C010"", ""M3_QUAD_C016""]",advanced,"[""double_root_condition"", ""discriminant_root_count""]",[9],M3_QUAD_RAW_027,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT068,중3,M3_QUADRATIC_EQUATION,이차방정식,근을 갖도록 하는 미지수,근의 개수에 따른 미지수의 값의 범위 구하기 범주의 '근을 갖도록 하는 미지수' 유형을 진단한다.,"[""M3_QUAD_C020"", ""M3_QUAD_C016""]",advanced,"[""discriminant_parameter_range"", ""discriminant_root_count""]",[9],M3_QUAD_RAW_028,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT069,중3,M3_QUADRATIC_EQUATION,이차방정식,근이 존재하지 않도록 하는 미지수,근의 개수에 따른 미지수의 값의 범위 구하기 범주의 '근이 존재하지 않도록 하는 미지수' 유형을 진단한다.,"[""M3_QUAD_C020"", ""M3_QUAD_C016""]",advanced,"[""discriminant_parameter_range"", ""discriminant_root_count""]",[9],M3_QUAD_RAW_028,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT070,중3,M3_QUADRATIC_EQUATION,이차방정식,서로 다른 두 근을 갖도록 하는 미지수,근의 개수에 따른 미지수의 값의 범위 구하기 범주의 '서로 다른 두 근을 갖도록 하는 미지수' 유형을 진단한다.,"[""M3_QUAD_C020"", ""M3_QUAD_C016""]",advanced,"[""discriminant_parameter_range"", ""discriminant_root_count""]",[9],M3_QUAD_RAW_028,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT071,중3,M3_QUADRATIC_EQUATION,이차방정식,"두 근의 합, 곱 구하기","근과 계수의 관계 범주의 '두 근의 합, 곱 구하기' 유형을 진단한다.","[""M3_QUAD_C021""]",advanced,"[""vietas_relation""]",[9],M3_QUAD_RAW_029,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT072,중3,M3_QUADRATIC_EQUATION,이차방정식,근과 계수의 관계 응용,근과 계수의 관계 범주의 '근과 계수의 관계 응용' 유형을 진단한다.,"[""M3_QUAD_C021""]",advanced,"[""vietas_relation""]",[9],M3_QUAD_RAW_029,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT073,중3,M3_QUADRATIC_EQUATION,이차방정식,두 근의 합과 곱 이용,근과 계수의 관계를 이용하여 식의 값 구하기 범주의 '두 근의 합과 곱 이용' 유형을 진단한다.,"[""M3_QUAD_C022""]",advanced,"[""vietas_relation""]",[10],M3_QUAD_RAW_030,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT074,중3,M3_QUADRATIC_EQUATION,이차방정식,곱셈공식 이용,근과 계수의 관계를 이용하여 식의 값 구하기 범주의 '곱셈공식 이용' 유형을 진단한다.,"[""M3_QUAD_C022""]",advanced,"[""vietas_relation""]",[10],M3_QUAD_RAW_030,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT075,중3,M3_QUADRATIC_EQUATION,이차방정식,계수에 미지수가 포함된 경우,근과 계수의 관계를 이용하여 식의 값 구하기 범주의 '계수에 미지수가 포함된 경우' 유형을 진단한다.,"[""M3_QUAD_C022""]",advanced,"[""vietas_relation""]",[10],M3_QUAD_RAW_030,curated_problem_type_from_raw_taxonomy
M3_QUAD_PT076,중3,M3_QUADRATIC_EQUATION,이차방정식,한 근이 주어진 경우,근과 계수의 관계의 활용 범주의 '한 근이 주어진 경우' 유형을 진단한다.,"[""M3_QUAD_C021"", ""M3_QUAD_C022""]",advanced,"[""vietas_relation""]",[10],M3_QUAD_RAW_031,curated_problem_type_from_raw_taxonomy
