problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H1_CM1_POLY_PT011,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식을 이용한 다항식의 전개 - 조건 적용,"다항식의 연산 범주의 '곱셈 공식을 이용한 다항식의 전개' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C004|H1_CM1_POLY_C005|H1_CM1_POLY_C047|H1_CM1_POLY_C048,standard,expansion|multiplication_formula,3,H1_CM1_POLY_RAW_004,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT012,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식을 이용한 다항식의 전개 - 활용 추론,"다항식의 연산 범주의 '곱셈 공식을 이용한 다항식의 전개' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C004|H1_CM1_POLY_C005|H1_CM1_POLY_C047|H1_CM1_POLY_C048,advanced,expansion|multiplication_formula,3,H1_CM1_POLY_RAW_004,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT013,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,공통부분이 있는 다항식의 전개 - 기본 판별,"다항식의 연산 범주의 '공통부분이 있는 다항식의 전개' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C006,core,expansion|multiplication_formula,4,H1_CM1_POLY_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT014,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,공통부분이 있는 다항식의 전개 - 조건 적용,"다항식의 연산 범주의 '공통부분이 있는 다항식의 전개' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C006,standard,expansion|multiplication_formula,4,H1_CM1_POLY_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT015,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,공통부분이 있는 다항식의 전개 - 활용 추론,"다항식의 연산 범주의 '공통부분이 있는 다항식의 전개' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C006,advanced,expansion|multiplication_formula,4,H1_CM1_POLY_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT016,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 변형(1) 문자가 2개 - 기본 판별,"다항식의 연산 범주의 '곱셈 공식의 변형(1) 문자가 2개' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C007|H1_CM1_POLY_C008,core,expansion|multiplication_formula,4,H1_CM1_POLY_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT017,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 변형(1) 문자가 2개 - 조건 적용,"다항식의 연산 범주의 '곱셈 공식의 변형(1) 문자가 2개' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C007|H1_CM1_POLY_C008,standard,expansion|multiplication_formula,4,H1_CM1_POLY_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT018,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 변형(1) 문자가 2개 - 활용 추론,"다항식의 연산 범주의 '곱셈 공식의 변형(1) 문자가 2개' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C007|H1_CM1_POLY_C008,advanced,expansion|multiplication_formula,4,H1_CM1_POLY_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT019,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 변형(2) x±1/x의 꼴 - 기본 판별,"다항식의 연산 범주의 '곱셈 공식의 변형(2) x±1/x의 꼴' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C007|H1_CM1_POLY_C008,core,expansion|multiplication_formula,4,H1_CM1_POLY_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT020,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 변형(2) x±1/x의 꼴 - 조건 적용,"다항식의 연산 범주의 '곱셈 공식의 변형(2) x±1/x의 꼴' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C007|H1_CM1_POLY_C008,standard,expansion|multiplication_formula,4,H1_CM1_POLY_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT021,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 변형(2) x±1/x의 꼴 - 활용 추론,"다항식의 연산 범주의 '곱셈 공식의 변형(2) x±1/x의 꼴' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C007|H1_CM1_POLY_C008,advanced,expansion|multiplication_formula,4,H1_CM1_POLY_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT022,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 변형(3) 문자가 3개 - 기본 판별,"다항식의 연산 범주의 '곱셈 공식의 변형(3) 문자가 3개' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C007|H1_CM1_POLY_C008|H1_CM1_POLY_C009,core,expansion|multiplication_formula,5,H1_CM1_POLY_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT023,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 변형(3) 문자가 3개 - 조건 적용,"다항식의 연산 범주의 '곱셈 공식의 변형(3) 문자가 3개' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C007|H1_CM1_POLY_C008|H1_CM1_POLY_C009,standard,expansion|multiplication_formula,5,H1_CM1_POLY_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT024,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 변형(3) 문자가 3개 - 활용 추론,"다항식의 연산 범주의 '곱셈 공식의 변형(3) 문자가 3개' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C007|H1_CM1_POLY_C008|H1_CM1_POLY_C009,advanced,expansion|multiplication_formula,5,H1_CM1_POLY_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT025,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식을 이용한 수의 계산 - 기본 판별,"다항식의 연산 범주의 '곱셈 공식을 이용한 수의 계산' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C010,core,expansion|multiplication_formula|numeric_calculation,5,H1_CM1_POLY_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT026,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식을 이용한 수의 계산 - 조건 적용,"다항식의 연산 범주의 '곱셈 공식을 이용한 수의 계산' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C010,standard,expansion|multiplication_formula|numeric_calculation,5,H1_CM1_POLY_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT027,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식을 이용한 수의 계산 - 활용 추론,"다항식의 연산 범주의 '곱셈 공식을 이용한 수의 계산' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C010,advanced,expansion|multiplication_formula|numeric_calculation,5,H1_CM1_POLY_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT028,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,다항식의 나눗셈(1) 몫과 나머지 - 기본 판별,"다항식의 나눗셈 범주의 '다항식의 나눗셈(1) 몫과 나머지' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C011|H1_CM1_POLY_C012,core,polynomial_division|quotient_remainder,6,H1_CM1_POLY_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT029,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,다항식의 나눗셈(1) 몫과 나머지 - 조건 적용,"다항식의 나눗셈 범주의 '다항식의 나눗셈(1) 몫과 나머지' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C011|H1_CM1_POLY_C012,standard,polynomial_division|quotient_remainder,6,H1_CM1_POLY_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT030,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,다항식의 나눗셈(1) 몫과 나머지 - 활용 추론,"다항식의 나눗셈 범주의 '다항식의 나눗셈(1) 몫과 나머지' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C011|H1_CM1_POLY_C012,advanced,polynomial_division|quotient_remainder,6,H1_CM1_POLY_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT031,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,다항식의 나눗셈(2) A=BQ+R - 기본 판별,"다항식의 나눗셈 범주의 '다항식의 나눗셈(2) A=BQ+R' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C011|H1_CM1_POLY_C012|H1_CM1_POLY_C013,core,polynomial_division|quotient_remainder,6,H1_CM1_POLY_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT032,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,다항식의 나눗셈(2) A=BQ+R - 조건 적용,"다항식의 나눗셈 범주의 '다항식의 나눗셈(2) A=BQ+R' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C011|H1_CM1_POLY_C012|H1_CM1_POLY_C013,standard,polynomial_division|quotient_remainder,6,H1_CM1_POLY_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT033,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,다항식의 나눗셈(2) A=BQ+R - 활용 추론,"다항식의 나눗셈 범주의 '다항식의 나눗셈(2) A=BQ+R' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C011|H1_CM1_POLY_C012|H1_CM1_POLY_C013,advanced,polynomial_division|quotient_remainder,6,H1_CM1_POLY_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT034,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,몫과 나머지의 변형 - 기본 판별,"다항식의 나눗셈 범주의 '몫과 나머지의 변형' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C013,core,polynomial_division|quotient_remainder,7,H1_CM1_POLY_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT035,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,몫과 나머지의 변형 - 조건 적용,"다항식의 나눗셈 범주의 '몫과 나머지의 변형' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C013,standard,polynomial_division|quotient_remainder,7,H1_CM1_POLY_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT036,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,몫과 나머지의 변형 - 활용 추론,"다항식의 나눗셈 범주의 '몫과 나머지의 변형' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C013,advanced,polynomial_division|quotient_remainder,7,H1_CM1_POLY_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT037,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 도형에의 활용 - 기본 판별,"다항식의 연산 범주의 '곱셈 공식의 도형에의 활용' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C014,core,expansion|multiplication_formula|geometry_application,7,H1_CM1_POLY_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT038,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 도형에의 활용 - 조건 적용,"다항식의 연산 범주의 '곱셈 공식의 도형에의 활용' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C014,standard,expansion|multiplication_formula|geometry_application,7,H1_CM1_POLY_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT039,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,곱셈 공식의 도형에의 활용 - 활용 추론,"다항식의 연산 범주의 '곱셈 공식의 도형에의 활용' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C005|H1_CM1_POLY_C014,advanced,expansion|multiplication_formula|geometry_application,7,H1_CM1_POLY_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT040,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,4차 이상 식으로 변형한 식의 값 - 기본 판별,"다항식의 연산 범주의 '4차 이상 식으로 변형한 식의 값' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C015,core,polynomial,7,H1_CM1_POLY_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT041,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,4차 이상 식으로 변형한 식의 값 - 조건 적용,"다항식의 연산 범주의 '4차 이상 식으로 변형한 식의 값' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C015,standard,polynomial,7,H1_CM1_POLY_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT042,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,4차 이상 식으로 변형한 식의 값 - 활용 추론,"다항식의 연산 범주의 '4차 이상 식으로 변형한 식의 값' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C015,advanced,polynomial,7,H1_CM1_POLY_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT043,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,항등식의 뜻과 성질 - 기본 판별,"항등식과 나머지정리 범주의 '항등식의 뜻과 성질' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C016,core,like_terms|sign_error|polynomial_division|quotient_remainder|identity|coefficient_comparison|remainder_theorem,8,H1_CM1_POLY_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT044,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,항등식의 뜻과 성질 - 조건 적용,"항등식과 나머지정리 범주의 '항등식의 뜻과 성질' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C016,standard,like_terms|sign_error|polynomial_division|quotient_remainder|identity|coefficient_comparison|remainder_theorem,8,H1_CM1_POLY_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT045,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,항등식의 뜻과 성질 - 활용 추론,"항등식과 나머지정리 범주의 '항등식의 뜻과 성질' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C016,advanced,like_terms|sign_error|polynomial_division|quotient_remainder|identity|coefficient_comparison|remainder_theorem,8,H1_CM1_POLY_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT046,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,항등식에서 미정계수 구하기(1) 계수 비교법 - 기본 판별,"항등식과 나머지정리 범주의 '항등식에서 미정계수 구하기(1) 계수 비교법' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C017|H1_CM1_POLY_C021|H1_CM1_POLY_C047,core,coefficient_condition|unknown_coefficient|like_terms|sign_error|polynomial_division|quotient_remainder|identity|coefficient_comparison|remainder_theorem,8,H1_CM1_POLY_RAW_016,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT047,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,항등식에서 미정계수 구하기(1) 계수 비교법 - 조건 적용,"항등식과 나머지정리 범주의 '항등식에서 미정계수 구하기(1) 계수 비교법' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C017|H1_CM1_POLY_C021|H1_CM1_POLY_C047,standard,coefficient_condition|unknown_coefficient|like_terms|sign_error|polynomial_division|quotient_remainder|identity|coefficient_comparison|remainder_theorem,8,H1_CM1_POLY_RAW_016,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT048,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,항등식에서 미정계수 구하기(1) 계수 비교법 - 활용 추론,"항등식과 나머지정리 범주의 '항등식에서 미정계수 구하기(1) 계수 비교법' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C017|H1_CM1_POLY_C021|H1_CM1_POLY_C047,advanced,coefficient_condition|unknown_coefficient|like_terms|sign_error|polynomial_division|quotient_remainder|identity|coefficient_comparison|remainder_theorem,8,H1_CM1_POLY_RAW_016,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT049,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,항등식에서 미정계수 구하기(2) 수치 대입법 - 기본 판별,"항등식과 나머지정리 범주의 '항등식에서 미정계수 구하기(2) 수치 대입법' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C018|H1_CM1_POLY_C047,core,coefficient_condition|unknown_coefficient|like_terms|sign_error|polynomial_division|quotient_remainder|identity|coefficient_comparison|substitution_method|remainder_theorem,9,H1_CM1_POLY_RAW_017,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT050,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,항등식에서 미정계수 구하기(2) 수치 대입법 - 조건 적용,"항등식과 나머지정리 범주의 '항등식에서 미정계수 구하기(2) 수치 대입법' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C018|H1_CM1_POLY_C047,standard,coefficient_condition|unknown_coefficient|like_terms|sign_error|polynomial_division|quotient_remainder|identity|coefficient_comparison|substitution_method|remainder_theorem,9,H1_CM1_POLY_RAW_017,curated_problem_type_from_raw_taxonomy
H1_CM1_POLY_PT051,고1,H1_COMMON_MATH1_POLYNOMIAL,다항식,항등식에서 미정계수 구하기(2) 수치 대입법 - 활용 추론,"항등식과 나머지정리 범주의 '항등식에서 미정계수 구하기(2) 수치 대입법' 유형을 진단한다. 학생이 식의 형태를 분류하고, 필요한 공식·나눗셈 구조·조건식을 선택해 검산할 수 있는지 확인한다.",H1_CM1_POLY_C018|H1_CM1_POLY_C047,advanced,coefficient_condition|unknown_coefficient|like_terms|sign_error|polynomial_division|quotient_remainder|identity|coefficient_comparison|substitution_method|remainder_theorem,9,H1_CM1_POLY_RAW_017,curated_problem_type_from_raw_taxonomy
