problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H1_CM1_COUNT_PT011,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,조건을 만족하는 자연수의 개수 - 조건 적용,"합의 법칙 범주의 '조건을 만족하는 자연수의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C004,standard,addition_rule|case_classification|multiplication_rule|stage_counting|digit_number_count,4,H1_CM1_COUNT_RAW_004,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT012,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,조건을 만족하는 자연수의 개수 - 복합 활용,"합의 법칙 범주의 '조건을 만족하는 자연수의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C004,challenge,addition_rule|case_classification|multiplication_rule|stage_counting|digit_number_count,4,H1_CM1_COUNT_RAW_004,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT013,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,다양한 상황에서의 합의 법칙 - 기본 판별,"합의 법칙 범주의 '다양한 상황에서의 합의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C005,core,addition_rule|case_classification|multiplication_rule|stage_counting,5,H1_CM1_COUNT_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT014,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,다양한 상황에서의 합의 법칙 - 조건 적용,"합의 법칙 범주의 '다양한 상황에서의 합의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C005,standard,addition_rule|case_classification|multiplication_rule|stage_counting,5,H1_CM1_COUNT_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT015,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,다양한 상황에서의 합의 법칙 - 복합 활용,"합의 법칙 범주의 '다양한 상황에서의 합의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C005,challenge,addition_rule|case_classification|multiplication_rule|stage_counting,5,H1_CM1_COUNT_RAW_005,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT016,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,방정식의 해의 개수 - 기본 판별,"방정식과 부등식의 해의 개수 범주의 '방정식의 해의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C006,core,addition_rule|case_classification|multiplication_rule|stage_counting|equation_solution_count,6,H1_CM1_COUNT_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT017,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,방정식의 해의 개수 - 조건 적용,"방정식과 부등식의 해의 개수 범주의 '방정식의 해의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C006,standard,addition_rule|case_classification|multiplication_rule|stage_counting|equation_solution_count,6,H1_CM1_COUNT_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT018,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,방정식의 해의 개수 - 복합 활용,"방정식과 부등식의 해의 개수 범주의 '방정식의 해의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C006,challenge,addition_rule|case_classification|multiplication_rule|stage_counting|equation_solution_count,6,H1_CM1_COUNT_RAW_006,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT019,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,부등식의 해의 개수 - 기본 판별,"방정식과 부등식의 해의 개수 범주의 '부등식의 해의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C007,core,addition_rule|case_classification|multiplication_rule|stage_counting|equation_solution_count,7,H1_CM1_COUNT_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT020,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,부등식의 해의 개수 - 조건 적용,"방정식과 부등식의 해의 개수 범주의 '부등식의 해의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C007,standard,addition_rule|case_classification|multiplication_rule|stage_counting|equation_solution_count,7,H1_CM1_COUNT_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT021,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,부등식의 해의 개수 - 복합 활용,"방정식과 부등식의 해의 개수 범주의 '부등식의 해의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C007,challenge,addition_rule|case_classification|multiplication_rule|stage_counting|equation_solution_count,7,H1_CM1_COUNT_RAW_007,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT022,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,방법의 수(물건의 수)가 직접 주어졌을 때 곱의 법칙 - 기본 판별,"곱의 법칙 범주의 '방법의 수(물건의 수)가 직접 주어졌을 때 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C008,core,addition_rule|case_classification|multiplication_rule|stage_counting,8,H1_CM1_COUNT_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT023,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,방법의 수(물건의 수)가 직접 주어졌을 때 곱의 법칙 - 조건 적용,"곱의 법칙 범주의 '방법의 수(물건의 수)가 직접 주어졌을 때 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C008,standard,addition_rule|case_classification|multiplication_rule|stage_counting,8,H1_CM1_COUNT_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT024,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,방법의 수(물건의 수)가 직접 주어졌을 때 곱의 법칙 - 복합 활용,"곱의 법칙 범주의 '방법의 수(물건의 수)가 직접 주어졌을 때 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C008,challenge,addition_rule|case_classification|multiplication_rule|stage_counting,8,H1_CM1_COUNT_RAW_008,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT025,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,주사위를 던질 때 곱의 법칙 - 기본 판별,"곱의 법칙 범주의 '주사위를 던질 때 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C009,core,addition_rule|case_classification|multiplication_rule|stage_counting,9,H1_CM1_COUNT_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT026,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,주사위를 던질 때 곱의 법칙 - 조건 적용,"곱의 법칙 범주의 '주사위를 던질 때 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C009,standard,addition_rule|case_classification|multiplication_rule|stage_counting,9,H1_CM1_COUNT_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT027,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,주사위를 던질 때 곱의 법칙 - 복합 활용,"곱의 법칙 범주의 '주사위를 던질 때 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C009,challenge,addition_rule|case_classification|multiplication_rule|stage_counting,9,H1_CM1_COUNT_RAW_009,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT028,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,숫자가 적힌 카드나 공을 꺼낼 때 곱의 법칙 - 기본 판별,"곱의 법칙 범주의 '숫자가 적힌 카드나 공을 꺼낼 때 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C010,core,addition_rule|case_classification|multiplication_rule|stage_counting,10,H1_CM1_COUNT_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT029,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,숫자가 적힌 카드나 공을 꺼낼 때 곱의 법칙 - 조건 적용,"곱의 법칙 범주의 '숫자가 적힌 카드나 공을 꺼낼 때 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C010,standard,addition_rule|case_classification|multiplication_rule|stage_counting,10,H1_CM1_COUNT_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT030,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,숫자가 적힌 카드나 공을 꺼낼 때 곱의 법칙 - 복합 활용,"곱의 법칙 범주의 '숫자가 적힌 카드나 공을 꺼낼 때 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C010,challenge,addition_rule|case_classification|multiplication_rule|stage_counting,10,H1_CM1_COUNT_RAW_010,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT031,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,조건을 만족하는 자연수의 개수 - 기본 판별,"곱의 법칙 범주의 '조건을 만족하는 자연수의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C011,core,addition_rule|case_classification|multiplication_rule|stage_counting|digit_number_count,11,H1_CM1_COUNT_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT032,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,조건을 만족하는 자연수의 개수 - 조건 적용,"곱의 법칙 범주의 '조건을 만족하는 자연수의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C011,standard,addition_rule|case_classification|multiplication_rule|stage_counting|digit_number_count,11,H1_CM1_COUNT_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT033,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,조건을 만족하는 자연수의 개수 - 복합 활용,"곱의 법칙 범주의 '조건을 만족하는 자연수의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C011,challenge,addition_rule|case_classification|multiplication_rule|stage_counting|digit_number_count,11,H1_CM1_COUNT_RAW_011,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT034,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,전개식의 항의 개수 - 기본 판별,"곱의 법칙 범주의 '전개식의 항의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C012,core,addition_rule|case_classification|multiplication_rule|stage_counting,12,H1_CM1_COUNT_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT035,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,전개식의 항의 개수 - 조건 적용,"곱의 법칙 범주의 '전개식의 항의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C012,standard,addition_rule|case_classification|multiplication_rule|stage_counting,12,H1_CM1_COUNT_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT036,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,전개식의 항의 개수 - 복합 활용,"곱의 법칙 범주의 '전개식의 항의 개수' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C012,challenge,addition_rule|case_classification|multiplication_rule|stage_counting,12,H1_CM1_COUNT_RAW_012,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT037,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,다양한 상황에서의 곱의 법칙 - 기본 판별,"곱의 법칙 범주의 '다양한 상황에서의 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C013,core,addition_rule|case_classification|multiplication_rule|stage_counting,13,H1_CM1_COUNT_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT038,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,다양한 상황에서의 곱의 법칙 - 조건 적용,"곱의 법칙 범주의 '다양한 상황에서의 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C013,standard,addition_rule|case_classification|multiplication_rule|stage_counting,13,H1_CM1_COUNT_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT039,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,다양한 상황에서의 곱의 법칙 - 복합 활용,"곱의 법칙 범주의 '다양한 상황에서의 곱의 법칙' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C013,challenge,addition_rule|case_classification|multiplication_rule|stage_counting,13,H1_CM1_COUNT_RAW_013,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT040,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,약수의 개수 구하기 - 기본 판별,"약수의 개수 범주의 '약수의 개수 구하기' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C014,core,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,14,H1_CM1_COUNT_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT041,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,약수의 개수 구하기 - 조건 적용,"약수의 개수 범주의 '약수의 개수 구하기' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C014,standard,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,14,H1_CM1_COUNT_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT042,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,약수의 개수 구하기 - 복합 활용,"약수의 개수 범주의 '약수의 개수 구하기' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C014,challenge,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,14,H1_CM1_COUNT_RAW_014,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT043,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,약수의 개수를 만족하는 자연수 찾기 - 기본 판별,"약수의 개수 범주의 '약수의 개수를 만족하는 자연수 찾기' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C015,core,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,15,H1_CM1_COUNT_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT044,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,약수의 개수를 만족하는 자연수 찾기 - 조건 적용,"약수의 개수 범주의 '약수의 개수를 만족하는 자연수 찾기' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C015,standard,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,15,H1_CM1_COUNT_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT045,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,약수의 개수를 만족하는 자연수 찾기 - 복합 활용,"약수의 개수 범주의 '약수의 개수를 만족하는 자연수 찾기' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C015,challenge,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,15,H1_CM1_COUNT_RAW_015,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT046,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,약수의 총합 구하기 - 기본 판별,"약수의 개수 범주의 '약수의 총합 구하기' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C016,core,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,16,H1_CM1_COUNT_RAW_016,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT047,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,약수의 총합 구하기 - 조건 적용,"약수의 개수 범주의 '약수의 총합 구하기' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C016,standard,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,16,H1_CM1_COUNT_RAW_016,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT048,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,약수의 총합 구하기 - 복합 활용,"약수의 개수 범주의 '약수의 총합 구하기' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C016,challenge,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,16,H1_CM1_COUNT_RAW_016,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT049,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,자연수의 약수의 활용 - 기본 판별,"약수의 개수 범주의 '자연수의 약수의 활용' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C017,core,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,17,H1_CM1_COUNT_RAW_017,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT050,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,자연수의 약수의 활용 - 조건 적용,"약수의 개수 범주의 '자연수의 약수의 활용' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C017,standard,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,17,H1_CM1_COUNT_RAW_017,curated_problem_type_from_raw_taxonomy
H1_CM1_COUNT_PT051,고1,공통수학1,H1_COMMON_MATH1_COUNTING,경우의 수,자연수의 약수의 활용 - 복합 활용,"약수의 개수 범주의 '자연수의 약수의 활용' 유형을 진단한다. 학생이 순서의 유무, 중복 가능성, 포함·제외 조건을 구분하고 알맞은 경우의 수 공식을 선택하는지 확인한다.",H1_CM1_COUNT_C017,challenge,addition_rule|case_classification|multiplication_rule|stage_counting|divisor_count,17,H1_CM1_COUNT_RAW_017,curated_problem_type_from_raw_taxonomy
