item_id,source_id,source_title,source_file,source_chapter,source_unit,source_step,source_theme_range,source_question_no,engine_subject,engine_unit_id,engine_unit_name,matched_problem_type_id,type_name,variant_id,variant_tags,skill_tags,error_tags,prerequisite_concepts,difficulty,diagnosis_weight,mapping_status,review_note
sibal_alg_t01_04_step1_q001,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q001,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q012,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q012,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q013,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q013,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q014,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q014,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q015,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q015,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q016,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q016,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q017,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q017,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q018,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q018,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q019,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q019,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q020,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q020,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q021,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q021,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q022,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q022,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q023,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q023,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q024,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q024,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q025,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q025,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q026,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q026,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
sibal_alg_t01_04_step1_q027,sibal_algebra_workbook,현우진의 시발점 WORK BOOK 대수,시발점 대수 지수함수와 로그함수.pdf,Chapter 1 지수함수와 로그함수,STEP1 Theme 1~4,STEP1,T01_04,STEP1-T01_04-Q027,대수,ALG_EXP_LOG_FOUNDATION,대수 > 지수와 로그 기초,ALG_EXPLOG_FOUNDATION_PT_EXPONENT_LOG_BASIC,지수·로그의 뜻과 기본 계산,SIBAL_ALG_T01_04_BASIC,exponent_law; log_definition; basic_calculation,지수법칙 적용; 로그의 정의 변환; 밑과 진수 조건 확인,지수법칙 적용 순서 혼동; 로그 밑 조건 누락; 진수 조건 누락,중2 지수법칙; 중3 제곱근과 실수; 함수의 뜻,core,0.78,range_matched_review_required,스캔 이미지 PDF 기반: 문항 원문 저장 없이 테마/문항번호 범위와 대수 엔진 단원 기준으로 매핑. 세부 문항별 problem_type 정밀화는 검수 XLSX에서 후속 보정 가능.
