book_id,catalog_no,title,author,publisher,source_collection,source_pdf_file,pdf_intro_page,pdf_discussion_page,pdf_reference_page,data_status,summary_short,starter_questions,linked_subjects,linked_majors,fit_keywords,fit_modes,notes
book_011,11,국화와 칼,루스 베네딕트,현대지성,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,40,41,42,expanded_from_pdf_catalog_and_intro,"일본 문화의 이중성, 가치 체계와 사회 규범을 분석하며 국가 정체성과 문화 이해의 문제를 다루는 문화 인류학 고전.","['일본 문화의 이중성은 왜 형성되었을까?', '국가 정체성과 문화 규범은 어떻게 개인의 행동을 조절하는가?', '타문화를 이해할 때 어떤 분석 틀이 필요한가?']","['통합사회', '윤리', '세계사']","['문화인류학과', '일어일문학과', '국제학과', '사회학과']","['문화', '규범', '정체성', '일본', '행동', '가치']","['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_012,12,그리스 비극 걸작선,소포클레스 외,현대지성,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,43,44,45,expanded_from_pdf_catalog_and_intro,"운명, 자유의지, 도덕적 선택과 비극의 구조를 통해 인간 행동과 공동체 규범의 충돌을 드러내는 고전 희곡 선집.","['운명과 자유의지는 어떤 관계에 놓여 있는가?', '비극 속 인물의 선택은 윤리적으로 어떻게 평가할 수 있을까?', '그리스 비극의 갈등 구조는 현대 사회 문제 해석에도 쓰일 수 있을까?']","['공통국어', '윤리', '세계사']","['국어국문학과', '철학과', '사학과', '연극영화과']","['운명', '자유의지', '비극', '도덕', '선택', '갈등']","['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_013,13,난장이가 쏘아올린 작은 공,조세희,이성과힘,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,46,47,48,expanded_from_pdf_catalog_and_intro,"산업화와 도시 빈민의 삶, 불평등과 주거 문제를 통해 현대 사회의 구조적 폭력을 드러내는 소설 연작.","['도시 빈민의 삶을 둘러싼 구조적 불평등은 어떻게 만들어지는가?', '국가는 주거권 보장을 위해 어디까지 개입해야 하는가?', '산업화의 발전은 누구에게 기회가 되고 누구에게 폭력이 되는가?']","['공통국어', '통합사회', '역사']","['사회학과', '도시공학과', '행정학과', '국어국문학과']","['불평등', '주거', '산업화', '도시빈민', '구조', '권리']","['compare', 'application', 'career']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_014,14,누구나 한번쯤 읽어야 할 목민심서,미리내공방,청민미디어,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,49,50,51,expanded_from_pdf_catalog_and_intro,"공직자의 책임, 청렴, 애민과 행정 원칙을 현대적 관점에서 다시 읽어볼 수 있게 정리한 실용 고전 안내서.","['올바른 행정은 개인의 도덕성만으로 가능할까?', '공공 리더십에서 청렴은 왜 핵심 기준이 되는가?', '행정 제도와 개인 윤리는 어떻게 함께 작동해야 할까?']","['통합사회', '윤리', '역사']","['행정학과', '정치외교학과', '법학과', '교육학과']","['행정', '청렴', '리더십', '공직', '애민', '책임']","['application', 'career', 'compare']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_doctorsignal,15,닥터스 씽킹,제롬 그루프먼,해냄출판사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,52,53,54,expanded_from_pdf_catalog_and_intro,"의사의 진단 과정과 판단 오류, 환자와의 소통 문제를 통해 의학적 사고와 의료 시스템의 한계를 보여주는 책.","['환자 진단 과정에서 의사의 직관은 언제 도움이 되고 언제 오류를 낳을까?', '증거 기반 의학은 실제 의료 현장에서 어떻게 활용되어야 할까?', '의료 사고를 줄이기 위해서는 어떤 시스템 개선이 필요할까?']","['생명과학', '통합과학1', '윤리']","['의예과', '간호학과', '보건행정학과', '심리학과', '생명과학과']","['의학', '진단', '오류', '소통', '증거 기반', '의료 시스템']","['case', 'career', 'compare']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_demian,16,데미안,헤르만 헤세,민음사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,55,56,57,expanded_from_pdf_catalog_and_intro,"자아 탐색과 성장, 선과 악의 경계, 사회적 규범과 개인의 내면 갈등을 통해 자기 발견의 과정을 그린 성장 소설.","['진정한 자아를 찾기 위해 개인은 사회적 규범과 어떻게 긴장 관계를 맺는가?', '성장은 왜 불안과 혼란을 동반하는가?', '선과 악의 경계는 개인의 선택에 어떤 영향을 미치는가?']","['공통국어', '윤리', '심리']","['심리학과', '철학과', '국어국문학과', '교육학과']","['자아', '성장', '내면', '규범', '선악', '선택']","['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_017,17,돈으로 살 수 없는 것들,마이클 샌델,와이즈베리,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,58,59,60,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_018,18,동방견문록,마르코 폴로,동서문화사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,61,62,63,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_019,19,동물 세포에는 세포벽이 없다,무로후시 기미오,전나무숲,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,64,65,66,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_020,20,마음,나쓰메 소세키,현암사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,67,68,69,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_021,21,맹자,맹자,휴머니스트,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,70,71,72,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_022,22,무정,이광수,민음사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,73,74,75,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_023,23,문학과 예술의 사회사,아르놀트 하우저,창비,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,76,77,78,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_024,24,미디어의 이해,마셜 맥루언,민음사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,79,80,81,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_025,25,반지성주의,강준만,인물과사상사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,82,83,84,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_026,26,백범일지,김구,매월당,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,85,86,87,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_027,27,변신,프란츠 카프카,새움,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,88,89,90,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_028,28,부분과 전체,베르너 하이젠베르크,서커스출판상회,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,91,92,93,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_029,29,빌러비드,토니 모리슨,문학동네,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,94,95,96,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_030,30,"사람아, 아 사람아!",다이허우잉,다락원,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,97,98,99,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_031,31,삼대,염상섭,아르테,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,100,101,102,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_032,32,서유견문,유길준,박이정출판사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,103,104,105,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_033,33,성의 역사 1,미셀 푸코,나남,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,106,107,108,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_034,34,성호사설,이익,동서문화사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,109,110,111,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_035,35,수호전,시내암,글항아리,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,112,113,114,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_036,36,슬픈 열대,클로드 레비스트로스,한길사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,115,116,117,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_037,37,시학,아리스토텔레스,길,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,118,119,120,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_038,38,신약의 탄생,윤태진,바다출판사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,121,122,123,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_039,39,실낙원,존 밀턴,더북스,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,124,125,126,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_040,40,아라비안 나이트,리처드 F. 버턴,시대의창,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,127,128,129,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_041,41,아함경,작자 미상,담마아카데미,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,130,131,132,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_042,42,앵무새 죽이기,하퍼 리,미메시스,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,133,134,135,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_043,43,어둠의 심장,조셉 콘래드,문예출판사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,136,137,138,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_044,44,역사,헤로도토스,숲,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,139,140,141,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_045,45,역사와 계급의식,게오르그 루카치,지식을만드는지식,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,142,143,144,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_046,46,영국 노동계급의 형성,E.P. 톰슨,창작과비평,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,145,146,147,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_047,47,오리엔탈리즘,에드워드 사이드,교보문고,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,148,149,150,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_048,48,왜 세계의 절반은 굶주리는가,장 지글러,갈라파고스,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,151,152,153,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_049,49,우리 시대의 영웅,미하일 레르몬토프,작가와비평,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,154,155,156,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_050,50,위대하고 위험한 약 이야기,정진호,푸른숲,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,157,158,159,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_051,51,의무론,키케로,현대지성,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,160,161,162,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_052,52,의사와 수의사가 만나다,캐스린 바워스 외,모멘토,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,163,164,165,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_053,53,이기적 유전자,리처드 도킨스,을유문화사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,166,167,168,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_054,54,이상한 나라의 앨리스,김희경,동아시아,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,169,170,171,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_055,55,인간 문제,강경애,새움,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,172,173,174,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_056,56,인물로 읽는 장자,왕샤오졔,나들목,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,175,176,177,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_057,57,잃어버린 시간을 찾아서,마르셀 프루스트,국일미디어,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,178,179,180,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_058,58,자유론,존 스튜어트 밀,현대지성,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,181,182,183,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_059,59,젊은 예술가의 초상,제임스 조이스,민음사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,184,185,186,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_060,60,정신현상학,G.W.F. 헤겔,아카넷,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,187,188,189,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_061,61,정지용전집,정지용,민음사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,190,191,192,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_062,62,제국의 시대,에릭 홉스봄,한길사,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,193,194,195,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
book_063,63,종의 기원,찰스 로버트 다윈,사이언스북스,독서중심 주제탐구 활동 올인원 1,독서중심 주제탐구 활동 1.pdf,196,197,198,expanded_from_pdf_catalog,,[],[],[],[],"['compare', 'case', 'application']",PDF 목차 기준 기본 입력. 일부 도서는 intro page 기준 1차 의미 확장 반영.
